施設_名称,施設_市区町村コード,住所_都道府県,住所_市区町村（郡）,住所_緯度,住所_経度,連絡先_電話番号,連絡先_FormURL,連絡先_郵便番号,連絡先_住所,緊急避妊に係る診療が可能な産婦人科医療機関等_産科、婦人科又は産婦人科の標榜の有無,緊急避妊に係る診療が可能な産婦人科医療機関等_医療機関における緊急避妊にかかる対面診療への対応可能時間帯,緊急避妊に係る診療が可能な産婦人科医療機関等_常時の緊急避妊薬の在庫の有無,エラー
やまぎしレディスクリニック,172120,石川県,野々市市,36.519897,136.60675,076-287-6066,0,921-8832,石川県野々市市藤平田1丁目256-1,有,"月・火・水・金曜 9:00~12:00/14:00~18:00
土曜 9:00~15:00",有,URL(リンク切れ)
鈴木レディスホスピタル,172014,石川県,金沢市,36.548653,136.656204,076-242-3155,https://www.suzukilh.com/,921-8033,石川県金沢市寺町2-8-36,有,"診療時間内
(午前9時~12時30分 月~土)
(午後3時~5時30分 月・水・金・土)",有,
愛育産婦人科医院,172014,石川県,金沢市,36.585571,136.67363,076-252-3535,0,920-0804,石川県金沢市鳴和1丁目13番6号,有,"平日 8:30~18:00
土曜日 8:30~12:00
他 随時",有,URL(リンク切れ)
松田産婦人科医院,172014,石川県,金沢市,36.561836,136.650009,076-231-6249,0,920-0981,石川県金沢市片町2丁目26-11,有,平日(月・火・水・金・土) 9:00~12:00,有,URL(リンク切れ)
紺谷内科婦人科クリニック,172014,石川県,金沢市,36.593288,136.613907,076-268-3035,https://www.kontaniclinic.jp,920-0344,石川県金沢市畝田東2-125,有,"平日 9:00~17:30(木曜を除く)
木曜、土曜 9:00~12:00",有,URL(リンク切れ)
丘村クリニック,172014,石川県,金沢市,36.615566,136.684494,076-258-6116,0,920-3124,石川県金沢市荒屋1-87,有,"平日 9:00~12:00/14:00~18:00
木曜 9:00~12:00
土曜 9:00~12:30",有,URL(リンク切れ)
内田マタニティクリニック,172014,石川県,金沢市,36.5495,136.689545,076-234-3511,http://www.uchidamaternity.com/,920-1167,石川県金沢市もりの里1-212,有,"平日 9:00~11:30/15:00~17:30(木曜は午前のみ)
土曜 9:00~11:30/13:30~14:30",有,URL(リンク切れ)
"医療法人社団
吉澤レディ-スクリニック",172014,石川県,金沢市,36.579628,136.596634,076-266-8155,http://www.yoshizawa-l-c.com/,920-0355,石川県金沢市稚日野町北295-1,有,"【月曜~水曜・金曜 9:00~12:00/15:00~18:00】
【木曜 9:00~12:00】
【土曜 9:00~12:00/15:00~17:00】",有,
ママBBクリニック,172014,石川県,金沢市,36.618755,136.662354,076-258-1122,mamabb-clinic.com,920-0203,石川県金沢市木越町ト5-1,有,"平日 9:00~12:00/15:00~18:30(木曜日は午前中のみ)
土曜日 9:00~12:00/15:00~17:00",有,
うきた産婦人科医院,172014,石川県,金沢市,36.562046,136.628494,076-291-2277,http://www.ukita.or.jp/,921-8013,石川県金沢市新神田4-7-25,有,"月火水金土 午前9時~午後1時/午後2時30分~午後6時
木 午前9時~午後1時",有,
"金沢メディカルステ-ション
ヴィ-ク",172014,石川県,金沢市,36.577168,136.647675,076-235-4114,https://www.viec.jp/,920-0858,石川県金沢市木ノ新保町1-1金沢駅西口ビル4F,有,"平日 9:30~17:00
土曜 9:30~13:00",有,
"医療法人社団壱愛会
愛レディスクリニック",172014,石川県,金沢市,36.56189,136.610931,076-249-1117,0,920-0363,石川県金沢市古府町南386-2,有,"平日(木曜除く) 9:00~12:00/16:00~18:00
土曜 9:00~12:00",有,URL(リンク切れ)
めぐみクリニック,172014,石川県,金沢市,36.610764,136.63089,076-237-1135,https://www.megumi.or.jp/,920-8217,石川県金沢市近岡町345-1,有,"月火水金 9:00~17:30
木曜 9:00~11:30
土曜 9:00~11:30",有,
あおばウィメンズクリニック,172014,石川県,金沢市,36.596752,136.615662,076-267-1255,http://aoba-womens.com/,920-0344,石川県金沢市畝田東3丁目540,有,"平日 9:00~12:30/14:30~17:30
木曜土曜 9:00~12:30",有,
まなぶ産科婦人科クリニック,172014,石川県,金沢市,36.535297,136.674881,076-255-7681,www.manabu-clinic.com,921-8045,石川県金沢市大桑2-307,有,"平日 9:00~12:00/14:30~17:30
水曜、土曜 9:00~12:00",有,
レディ-スクリニックゆう,172014,石川県,金沢市,36.542225,136.644012,076-220-6677,http://www.clinicyu.com/,921-8036,石川県金沢市弥生3-3-46,有,"平日 9:30~13:00/15:30~18:30
土曜 同上",有,
"医療法人社団
アンジュレディ-スクリニック",172014,石川県,金沢市,36.596672,136.670029,076-254-5103,http://ange-lc-jp/contact/,920-0809,石川県金沢市三池栄町66番地,有,"月・水・金 9:00~12:30/14:30~18:00
火 9:00~12:30/15:30~18:00
木 9:00~12:30
土 9:00~13:00",有,URL(リンク切れ)
公立羽咋病院,172073,石川県,羽咋市,36.900833,136.779953,0767-22-1220,https://www.hakuihp.jp,925-8502,石川県羽咋市的場町松崎24番地,有,"月・金 8:15~11:30
(事前にご連絡をお願いします。)",無,
"社会医療法人財団董仙会
恵寿総合病院",172022,石川県,七尾市,37.050499,136.960983,0767-52-3211,www.keiju.co.jp,926-8605,石川県七尾市富岡町94番地,有,平日 8:30~11:30、午後は要相談,有,
松江産婦人科内科医院,172073,石川県,羽咋市,36.898624,136.774582,0767-22-2479,0,925-0051,石川県羽咋市島出町フ63-1,有,土、平日 9:00~18:00 (木曜日休日) (日曜祭日休日),有,URL(リンク切れ)
桑原母と子クリニック,172022,石川県,七尾市,37.037556,136.949158,0767-52-4103,www.kuwaharahahatoko.com,926-0821,石川県七尾市国分町ラ部2番地1,有,"平日 9:00~17:30
土曜 9:00~16:30
※状況により休日時間外の対応も可(要電話確認)",有,URL(リンク切れ)
恵寿ロ-レルクリニック,,,,37.050499,136.960983,0767-57-5500,0,926-8607,石川県七尾市富岡町95番地,有,平日 9:00~17:00,無,"郵便番号, URL(リンク切れ)"
市立輪島病院,172049,石川県,輪島市,37.384155,136.90535,0768-22-2222,http://city.wajima.ishikawa.jp/wajimahp/,928-8585,石川県輪島市山岸町は1番1地,有,"平日 8:30~17:00
上記時間外は要連絡",有,URL(リンク切れ)
公立穴水総合病院,174610,石川県,鳳珠郡穴水町,37.230873,136.912476,(0768)52-0511,http://www.anamizu.jp/,927-0027,石川県鳳珠郡穴水町,有,"火曜日 8:30~17:15
水曜日 8:30~17:15
第2・第4土曜日 8:30~12:30",有,
