施設_名称,施設_市区町村コード,住所_都道府県,住所_市区町村（郡）,住所_緯度,住所_経度,連絡先_電話番号,連絡先_FormURL,連絡先_郵便番号,連絡先_住所,緊急避妊に係る診療が可能な産婦人科医療機関等_産科、婦人科又は産婦人科の標榜の有無,緊急避妊に係る診療が可能な産婦人科医療機関等_医療機関における緊急避妊にかかる対面診療への対応可能時間帯,緊急避妊に係る診療が可能な産婦人科医療機関等_常時の緊急避妊薬の在庫の有無,エラー
原口産婦人科,462187,鹿児島県,霧島市,31.737656,130.768799,0995-45-0052,,899-4332,鹿児島県霧島市国分中央3-17-13,有,"休止期間:令和元年11月1日~令和2年10月31日
廃止年月日:令和2年11月1日",有,
みつお産婦人科,462187,鹿児島県,霧島市,31.743587,130.745193,0995-44-9339,http://mitsuo.or.jp,899-5117,鹿児島県霧島市隼人町見次1296-3,有,常時可,有,URL(リンク切れ)
なかむら産婦人科,462160,鹿児島県,日置市,32.063629,130.607269,0995-24-2238,http://www.nakamura-iadies-clinic.com,899-2513,鹿児島県伊佐市大口上町46-12,有,"平日9:00~12:30,14:30~17:30
木・土9:00~12:30
日・祝8:30~9:00",有,URL(リンク切れ)
竹内レディ-スクリニック,462250,鹿児島県,姶良市,31.731512,130.632263,0995-65-2296,info@takeuchi-ladies.jp,899-5421,鹿児島県姶良市東餅田502-2,有,常時,有,
独立行政法人国立病院機構指宿医療センタ-,462101,鹿児島県,指宿市,31.223572,130.642151,0993-22-2231,https://ibusuki.hosp.go.jp/,891-0498,鹿児島県指宿市十二町4145,有,24時間対応可,有,
有馬産婦人科,462209,鹿児島県,南さつま市,31.420403,130.320572,0993-53-2777,http://arima-lc.sakura.ne.jp/,897-0006,鹿児島県南さつま市加世田本町18-3,有,"平日 9:00~17:00
土曜 9:00~12:00
水曜 休診",有,URL(リンク切れ)
北薗産婦人科クリニック,462101,鹿児島県,指宿市,31.244131,130.647202,0993-24-3177,http://kitazono-hp.jp/,891-0401,鹿児島県指宿市大牟礼4丁目16-28,有,"平日 9:00~18:00
土曜 9:00~13:00",有,
森産婦人科,462047,鹿児島県,枕崎市,31.270437,130.296967,0993-72-2134,http://mori-hospital.com/,898-0015,鹿児島県枕崎市西本町181,有,24時間対応可,有,URL(リンク切れ)
済生会川内病院,462152,鹿児島県,薩摩川内市,31.827593,130.306458,0996-23-5221,http://www.saiseikai-sendai.jp/,895-0074,鹿児島県薩摩川内市原田町2-46,有,"平日 8:30-17:00
土曜 8:30-12:30",有,
田島産婦人科,462152,鹿児島県,薩摩川内市,31.810926,130.318954,0996-22-0311,,895-0012,鹿児島県薩摩川内市平佐町1957-7,有,24時間対応可能,有,
有村産婦人科・内科,462063,鹿児島県,阿久根市,32.022079,130.197205,0996-73-4180,,899-1616,鹿児島県阿久根市栄町127-3,有,警察からの依頼のみ,有,
河村医院 (産婦人科),462152,鹿児島県,薩摩川内市,31.818504,130.303726,0996-23-3569,,895-0051,鹿児島県薩摩川内市東開聞町14-3,有,"平日 9:00-17:30
土曜 9:00-15:00",有,
境田医院 (産婦人科),462080,鹿児島県,出水市,32.121971,130.339584,0996-67-2600,,899-0121,鹿児島県出水市米ノ津町35-20,有,"月火水金 8:30-17:30
木土 8:30-12:00",有,
広瀬産婦人科医院,462080,鹿児島県,出水市,32.087574,130.353928,0996-62-1559,,899-0202,鹿児島県出水市昭和町15-20,有,"平日 8:30-17:30
土曜 8:30-12:30",有,
医療法人義貫会 中島病院,462179,鹿児島県,曽於市,31.653622,131.019257,0986-76-1065,http://www.nakashima-h.or.jp,899-8602,鹿児島県曽於市栄町1-6-6,有,"平日 9:00~17:30
土曜 9:00~15:00",有,
医療法人碧仁会 井ノ上病院,462039,鹿児島県,鹿屋市,31.39637,130.861511,0994-42-5275,,893-0012,鹿児島県鹿屋市王子町3880-1,有,8:00~17:00,有,
寿レディ-スクリニック,462039,鹿児島県,鹿屋市,31.384542,130.866089,0994-43-3224,,893-0014,鹿児島県鹿屋市寿7丁目1-35,有,月~土 8:30~12:00(木曜休診),有,
医療法人 桑波田産婦人科,462039,鹿児島県,鹿屋市,31.382662,130.853516,0994-41-0303,https://www.kuwahata-ob-gy.com/(cid:10),893-0004,鹿児島県鹿屋市朝日町7-17,有,"月火水金 9:00~12:00 14:00~17:30
木土 9:00~12:00",有,
黎明脳神経外科医院,462039,鹿児島県,鹿屋市,31.382034,130.920258,0994-63-7878,,893-1605,鹿児島県鹿屋市串良町上小原3500-1,有,"月火水金 9:00~17:00
土 9:00~12:00",有,
医療法人 内村産婦人科,462039,鹿児島県,鹿屋市,31.391136,130.96019,0994-63-2521,https://www.uchimura-kanoya.com,893-1603,鹿児島県鹿屋市串良町岡崎2070,有,"平日 9:00~17:30
水土 9:00~12:00",有,
種子島産婦人科医院,462136,鹿児島県,西之表市,30.718445,130.980621,0997-22-0260,http://tane-san.com/,891-3101,鹿児島県西之表市西之表16314-7,有,"月・火・木・金(9:00~11:00,14:00~16:00)
水(9:00~11:00)
土日,祝祭日休診(必要な場合は要相談)",有,
医療法人徳洲会 屋久島徳洲会病院,465054,鹿児島県,熊毛郡屋久島町,30.421265,130.583862,0997-42-2200,https://www.yakushimatokushukai.com,891-4205,鹿児島県熊毛郡屋久島町宮之浦2467,有,"平日(9:00~18:00)
土曜(9:00~12:00)",有,
鹿児島県立大島病院,462225,鹿児島県,奄美市,28.366379,129.500977,0997-52-3611,http://hospital.pref.kagoshima.jp/oshima/,894-0015,鹿児島県奄美市名瀬真名津町18-1,有,平日8:30-16:30,無,
医療法人徳洲会 喜界徳洲会病院,465291,鹿児島県,大島郡喜界町,28.318729,129.933334,0997-65-1100,kikai-tokushukai.com/,891-6202,鹿児島県大島郡喜界町湾315,有,"平日8:30~17:00
土曜8:30~12:00",有,
医療法人徳洲会 徳之島徳洲会病院,465305,鹿児島県,大島郡徳之島町,27.734554,129.021088,0997-83-1100,http://www/tokunoshima-tokushukai.com/,891-7101,鹿児島県大島郡徳之島町亀津7588,有,"・平日(月,火,木,金)9:00~12:00,14:00~17:00
・土曜9:00~12:00",有,URL(リンク切れ)
医療法人徳洲会 名瀬徳洲会病院,462225,鹿児島県,奄美市,28.398851,129.526443,0997-54-2222,http://www.nazetokushukai.jp,894-0061,鹿児島県奄美市名瀬朝日町28-1,有,平日9:00~12:30,有,URL(リンク切れ)
うえだクリニック,462225,鹿児島県,奄美市,28.363478,129.499008,0997-54-2000,,894-0015,鹿児島県奄美市名瀬真名津町13-20,有,"・月,火,木,金9:30~12:30,14:30~18:00
・水,土9:30~12:30
・日14:30~18:00
・祝日休診",有,
