施設_名称,施設_市区町村コード,住所_都道府県,住所_市区町村（郡）,住所_緯度,住所_経度,連絡先_電話番号,連絡先_FormURL,連絡先_郵便番号,連絡先_住所,緊急避妊に係る診療が可能な産婦人科医療機関等_産科、婦人科又は産婦人科の標榜の有無,緊急避妊に係る診療が可能な産婦人科医療機関等_医療機関における緊急避妊にかかる対面診療への対応可能時間帯,緊急避妊に係る診療が可能な産婦人科医療機関等_常時の緊急避妊薬の在庫の有無,エラー
かっさいレディ-スクリニック,242020,三重県,四日市市,35.011574,135.768188,059-328-5500,,510-0035,京都府四日市市陶栄町2-2,有,"AM 9:00~12:00
PM 16:00~19:00
(木・土はAMのみ・日祝は休み)
(初診はAM11:30,PM18:30まで)",有,緯度経度(不一致)
あきながレディ-スクリニック,242071,三重県,鈴鹿市,35.011574,135.768188,059-380-6090,,510-0258,京都府鈴鹿市秋永町787-3,有,"月・火・木・金 9:00~18:00
水・土 9:00~12:00",有,緯度経度(不一致)
鈴木レディ-スクリニック,242071,三重県,鈴鹿市,35.011574,135.768188,059-370-5151,https://www.slc-mie.com,513-0835,京都府鈴鹿市平野町7740-1,有,"月・水・金 9:00~12:30
15:00~18:30
火・木・日 9:00~12:30
土 9:00~12:30
14:00~16:00",有,緯度経度(不一致)
白子ウィメンズホスピタル,,,,35.011574,135.768188,059-388-2221,http://www.shiroko-clinic.com/womens/,513-0235,京都府鈴鹿市南江島町9-15,有,"月・火・木・金 9:00~12:00
15:00~18:00
土 9:00~12:00
14:00~17:00",有,郵便番号
宮崎産婦人科,242071,三重県,鈴鹿市,35.011574,135.768188,059-378-8811,www.miyazaki-clinic.jp,513-0844,京都府鈴鹿市平田2丁目1-8,有,"月・水・金 9:00~18:00
火 9:00~17:00
木・土 9:00~12:00",有,緯度経度(不一致)
鈴鹿中央総合病院,242071,三重県,鈴鹿市,35.011574,135.768188,059-382-1311,http://www.miekosei.or.jp/2_sch/index.html,513-0818,京都府鈴鹿市安塚町山之花1275-53,有,平日 8:30~11:30,無,緯度経度(不一致)
宮村産婦人科,242101,三重県,亀山市,35.013474,135.573517,0595-82-5151,http://www.medic-grp.co.jp/doctor/miyamura,519-0116,京都府亀山市本町3丁目8-7,/ 有,"月・火・水・金
8:30~12:00 15:30~18:30
土 8:30~12:30",有,緯度経度(不一致)
金丸産婦人科,242012,三重県,津市,35.011574,135.768188,059-229-5722,http://kanamaru.webmedipr.jp,514-0062,京都府津市観音寺799-7TTC医療ビル1F,有,"平日9:00~18:30
木 9:00~12:30
土 9:00~17:00
先に電話相談要",有,緯度経度(不一致)
セントロ-ズクリニック,242012,三重県,津市,35.011574,135.768188,059-221-5555,https://st-rose.jp,514-0042,京都府津市新町1丁目5-16,有,24時間可,有,"URL(リンク切れ), 緯度経度(不一致)"
津西産婦人科,242012,三重県,津市,35.011574,135.768188,059-225-2235,,514-0051,京都府津市納所町字蔵田686-1,有,"平日・土曜8:30~12:00、14:30~18:30
木曜 8:30~12:00",有,緯度経度(不一致)
ながたレディ-スクリニック,242012,三重県,津市,35.011574,135.768188,059-238-5678,http://www.nagata-ladies.jp,514-0815,京都府津市大字藤方150,有,"月~水・金・土 9:00~12:30 16:00~18:30
夜間・日・祝日は要連絡",有,"URL(リンク切れ), 緯度経度(不一致)"
藤田産婦人科,242012,三重県,津市,35.011574,135.768188,059-227-7288,,514-0832,京都府津市南中央2-2,有,"月・水・金 9:00~18:00
土 9:00~17:00",有,緯度経度(不一致)
ヤナセクリニック,242012,三重県,津市,35.011574,135.768188,059-227-5585,www.pmc.or.jp,514-0016,京都府津市乙部5-3,有,"平日 9:00~19:00
土曜 9:00~17:00
木曜 9:00~12:00",有,緯度経度(不一致)
三重レディ-スクリニック,242012,三重県,津市,35.011574,135.768188,059-256-4141,http://www.mieladies.com/,514-1113,京都府津市久居野村町366-1,有,"平日 9:30~12:30 15:30~18:30
土曜 9:30~12:30 14:00~17:00",有,緯度経度(不一致)
清水レディ-スクリニック,242012,三重県,津市,35.011574,135.768188,059-254-3500,,514-1118,京都府津市久居新町3006ポルタひさい1F,有,"平日 9:30~12:30 16:00~19:00
土曜 9:30~12:30",有,緯度経度(不一致)
河合産婦人科,242047,三重県,松阪市,35.011574,135.768188,0598-26-8585,https://www.san-kawai.jp/,515-0812,京都府松阪市船江町3-3,有,"月・火・水・金・土
9:00~12:00 15:00~18:00",有,緯度経度(不一致)
松本クリニック,242047,三重県,松阪市,35.011574,135.768188,0598-26-3555,,515-0045,京都府松阪市駅部田町1619-45,有,"月・火・水・金・土
9:00~12:00 15:00~18:00",有,緯度経度(不一致)
南産婦人科,242047,三重県,松阪市,35.011574,135.768188,0598-29-2020,https://minami-sanfujinka.com,515-0043,京都府松阪市下村町1041,有,"平日 9:00~12:00 16:00~19:00
(木)除く
土曜 9:00~12:00 14:00~17:00",有,緯度経度(不一致)
松阪中央総合病院,242047,三重県,松阪市,35.011574,135.768188,0598-21-5252,http://www.miekosei.or.jp/1_mch/index.html,515-0818,京都府松阪市川井町字小望102,有,平日 8:30~17:30,無(院外処方対応),緯度経度(不一致)
小原産婦人科,242039,三重県,伊勢市,35.675171,135.272858,0596-28-8111,www.ohara-lc.jp,516-0072,京都府伊勢市宮後町1丁目5-3,有,月・火・水・金.土 9:00~18:00,有,"URL(リンク切れ), 緯度経度(不一致)"
菊川産婦人科,242039,三重県,伊勢市,35.675171,135.272858,0596-23-1515,www.kikukawa.org,516-0071,京都府伊勢市一之木5-15-5,有,"平日 9:00~18:00
土曜 9:00~18:00",有,"URL(リンク切れ), 緯度経度(不一致)"
本橋産婦人科,242039,三重県,伊勢市,35.675171,135.272858,0596-23-4103,http://www.motohasi.sakura.ne.jp/,516-0071,京都府伊勢市一之木1-8-7,有,"月・水・金 9:00~12:00
15:00~18:00
土 9:00~12:00",有,"URL(リンク切れ), 緯度経度(不一致)"
市立伊勢総合病院,242039,三重県,伊勢市,35.675171,135.272858,0596-23-5111,https://hospital.city.ise.mie.jp/,516-0014,京都府伊勢市楠部町3038,有,平日 8:30~17:00,有,緯度経度(不一致)
玉石産婦人科,242039,三重県,伊勢市,35.675171,135.272858,0596-22-5656,http://www.tamaishi-lc.jp/,516-0804,京都府伊勢市御薗町長屋2049,有,年中,有,緯度経度(不一致)
やまぐちレディ-スクリニック,242039,三重県,伊勢市,35.675171,135.272858,0596-21-3001,www.ylcylc.com,519-0505,京都府伊勢市小俣町本町3321,有,"月・火・水・金 9:00~18:00
土曜 9:00~17:00",有,緯度経度(不一致)
尾鷲総合病院,242098,三重県,尾鷲市,35.011574,135.768188,0597-22-3111,http://www.owasehp.jp/,519-3653,京都府尾鷲市上野町5-25,有,平日 8:30~17:00,有,"URL(リンク切れ), 緯度経度(不一致)"
大石産婦人科医院,242128,三重県,熊野市,35.603432,134.895004,0597-89-1717,,519-4325,京都府熊野市有馬町201,有,"月・水・金 9:00~12:00
13:30~17:00
火・木・土 9:00~12:00",有,緯度経度(不一致)
中産婦人科緑ヶ丘クリニック,242160,三重県,伊賀市,35.675171,135.272858,0595-21-5678,http://midorigaokaclinic.com,518-0836,京都府伊賀市緑ヶ丘本町761,有,"月・火・水・金 9:00~13:00 16:00~19:00
木・土 9:00~13:00
日・祝・GW・お盆・年末年始除く",有,緯度経度(不一致)
森川病院,242160,三重県,伊賀市,35.675171,135.272858,0595-21-2425,http://www.morikawa-wh.jp,518-0854,京都府伊賀市上野忍町2516-7,有,"月・火・水・金 9:00~12:00
17:00~19:00
木・土 9:00~12:00",有,緯度経度(不一致)
藤本産婦人科,242080,三重県,名張市,35.217373,135.2211,0595-63-0995,http://website2.infomity.net/8390000053/,518-0713,京都府三重県名張市平尾3068-9,有,"月・火・金 10:00~18:30
水 14:30~18:30
木 9:00~12:00
土 9:00~13:00",有,緯度経度(不一致)
武田産婦人科,242080,三重県,名張市,35.011574,135.768188,0595-64-7655,https://takeda-clinic.com/,518-0701,京都府名張市鴻之台1-144,有,月~日 AM9:00~PM8:00,有,緯度経度(不一致)
卓山医院,242080,三重県,名張市,35.011574,135.768188,0595-65-0001,http://www.takayama-clinic.net,518-0631,京都府名張市桔梗が丘南1番町1街区15-4,有,"(平日) 9:00~12:00 15:00~18:30
(休診日)木・土曜午後・日・祝日",有,緯度経度(不一致)
三重北医療センタ-菰野厚生病院,243418,三重県,三重郡菰野町,35.217373,135.2211,059-393-1212,http://www.miekosei.or.jp/3_kkh/index.html,510-1234,京都府三重郡菰野町福村75,有,平日 8:30~11:30,有,緯度経度(不一致)
