施設_名称,施設_市区町村コード,住所_都道府県,住所_市区町村（郡）,住所_緯度,住所_経度,連絡先_電話番号,連絡先_FormURL,連絡先_郵便番号,連絡先_住所,緊急避妊に係る診療が可能な産婦人科医療機関等_産科、婦人科又は産婦人科の標榜の有無,緊急避妊に係る診療が可能な産婦人科医療機関等_医療機関における緊急避妊にかかる対面診療への対応可能時間帯,緊急避妊に係る診療が可能な産婦人科医療機関等_常時の緊急避妊薬の在庫の有無,エラー
大濠パ-ククリニック,401331,福岡県,福岡市中央区,33.590088,130.376312,092-724-5520,http://www.ohori-pc.jp/,810-0051,福岡県福岡市中央区大濠公園2-35,有,"月・火・水・金10:00~18:30
木14:00~18:30
土10:00~14:30",有,
"医療法人 ガ-デンヒルズ
ウィメンズクリニック",401331,福岡県,福岡市中央区,33.568096,130.390778,092-521-7500,https://www.gardenhill.jp,810-0033,"福岡県福岡市中央区小笹5-15-2
1",有,24時間,有,
"かねまるウィメンズクリ
ニック",401331,福岡県,福岡市中央区,33.587021,130.398972,092-738-3033,https://k-womens-cl.jp/,810-0001,"福岡県福岡市中央区天神2-3-2
天神アイエスビル5F",有,"月・火・木9:45~17:00
金9:45~12:30
土9:30~17:00
※水・金(午後)・日・祝日休診",有,
"古賀文敏ウイメンズクリ
ニック",401331,福岡県,福岡市中央区,33.58707,130.397598,092-738-7711,https://www.koga-f.jp/,810-0001,"福岡県福岡市中央区天神2-3-24
天神ル-チェ5F",有,"平日(月・火・木・金)10:00~12:30、
15:30~18:30
平日(水)10:00~12:30
土10:00~12:30、15:30~16:30",有,URL(リンク切れ)
"医療法人 さのウィメンズ
クリニック",401331,福岡県,福岡市中央区,33.590328,130.37825,092-739-1717,http://www.sano-wq.net/,810-0062,"福岡県福岡市中央区荒戸1-1-6
福岡大濠ビル2F",有,"平日(水・木除く)9:00~18:00
水・木・土9:00~13:00",有,
莊田レディ-スクリニック,401331,福岡県,福岡市中央区,33.592129,130.40181,092-732-0018,http://www.shoda-lc.com/,810-0001,"福岡県福岡市中央区天神1-15-6
綾杉ビル3F",有,"月・火・木・金10:00~19:00
水・土10:00~13:30",有,
"医療法人 中央レディスク
リニック",401331,福岡県,福岡市中央区,33.587856,130.398758,092-736-3355,-,810-0001,福岡県福岡市中央区天神2-4-38,有,"月・火・水・金10:00~19:00
木・土10:00~17:00",有,URL(リンク切れ)
天神レディ-スクリニック,401331,福岡県,福岡市中央区,33.589081,130.396912,092-738-8806,https://tenjin-ladies-clinic.com/,810-0001,"福岡県福岡市中央区天神2-6-13
ジェムキャッスルきらめき通り4階",有,"月・火・木10:00~20:30
水・金・土・日10:00~18:30",有,
"医療法人愛成会 東野産婦
人科医院",401331,福岡県,福岡市中央区,33.576824,130.37529,092-731-3871,-,810-0045,"福岡県福岡市中央区草香江2-2-1
7",有,"平日9:00~17:00
土9:00~12:00",有,URL(リンク切れ)
野崎ウイメンズクリニック,401331,福岡県,福岡市中央区,33.590885,130.401703,092-733-0002,http://www.nozakiwomens.com/,810-0001,"福岡県福岡市中央区天神1-9-1
7-6F福岡天神フコク生命ビル",有,"平日9:00~16:00
木・土9:00~13:00",有,
"はちすが産婦人科小児科医
院",401331,福岡県,福岡市中央区,33.577049,130.413147,092-531-0282,http://hachisuga-c.com,810-0005,福岡県福岡市中央区清川3-20-9,有,"平日(木除く)9:00~11:30、14:00~16:30
木・土9:00~11:30",有,
林産婦人科医院,401331,福岡県,福岡市中央区,33.577183,130.406677,092-521-8520,http://hayashi-lc.com,810-0012,福岡県福岡市中央区白金2-3-14,有,"月・火・水・金10:30~18:30
土10:30~14:00",有,
森レディ-スクリニック,401331,福岡県,福岡市中央区,33.581577,130.406464,092-521-5868,http://mori-lc.net/,810-0011,福岡県福岡市中央区高砂1-4-3,有,"月・火・水・金10:00~17:30
木・土10:00~14:00",有,URL(リンク切れ)
安藤レディスクリニック,401340,福岡県,福岡市南区,33.550701,130.437744,092-501-1522,-,811-1311,福岡県福岡市南区横手2-3-1,有,"平日(火除く)10:00~13:30、
16:00~19:30
土10:00~13:30、
16:00~17:30",有,URL(リンク切れ)
"医療法人紫雲会 桃崎レ
ディ-スクリニック",401340,福岡県,福岡市南区,33.561825,130.428558,092-557-2111,-,815-0032,福岡県福岡市南区塩原3-17-5,有,"平日(木除く)9:30~13:00、15:00~18:30
土9:30~13:00
※木・日休診",有,URL(リンク切れ)
"医療法人田中産婦人科クリ
ニック",401340,福岡県,福岡市南区,33.549286,130.39064,092-541-5454,-,811-1361,"福岡県福岡市南区西長住2-26-3
9",有,"月・火・水・木9:00~12:00、14:00~17:30
金9:00~12:00、14:00~18:30
土9:00~12:30",有,URL(リンク切れ)
"産婦人科・麻酔科東原クリ
ニック",401340,福岡県,福岡市南区,33.559326,130.413101,092-554-8111,http://www5b.biglobe.ne.jp/-h_clinic/,815-0041,福岡県福岡市南区野間3-22-34,有,"平日9:00~18:00
土9:00~13:00",有,URL(リンク切れ)
渋谷レディ-ズクリニック,401340,福岡県,福岡市南区,33.567657,130.414948,092-521-6674,http://shibuya-lc.net,815-0082,福岡県福岡市南区大楠3-18-18,有,"平日(木除く)9:00~17:30
木・土9:00~12:30",有,
"エンゼル・マタニティ・クリ
ニック",401366,福岡県,福岡市城南区,33.545021,130.380722,092-863-1115,http://angel-maternity.com/,814-0151,福岡県福岡市城南区堤1-13-31,有,"月・火・水・金9:00~18:00
木・土9:00~13:00
日10:00~12;00",有,
"医療法人MALC 松口レ
ディ-スクリニック",401374,福岡県,福岡市早良区,33.554153,130.348602,092-861-5109,-,814-0163,福岡県福岡市早良区干隈3-14-1,有,平日・土9:00~18:30,有,URL(リンク切れ)
"医療法人佐々木レディ-ス
クリニック",401374,福岡県,福岡市早良区,33.579823,130.343506,092-832-2285,-,814-0015,福岡県福岡市早良区室見2-3-19,有,"月・火・木・金9:30~12:30、14:00~18:00
水9:30~12:30
土9:30~15:00",有,URL(リンク切れ)
高取レディスクリニック,401374,福岡県,福岡市早良区,33.581329,130.35257,092-833-2390,http://takatori-clinic.com/,814-0011,"福岡県福岡市早良区高取1-3-20
ファインガ-デン高取203",有,"月・水・金9:30~19:00
木9:30~12:30
火・土9:30~18:00
(日・祝日休診)",有,URL(リンク切れ)
竹内産婦人科クリニック,401374,福岡県,福岡市早良区,33.540161,130.343231,092-864-8080,http://www.takeuchiclinic.jp/,814-0171,福岡県福岡市早良区野芥7-1-30,有,"平日9:30~18:00
土9:30~12:00",有,
藤吉レディ-スクリニック,401374,福岡県,福岡市早良区,33.562992,130.341583,092-874-7711,http://fujiyoshi-clinic.com/,814-0022,"福岡県福岡市早良区原7-14-35
-1A室",有,"平日9:00~18:00
土9:00~14:00",有,
池田功産婦人科医院,401358,福岡県,福岡市西区,33.562038,130.310303,092-811-7778,-,819-0043,福岡県福岡市西区野方1-2-25,有,"平日8:00~18:00
土8:00~14:00
(上記以外緊急を要する時には電話で受診予約が
可能)",有,URL(リンク切れ)
新堂産婦人科医院,401358,福岡県,福岡市西区,33.557907,130.317612,092-811-6931,-,819-0031,福岡県福岡市西区橋本2-18-1,有,"平日9:00~17:00
土9:00~12:00",有,URL(リンク切れ)
"医療法人 長野醫院長野産
婦人科クリニック",401358,福岡県,福岡市西区,33.578907,130.255005,092-807-2022,-,819-0375,"福岡県福岡市西区大字徳永字野入10
55の2",有,"月・火・木・金9:00~18:00
水・土9:00~13:00",有,URL(リンク切れ)
福岡バ-スクリニック,401358,福岡県,福岡市西区,33.577606,130.327499,092-883-0530,http://www.f-bc.jp/,819-0006,"福岡県福岡市西区姪浜駅南3-18-
21",有,"月・火・木・金9:00~16:30
水・土9:00~12:00",有,
"医療法人南谷レディ-スク
リニック",401358,福岡県,福岡市西区,33.581326,130.324219,092-892-3020,https://www.minamitani.jp/,819-0006,"福岡県福岡市西区姪浜駅南2-1-3
7 メディカルビル竹下2F",有,"月・金10:00~13:00
火・木10:00~13:00、
14:30~19:00
水・土10:00~13:00、
14:30~17:00",有,
医療法人 湯田医院,401358,福岡県,福岡市西区,33.585732,130.326553,092-881-0991,-,819-0002,"福岡県福岡市西区姪の浜4-11-2
9",有,"月~土8:30~12:00
(日祝祭日年末年始休診)",有,URL(リンク切れ)
"よう子レディ-スクリニッ
ク",401358,福岡県,福岡市西区,33.575329,130.270218,092-805-7788,http://yoko-ladies.com/,819-0169,"福岡県福岡市西区今宿西1-30-2
4",有,火・水・木・金9:30~14:30,有,
吉永産婦人科医院,401358,福岡県,福岡市西区,33.577789,130.310303,092-881-9481,http://y-gyneclinic.com,819-0052,"福岡県福岡市西区下山門4-14-2
6",有,"月・火・木・金9:00~17:00
土9:00~12:30",有,
"医療法人 城野産婦人科ク
リニック",402184,福岡県,春日市,33.522411,130.450104,092-584-1103,http://www.jono-ladies.com/,816-0852,福岡県春日市一の谷2-8-1,有,"月・火・木・金9:00~17:00
水9:00~12:00
土9:00~13:00",有,URL(リンク切れ)
"医療法人 牛島産婦人科医
院",402214,福岡県,太宰府市,33.508831,130.523941,092-921-2511,https://www.ushijima-lc.jp/,818-0125,福岡県太宰府市五条2-23-8,有,"平日(木除く)9:00~17:30
木・土9:00~12:30",有,
まなべ産婦人科医院,402192,福岡県,大野城市,33.541466,130.47081,092-571-4307,http://manabe-hp.com/,816-0923,福岡県大野城市雑餉隈1-7-17,有,"平日(水除く)9:00~12:30、14:30~17:00
水・土9:00~12:30",有,URL(リンク切れ)
"医療法人天信会 あまがせ
産婦人科",402192,福岡県,大野城市,33.52496,130.487747,092-572-5503,http://www.amagase.jp/,816-0941,福岡県大野城市東大利1-14-6,有,"平日・土9:00~12:00、
14:00~17:00
(日祝日は対応しない)",有,
"医療法人エンジェル会 永
川産婦人科医院",402176,福岡県,筑紫野市,33.496834,130.519196,092-922-3164,-,818-0061,福岡県筑紫野市紫1-25-5,有,"月・金9:00~16:00
火・水・土9:00~17:00
木9:00~12:00",有,URL(リンク切れ)
吉川レディ-スクリニック,402176,福岡県,筑紫野市,33.502621,130.518707,092-918-8522,http://www.yoshikawalc.com,818-0056,"福岡県筑紫野市二日市北2-2-1
イオン二日市店3F",有,"火・水・金・土9:30~13:30、14:30~18:30
木・日9:30~13:30",有,URL(リンク切れ)
早瀬川医院,402176,福岡県,筑紫野市,33.500664,130.518295,092-924-3531,-,818-0072,"福岡県筑紫野市二日市中央4-12-
6",有,"平日9:00~19:00
土9:00~12:30",有,URL(リンク切れ)
女性クリニックみのり,402311,福岡県,那珂川市,33.517262,130.435547,092-555-3663,https://www.jyosei-clinic-hakataminami.com/,811-1213,"福岡県那珂川市中原3-127-2階
E1",有,"月・火・水・金9:00~19:00
木・土9:00~13:00",有,
"医療法人道生会 山崎産婦人
科小児科医院",403415,福岡県,糟屋郡宇美町,33.570984,130.520889,092-933-8000,https://www.yamasakisanfu.com,811-2101,"福岡県糟屋郡宇美町宇美中央1-2-
13",有,"平日(木除く)9:00~18:00(12:30~14:30除
く)
木9:00~12:30
土9:00~13:00
(日祝及び夜間は対応不可)",有,
藤産婦人科医院,403423,福岡県,糟屋郡篠栗町,33.623489,130.52623,092-947-0358,http://www.tohsanfujinka.com/,811-2417,"福岡県糟屋郡篠栗町中央4-15-1
2",有,"月・火・水・金9:00~18:00
木・土9:00~12:30",有,
権丈産婦人科医院,403431,福岡県,糟屋郡志免町,33.583637,130.486328,092-935-0505,http://www.kenjo-sanfujinka.com/,811-2202,福岡県糟屋郡志免町志免3-2-14,有,"平日(木除く)9:00~12:30、14:00~18:00
木9:00~12:30
土9:00~12:00、13:30~15:00
(日祝及対応不可)",有,
"医療法人養真堂 産婦人科筑
紫クリニック",403431,福岡県,糟屋郡志免町,33.588097,130.480286,092-936-3939,https://chikushiclinic.com/,811-2244,"福岡県糟屋郡志免町志免中央3-1-
30",有,"9:00~17:00
(土・日対応可)",有,
"産科・婦人科杉原レディ-
スクリニック",403431,福岡県,糟屋郡志免町,33.585239,130.486206,092-936-6006,https://www.sugihara-lc.com/,811-2202,福岡県糟屋郡志免町志免2-3-41,有,"平日(水・木除く)8:45~18:00
水・木・土8:45~12:30",有,
ゆいレディ-スクリニック,403490,福岡県,糟屋郡粕屋町,33.616074,130.466309,092-939-3517,https://yui-lc.com/,811-2307,福岡県糟屋郡粕屋町原町5-12-1,有,"平日(水・金除く)・土9:00~18:00
水・金9:00~12:30",有,
医療法人 合屋産婦人科,402303,福岡県,糸島市,33.56118,130.227921,092-324-8403,http://gohya1926.com/,819-1108,福岡県糸島市波多江駅南2-20-1,有,"月・火・水・金9:00~11:30、14:00~17:30
(水の午後について、手術中は対応不可)
木・土9:00~11:30",有,
"医療法人愛生会 馬渡産婦
人科医院",402303,福岡県,糸島市,33.557926,130.192108,092-322-2198,http://mawatari.or.jp/,819-1113,福岡県糸島市前原1031,有,"平日9:00~12:00、
14:00~17:00
土9:00~12:30",無,
"ありよしレディ-スクリ
ニック",402206,福岡県,宗像市,33.782917,130.52211,0940-37-1633,http://www.ariyoshi.dr-clinic.jp/,811-3434,福岡県宗像市村山田字堤171-3,有,"月・火・水・金9:00~18:00
木9:00~13:00
土9:00~17:00",有,URL(リンク切れ)
"医療法人 宗像セントラル
クリニック",402206,福岡県,宗像市,33.791573,130.566864,0940-35-7800,https://m-central.jp/,811-3416,福岡県宗像市宮田2-11-10,有,"原則 平日9:00~13:00、
16:00~19:00
土9:00~13:00",有,
舩津医院,402206,福岡県,宗像市,33.804375,130.589005,0940-32-3045,-,811-4146,福岡県宗像市赤間4-1-16,有,"平日8:30~17:00
土8:30~12:00",有,URL(リンク切れ)
"そうだレディ-スクリニッ
ク",402052,福岡県,飯塚市,33.644787,130.69281,0948-26-7575,-,820-0005,福岡県飯塚市新飯塚4-5,有,"月・火・水・金9:30~12:30、14:00~17:00
土9:30~12:30",有,URL(リンク切れ)
医療法人 田中クリニック,402052,福岡県,飯塚市,33.639259,130.682983,0948-22-3280,-,820-0042,福岡県飯塚市本町17-12,有,"平日9:00~17:30
土9:00~15:00",有,URL(リンク切れ)
松岡産婦人科医院,402052,福岡県,飯塚市,33.635887,130.685959,0948-24-7963,-,820-0041,福岡県飯塚市飯塚10-10,有,"平日9:00~11:00、
14:00~16:00
土9:00~11:00",有,URL(リンク切れ)
"医療法人 有馬産婦人科医
院",402044,福岡県,直方市,33.750633,130.729935,0949-22-0833,http://arimacci.com,822-0025,福岡県直方市日吉町9-2,有,"月・火・木・金9:00~18:00
水・土9:00~12:30",有,
田中産婦人科クリニック,402044,福岡県,直方市,33.762321,130.753937,0949-26-8868,-,822-0002,福岡県直方市頓野1027,有,"月・火・金9:00~12:00、
14:30~17:40
水9:00~12:00
木9:00~12:00、
15:30~17:40
土9:00~12:00、
14:30~15:30",有,URL(リンク切れ)
"医療法人 牛嶋産婦人科ク
リニック",402168,福岡県,小郡市,33.394035,130.557205,0942-73-3955,-,838-0143,福岡県小郡市小板井494-1,有,"月・火・木・金9:30~12:00、15:00~17:30
土9:30~12:30",有,URL(リンク切れ)
"医療法人 いづみレディス
クリニック",402036,福岡県,久留米市,33.318855,130.544525,0942-45-2300,-,839-0865,福岡県久留米市新合川2-8-33,有,"月・火・木・金10:00~13:00、16:00~19:30
水・土10:00~13:00",有,URL(リンク切れ)
河田産婦人科,402036,福岡県,久留米市,33.306938,130.504303,0942-32-2502,https://www.kawata.or.jp/,830-0048,福岡県久留米市梅満町955-1,有,"平日9:00~17:30
土9:00~16:30
(年末年始、お盆、木日祝休診日)",有,
"医療法人 産科・婦人科み
やじまクリニック",402036,福岡県,久留米市,33.268562,130.471649,0942-51-3188,-,830-0074,"福岡県久留米市大善寺町夜明397-
1",有,"平日9:30~17:30
土9:30~12:30",有,URL(リンク切れ)
"医療法人 産科婦人科宮原
クリニック",402036,福岡県,久留米市,33.297329,130.533371,0942-22-3011,-,839-0863,福岡県久留米市国分町1159-2,有,"平日(木除く)9:00~13:00、
14:30~18:00
木(第1、第3は休診)9:00~12:00
土9:00~13:00",有,URL(リンク切れ)
"産科婦人科渡辺レディ-ス
クリニック",402036,福岡県,久留米市,33.294514,130.540039,0942-21-1103,http://www.wlc-baby.com/,839-0863,福岡県久留米市国分町224-15,有,"月・金9:00~12:30、
14:30~18:30
火9:00~12:30、
14:30~17:30
水9:00~12:30、
14:30~16:30
木9:00~12:30
土9:00~12:30、
14:30~16:00",有,
"医療法人天神ウィメンズク
リニック",402036,福岡県,久留米市,33.310574,130.524124,0942-38-0002,http://www5b.biglobe.ne.jp/-tenjin-w/,830-0037,福岡県久留米市諏訪野町2-2,有,"木・金・土9:00~13:00、14:00~18:00
月・水・日9:00~13:00
(火・祝日休診)",有,URL(リンク切れ)
"医療法人 深川レディスク
リニック",402036,福岡県,久留米市,33.342606,130.693512,0943-72-1122,http://fukagawa-ladies.com/,839-1233,"福岡県久留米市田主丸町田主丸1-2
8",有,"月・水・木・金9:00~13:00(受付は12:30ま
で)、
14:30~18:00(受付は17:30まで)
火・土9:00~13:00(受付は12:30まで)",有,URL(リンク切れ)
福井レディ-スクリニック,402036,福岡県,久留米市,33.296387,130.499496,0942-39-2288,http://fukui-lc.com/,830-0047,福岡県久留米市津福本町1620-1,有,"月・火・水・金9:00~12:00、14:00~18:00
木・土9:00~12:00
(日休診)",有,
まえだ婦人科クリニック,402036,福岡県,久留米市,33.305134,130.524185,0942-36-6200,https://maeda-fujinka.com/,830-0037,福岡県久留米市諏訪野町1943-4,有,"平日(木除く)9:00~18:00
木・土9:30~13:00",有,
みやはら産婦人科医院,402036,福岡県,久留米市,33.315441,130.514877,0942-33-3331,http://miyahara-wms.com,830-0017,福岡県久留米市日吉町22-7,有,"平日(水除く)10:00~14:00、15:30~18:00
水・土10:00~14:00
(日祭休診)",有,URL(リンク切れ)
医療法人 木村回生医院,402079,福岡県,柳川市,33.168159,130.410583,0944-73-2012,http://kimurakaisei.com/,832-0026,福岡県柳川市曙町30-1,有,"月・火・水・金9:00~18:00
木・土(第1・第3)9:00~12:00
土(第2・第4・第5)9:00~15:30",有,URL(リンク切れ)
"医療法人 みたむらクリ
ニック",402079,福岡県,柳川市,33.153816,130.406494,0944-74-2020,"http://www.babys-net.com/mitamura-
clinic/index.html",832-0058,福岡県柳川市上宮永町83-1,有,"平日9:00~18:00
木・土9:00~16:00",有,URL(リンク切れ)
"産科・婦人科あらきクリ
ニック",402290,福岡県,みやま市,33.163429,130.481247,0944-63-3369,-,835-0022,"福岡県みやま市瀬高町文広1977-
40",有,"月・火・水・金9:00~13:00、14:30~18:00
木9:00~13:00
土9:00~13:00、
14:30~17:00",有,URL(リンク切れ)
"医療法人慈母会 池田レ
ディスクリニック",402109,福岡県,八女市,33.215065,130.563019,0943-23-5555,http://www.ikeda-ladiesclinic.or.jp/,834-0063,福岡県八女市本村56-3,有,"月・火・水・金9:00~17:00
木9:00~16:00
土9:00~12:00",有,
藤本産婦人科小児科,402109,福岡県,八女市,33.210499,130.558121,0943-23-2733,https://www.yame-fujimoto.jp,834-0031,福岡県八女市本町527,有,"平日9:00~17:30
土9:00~12:30",有,
小林レディ-スクリニック,402117,福岡県,筑後市,33.193169,130.48999,0942-53-0012,http://www.kobayashi-lc.com/,833-0027,福岡県筑後市大字水田993-1,有,24時間,有,
河野産婦人科医院,402028,福岡県,大牟田市,33.01931,130.439606,0944-54-9710,-,836-0845,福岡県大牟田市正山町148-1,有,8:00~22:00(毎日可能),有,URL(リンク切れ)
"医療法人メディカルキュ-
ブ 平井外科産婦人科",402028,福岡県,大牟田市,33.042377,130.446381,0944-54-3228,http://www.medical-cube.com/,836-0012,福岡県大牟田市明治町3-8-7,有,"月・火・水・金9:00~18:00
木・土9:00~13:00",有,
"医療法人 立野レディ-ス
クリニック",402133,福岡県,行橋市,33.727074,130.977875,0930-22-0715,https://www.tateno-ladies.or.jp/,824-0005,福岡県行橋市中央1-12-12,有,月~土9:00~13:00,有,
しんもと産婦人科,402133,福岡県,行橋市,33.732288,130.970673,0930-22-0818,http://www.shinmoto-obgy.com/sp/,824-0001,福岡県行橋市行事7-7-2,有,"月・水9:00~12:30、
14:30~18:30
火・木・土9:00~12:30
金9:00~12:30、
14:30~20:00",有,
内田産婦人科医院,402133,福岡県,行橋市,33.727043,130.963531,0930-23-0155,http://uchidamc.com/,824-0031,福岡県行橋市西宮市5-1-10,有,"月・金9:00~12:00、
15:00~19:00
火・水9:00~12:30、
14:00~17:00
木9:00~12:00
土9:00~13:00",有,
"医療法人五秀会 末永産婦
人科・麻酔科医院",401013,福岡県,北九州市門司区,33.945568,130.963409,093-321-2453,-,801-0852,福岡県北九州市門司区港町6-15,有,"平日(月・火・水・金)9:00~12:30、15:00~
17:30
木・土9:00~12:30
(日祝日休診)",有,URL(リンク切れ)
"ウィメンズ・ヘルスサポ-
ト みつもとクリニック",401064,福岡県,北九州市小倉北区,33.883854,130.878937,093-511-1200,http://www.mitsumotoclinic.jp/,802-0007,"福岡県北九州市小倉北区船場町3-5
ファッションビル船場3F",有,"月・火・木・金9:30~13:00、15:00~18:30
水・土9:30~13:30
(臨時に診療時間の変更、休診する場合有り)",有,
行徳クリニック,401064,福岡県,北九州市小倉北区,33.885582,130.878098,093-511-3838,https://www.gyotoku.com/,802-0002,"福岡県北九州市小倉北区京町1-2-2
47F",有,"平日(月・火・水・金)10:00~12:30、14:00
~18:00
土10:00~12:30、
14:00~17:00
木・日・祝日休み",有,
"近藤ウイメンズ・クリニッ
ク",401064,福岡県,北九州市小倉北区,33.884186,130.881699,093-511-3881,http://kondo-cl.com/,802-0003,"福岡県北九州市小倉北区米町1-1-2
1大分銀行ビル6F",有,"月・火・木・金10:00~18:00
土10:00~13:00",有,
