施設_名称,施設_市区町村コード,住所_都道府県,住所_市区町村（郡）,住所_緯度,住所_経度,連絡先_電話番号,連絡先_FormURL,連絡先_郵便番号,連絡先_住所,緊急避妊に係る診療が可能な産婦人科医療機関等_産科、婦人科又は産婦人科の標榜の有無,緊急避妊に係る診療が可能な産婦人科医療機関等_医療機関における緊急避妊にかかる対面診療への対応可能時間帯,緊急避妊に係る診療が可能な産婦人科医療機関等_常時の緊急避妊薬の在庫の有無,エラー
産科婦人科浮田病院,331031,岡山県,岡山市東区,34.651676,134.034866,086-942-5850,,704-8117,"岡山県岡山市東区西大寺南2丁目
5-18",有,"平日 9:00-12:15、15:30-18:00
木・土曜 9:00-12:15
日曜・祝日、木・土曜の午後 休診",有,
医療法人国泰会丹羽病院,331031,岡山県,岡山市東区,34.716579,134.046677,086-297-5511,http://www.niwa.or.jp,709-0631,岡山県岡山市東区東平島1036-3,有,"月・火・水・金曜 9:00-18:30
木曜 9:00-12:30
土曜 9:00-17:30",有,
三宅医院,331040,岡山県,岡山市南区,34.620647,133.873566,086-282-5100,https://miyake-miyakegroup.jp,701-0204,岡山県岡山市南区大福369-8,有,"平日 9:00-12:00、15:00-18:00
土曜 9:00-12:00、14:00-17:00",有,
"医療法人
さくらクリニック",331040,岡山県,岡山市南区,34.632011,133.909119,086-241-8188,http://www.sakura-clinic.com,700-0945,岡山県岡山市南区新保658-4,有,"月・水曜 9:00-12:30、15:00-18:30
火曜 9:00-13:00、14:00-17:00
木曜 9:00-12:30
金曜 9:00-12:00 15:00-18:30
土曜 9:00-13:00",有,URL(リンク切れ)
"医療法人生萌会
さわだレディスクリニック",331015,岡山県,岡山市北区,34.633381,133.894852,086-246-4103,http://www.sawada-lc.com,700-0953,岡山県岡山市南区西市584-1,有,"月~土曜 9:00-12:30、16:00-19:30
但し 水・土曜は 午後休診",有,URL(リンク切れ)
岡南産婦人科医院,331040,岡山県,岡山市南区,34.616169,133.94986,086-264-3366,http://www.tamano.or.jp/kohnan,702-8043,岡山県岡山市南区平福2-6-43,有,"月・火・水・土曜 9:00-18:00
日曜 9:00-12:00",有,
"社会医療法人全仁会
倉敷平成病院",332020,岡山県,倉敷市,34.593128,133.762329,086-427-1111,http://www.heisei.or.jp/beauty,710-0826,岡山県倉敷市老松町4-3-38,有,"月・火・木・金曜 9:00-11:00
13:00-16:00
水・土曜 9:00-11:00",有,
倉敷市立市民病院,332020,岡山県,倉敷市,34.467388,133.80542,086-472-8111,http://www.city.kurashiki.okayama.jp/hospital,711-0921,"岡山県倉敷市児島駅前2丁目39番
地",有,平日 9:00-16:00,無,
玉島病院,332020,岡山県,倉敷市,34.540283,133.681259,086-522-4141,http://www.tamashimahosp.or.jp,713-8103,岡山県倉敷市玉島乙島4030,有,"月・火・金曜 9:00-11:30
水曜 9:00-11:30、15:00-17:30
木・土曜 9:00-11:30、16:00-17:30",有,
"医療法人
浅野産婦人科",332020,岡山県,倉敷市,34.566807,133.682602,086-522-7575,無,710-0252,岡山県倉敷市玉島爪崎622-2,有,"月・火・木・金曜 9:00-12:00
16:00-18:00
水・土曜 9:00-12:00
日曜・祝日 休診",有,URL(リンク切れ)
倉敷成人病クリニック,332020,岡山県,倉敷市,34.587917,133.764633,086-422-2111,http://www.fkmc.or.jp,710-0824,岡山県倉敷市白楽町250番地1,有,"平日 8:30-11:30
13:30-16:30",有,
川崎医科大学附属病院,332020,岡山県,倉敷市,34.631077,133.809937,086-462-1111,https://h.kawasaki-m.ac.jp,701-0192,岡山県倉敷市松島577,有,24時間対応可能,有,
"医療法人
山内産婦人科クリニック",332020,岡山県,倉敷市,34.632912,133.796509,086-463-3550,https://www.yamauchi-ok.jp,710-0001,岡山県倉敷市三田126-1,有,"月・火・水・金曜 9:00-12:00
15:30-18:30
木曜 9:00-12:00
土曜 9:00-12:00、15:30-18:00
日曜・祝日・木曜午後 休診
原則、外来診療時間内での対応ですが、
24時間電話相談可能です。",有,
西沢医院,332020,岡山県,倉敷市,34.600285,133.777283,086-421-2438,無,710-0052,岡山県倉敷市美和1丁目12-8,有,"月~土曜 8:30-11:30
15:30-17:30
木・土曜 午後休診
日曜・祝日 休診",有,URL(リンク切れ)
"医療法人
橘産婦人科医院",332020,岡山県,倉敷市,34.568165,133.769501,086-426-0381,無,710-0842,岡山県倉敷市吉岡275,有,"月・火・水・金・土曜 9:00-12:00
15:00-18:00
木曜 9:00-12:00
日曜・祝日 休診",有,URL(リンク切れ)
一般財団法人赤堀病院,332038,岡山県,津山市,35.0653,134.000671,0868-24-1212,http://www.akahori.or.jp,708-0051,岡山県津山市椿高下33,有,"月・火・水・金・土曜 8:30-17:00
木曜 8:30-13:00",有,
光井産婦人科,332038,岡山県,津山市,35.058826,133.996628,0868-22-7291,http://www.mitsui-lc.jp,708-0036,岡山県津山市南新座18,有,"平日 9:00-18:00
土曜 9:00-17:00
火・木曜 9:00-12:30",有,
井原市立井原市民病院,332070,岡山県,井原市,34.603596,133.458786,0866-62-1133,http://www.ibarahp.jp,715-0019,岡山県井原市井原町1186番地,有,水・金曜 8:30-11:30、13:00-14:30,"有
診療可能時間帯に限る(プ
ラノバ-ル)",
くにとみクリニック,332089,岡山県,総社市,34.676983,133.746765,0866-92-0255,http://www.kunitomi-clinic.jp,719-1156,岡山県総社市門田78-1,有,"平日 9:00-18:45
土曜 9:00-15:30",有,
尾島クリニック,332097,岡山県,高梁市,34.794769,133.617233,0866-22-2385,http://www.ojimaclinic.com,716-0028,岡山県高梁市柿木町5,有,"平日 9:00-18:00
土曜 9:00-16:00",有,URL(リンク切れ)
産科・婦人科 片山医院,332135,岡山県,赤磐市,34.73634,133.998947,086-229-2166,http://katayamaiin.com,709-0825,岡山県赤磐市馬屋646,有,"日・木曜 9:00-12:30、午後休診
月・水・金・土 9:00-12:30、
15:00-18:00
火曜 休診",有,
総合病院落合病院,332143,岡山県,真庭市,35.018055,133.751343,0867-52-1133,http://ochiaihp.jp,719-3197,岡山県真庭市落合垂水251,有,"平日 9:00-17:00
土曜 9:00-12:00
(第3土曜以外)",有,
山田医院,332151,岡山県,美作市,35.007256,134.148697,0868-72-0222,無,707-0025,岡山県美作市栄町10-14,有,"月・火・水・金曜 9:00-12:30
14:00-18:00
木・土曜 9:00-12:30、午後休診
日曜・祭日 休診",有,URL(リンク切れ)
