施設_名称,施設_市区町村コード,住所_都道府県,住所_市区町村（郡）,住所_緯度,住所_経度,連絡先_電話番号,連絡先_FormURL,連絡先_郵便番号,連絡先_住所,緊急避妊に係る診療が可能な産婦人科医療機関等_産科、婦人科又は産婦人科の標榜の有無,緊急避妊に係る診療が可能な産婦人科医療機関等_医療機関における緊急避妊にかかる対面診療への対応可能時間帯,緊急避妊に係る診療が可能な産婦人科医療機関等_常時の緊急避妊薬の在庫の有無,エラー
すみれ産婦人科クリニック,341053,広島県,広島市安佐南区,34.467442,132.477737,082-831-0160,www.sumire-wcl.com,731-0103,"広島県広島市安佐南区緑井五丁目29-1
8",有,"診療時間内に対応 月・火・木・金9:00-12:30,14:00-
18:00/水9:00-12:30/土9:00-13:00",有,
やすクリニック,341053,広島県,広島市安佐南区,34.474167,132.451218,082-878-7101,www.yasuclinic.com,731-0154,広島県広島市安佐南区上安一丁目1-18,有,"月・火・水・金9:00-12:00,14:30-16:30/木・土9:00-12:00
(臨時休診の場合あり)",有,URL(リンク切れ)
"ぎおん皮膚科婦人科スキンケアクリ
ニック",341053,広島県,広島市安佐南区,34.447208,132.46048,082-832-4112,http://www.gion-cl.com,731-0138,"広島県広島市安佐南区祇園5丁目2-45
202",有,"月・火・木・金9:00-12:00,15:00-18:00/水・土9:00-12:00",有,
"医療法人 耕仁会 村上産婦人科ク
リニック",341061,広島県,広島市安佐北区,34.520168,132.504532,082-819-1333,http://www.murakami-clinic.jp/,731-0231,広島県広島市安佐北区亀山二丁目6-20,有,"月・火・金9:00-12:30,14:30-18:00/木9:00-12:30,14:30-
17:00/水・土9:00-12:30",有,
"医療法人 紹応会 河田産婦人科医
院",341088,広島県,広島市佐伯区,34.365211,132.356506,082-921-3501,http://kawata-obgy.com/,731-5135,"広島県広島市佐伯区海老園一丁目2番13
号",有,"平日(月・火・水・金)9:00-12:00,15:00-17:30/土曜日
9:00-12:00,15:00-17:00",有,
さくらウィメンズクリニック,341088,広島県,広島市佐伯区,34.367748,132.367996,082-943-5512,https://www.sakurawc.com,731-5125,"広島県広島市佐伯区五日市駅前一丁目5
-18-402",有,"月・火・木・金9:00-12:30,14:30-18:00/水9:00-12:30/土
9:00-14:00",有,
"医療法人 双藤会 産科・婦人科 藤
東クリニック",343021,広島県,安芸郡府中町,34.389473,132.502853,082-284-2410,https://fujito.clinic,735-0029,広島県安芸郡府中町茂陰一丁目1番1号,有,"平日(月・火・水・金)9:00-12:30,15:00-17:30/木曜
9:00-12:30/土曜9:00-12:30,15:00-17:00",有,
医療法人 津田産婦人科クリニック,343048,広島県,安芸郡海田町,34.363708,132.539566,082-821-0303,http://www.tsuda-sanfujinka.jp,736-0032,広島県安芸郡海田町南幸町9-43,有,"平日(月・火・水・金)9:00-12:30,15:00-17:30/木・土
9:00-12:30",有,
医療法人豊田レディ-スクリニック,343072,広島県,安芸郡熊野町,34.323914,132.573395,082-855-1913,www.toyota-lc.jp,731-4223,広島県安芸郡熊野町川角四丁目30番1号,有,"月・火・水・金・土9:00-12:00,14:00-17:00",有,
レディ-スクリニックとよしま医院,342114,広島県,大竹市,34.220398,132.220566,0827-53-7789,,739-0612,広島県大竹市油見三丁目19-6,有,"月・火・水・金9:00-12:30,14:00-18:00/木・土9:00-12:30",有,
"医療法人社団 江川レディ-スクリ
ニック",342130,広島県,廿日市市,34.351494,132.334259,0829-31-0461,http://www.egawa.or.jp/,738-0015,広島県廿日市市本町5-18,有,"月・火・水・金・土9:00-13:00,15:00-17:00",有,
ひさまつ産婦人科医院,342130,広島県,廿日市市,34.350082,132.308914,0829-39-1131,http://hisamatsu.or.jp/,738-0034,広島県廿日市市宮内1448番地1,有,"平日 9:00-12:00,14:00-17:30/土曜 9:00-12:30",有,URL(リンク切れ)
青葉レディスクリニック,342130,広島県,廿日市市,34.319099,132.298035,0829-50-2327,,739-0401,広島県廿日市市福面2-1-11,有,"月・火・水・金9:00-12:00,14:00-18:00/木・土9:00-12:00",有,
かとうレディ-スクリニック,342130,広島県,廿日市市,34.323738,132.318344,0829-36-0135,www.kato-lc.jp/,738-0054,広島県廿日市市阿品3丁目1-6,有,"月・火・木・金9:00-12:30,14:30-18:00/水・土9:00-12:30",有,URL(リンク切れ)
玉木産婦人科医院,342025,広島県,呉市,34.237793,132.624817,0823-71-2248,,737-0125,広島県呉市広本町3-22-26,有,"9:00-12:00,14:30-18:00 ※水曜,土曜は午前のみ",有,
末光産婦人科,342025,広島県,呉市,34.24543,132.568024,0823-21-1087,,737-0032,広島県呉市本町3-4,有,平日8:00-18:00,有,
田中産婦人科クリニック,342025,広島県,呉市,34.24472,132.560501,0823-22-1321,,737-0051,広島県呉市中央1丁目5-28,有,"平日8:30-12:00,14:00-18:30/土8:30-12:00",有,
"木岡産婦人科・きおか皮ふ科クリニッ
ク",342025,広島県,呉市,34.296101,132.557114,0823-30-5711,http://www.kioka-clinic.net/,737-0935,"広島県呉市焼山中央2丁目5番7号クリ
ニックモ-ルリフレ2F",有,"平日(月・火・水・金)9:00-12:30,14:30-18:00/木・土
9:00-12:30",有,
"医療法人社団 産婦人科小児科松田
医院",342025,広島県,呉市,34.245342,132.563919,0823-22-2253,,737-0046,広島県呉市中通2丁目4番11号,有,"月・火・水・金・土9:00-12:00,13:30-17:00/木9:00-12:00",有,
笠岡レディ-スクリニック,342025,広島県,呉市,34.24659,132.555954,0823-23-2828,https://kasaoka-clinic.jp,737-0811,広島県呉市西中央1-3-9 5F,有,"月・火・水・金8:30-12:30,15:30-18:30/木8:30-12:00/土
8:30-12:00,14:00-16:00",有,
さわさき婦人科・産科,342025,広島県,呉市,34.244072,132.562622,0823-21-2211,https://www.sawa0510.com/,737-0046,"広島県呉市中通1-3-14 オ-ルファ-
マシウ-タウン3F",有,"平日(木以外)8:30-12:00,13:30-17:00/平日(木)8:30-
12:00/土8:30-12:00",有,
医療法人社団 樹章会 本永病院,342122,広島県,東広島市,34.428745,132.741974,082-423-2666,https://www.motonaga.or.jp/,739-0016,広島県東広島市西条岡町8-13,有,月・火・水・金・土8:30-12:00,有,URL(リンク切れ)
医療法人社団 松田医院,342122,広島県,東広島市,34.439552,132.679596,082-428-0019,"https://itp.ne.jp/info/340695722400
000899/",739-0141,広島県東広島市八本松町飯田101,有,"月・火・水・金9:30-12:00,15:00-18:00/木・土9:30-
12:00(午後不可),日・祝は不可",有,URL(リンク切れ)
よこやま産婦人科,342122,広島県,東広島市,34.450111,132.794128,082-434-7777,,739-2125,広島県東広島市高屋町中島168番地,有,"月・水・金9:00-12:30,15:00-17:30/火・土9:00-12:30",有,
"医療法人大和会 西条ときわクリニッ
ク",342122,広島県,東広島市,34.415569,132.741547,082-493-5121,https://fdoc.jp/,739-0025,広島県東広島市西条中央5丁目4-1,有,"月~金(木曜除く)9:00-12:00.14:30-17:00(要予約,電話
にて問い合わせてください)/土8:00-11:30(人数制限あ
り)",有,
松林レディ-スクリニック,342122,広島県,東広島市,34.406517,132.750931,082-493-8600,http://www.matsubayashi-lc.com/,739-0024,"広島県東広島市西条町御薗宇4281-1
東広島クリニックビル3F",有,平日15:00-18:00/土曜日15:00-17:00,有,
いまじょうクリニック,342122,広島県,東広島市,34.439186,132.764359,082-426-6830,http://www.imajo-cl.com/,739-2105,広島県東広島市高屋町檜山79-1,有,"月・火・水・金9:00-12:00,15:00-18:00/土9:00-
12:00,15:00-17:00 木・日曜休診",有,
総合病院三原赤十字病院,342041,広島県,三原市,34.402679,133.089722,0848-64-8111,http://mihara.jrc.or.jp/,723-8512,広島県三原市東町二丁目7番1号,有,"平日(月~金) 8:30-16:00 ※変更の場合もありますので
事前に電話確認をお願いします。",有,URL(リンク切れ)
社会医療法人里仁会 興生総合病院,342041,広島県,三原市,34.392532,133.077255,0848-63-5500,http://kohsei-hp.jp,723-8686,広島県三原市円一町2丁目5-1,有,"月・水・金・土9:00-12:00,14:00-17:00/火・木9:00-12:00/
日9:00-12:00",有,
柴田産婦人科皮膚科,342041,広島県,三原市,34.398911,133.084488,0848-62-2525,,723-0014,広島県三原市城町一丁目19-10,有,"平日・土曜9:00-13:00(予約)
午後(平日)予約",有,
堀田レディ-スクリニック,342050,広島県,尾道市,34.420986,133.187027,0848-22-8844,http://www.bbbn.jp/-hlc/hlc7.htm,722-0024,広島県尾道市西則末町9-16,有,"平日10:00-12:30,15:00-18:00",有,URL(リンク切れ)
公立世羅中央病院,344621,広島県,世羅郡世羅町,34.585838,133.045853,0847-22-1127,http://www.serachuo-hp.jp,722-1112,広島県世羅郡世羅町本郷918番地3,有,"平日9:00-12:00(受付8:30-11:30),13:30-17:00(受付13:30-
16:00)/土・日・祝は対応不可",無,
松岡病院,342076,広島県,福山市,34.489876,133.366241,084-923-0385,http://www.matsuoka.or.jp,720-0045,広島県福山市宝町5-32,有,"平日9:00-12:30,15:00-18:00/木曜9:00-12:30",有,
医療法人秀明会 小池病院,342076,広島県,福山市,34.483013,133.368668,084-932-3511,http://www.koike-byoin.com,720-0807,広島県福山市明治町10-5,有,"月・水・金・土9:00-12:30,15:00-18:00/火・木9:00-12:30",有,
西福山病院,342076,広島県,福山市,34.451309,133.259186,084-933-2110,http://nishifuk.or.jp/,729-0104,広島県福山市松永町340-1,有,"平日9:00-12:30,14:00-18:00/土9:00-13:00(夜間・日・祝
日は対応なし)※来院前に電話確認要",有,
沼隈病院,342076,広島県,福山市,34.409191,133.340179,084-988-1888,http://shounankai.or.jp/,720-0402,広島県福山市沼隈町中山南469-3,有,"月・水・金
9:30-12:30,14:30-17:00",有,
医療法人社団 白河産婦人科,342076,広島県,福山市,34.490334,133.374832,084-922-2235,http://shirakawa-clinic.jp/,720-0033,広島県福山市旭町8-3,有,"9:00-12:30,15:30-17:45 ※木曜日は午後休診 ※日・祝
日・年末年始は休診",有,
かねもり婦人科クリニック,342076,広島県,福山市,34.484509,133.354523,084-923-0882,http://www.kanemori-clinic.jp/,720-0077,広島県福山市南本庄3-2-6,有,"月・火・水・金9:30-13:00,15:30-18:30/日9:30-12:00
(ただし日曜日は休診の場合あり,事前にお問い合わせくだ
さい)/木・祝休診",有,
"医療法人 マイビ- まつなが産科婦
人科",342076,広島県,福山市,34.492661,133.375626,084-923-0145,http://www.mybee.or.jp,720-0031,広島県福山市三吉町3丁目3番23号,有,"月・火・金8:45-11:30,14:30-17:40/水・土8:45-11:30/木
8:45-11:30,14:30-16:40",有,
"医療法人社団 幸の鳥レディスクリ
ニック",342076,広島県,福山市,34.506813,133.401489,084-940-1717,http://www.kohnotori.com,721-0907,広島県福山市春日町一丁目7-14,有,"月・火・水・金・土9:00-12:00,14:30-18:00",有,
小川胃腸科内科産婦人科医院,342076,広島県,福山市,34.441948,133.253525,084-933-3356,,729-0104,広島県福山市松永町6-19-9,有,"月・火・水・金・土8:30-12:00,14:00-18:00(第1・第3土
曜は午後休診)/木8:30-12:00/日・祝日は休診",有,
重政レディスクリニック,342076,広島県,福山市,34.473412,133.36467,084-922-5888,https://shigemasa-clinic.fmed.jp/,720-0825,広島県福山市沖野上町五丁目6-23,有,"月・火・水・金9:00-12:30,15:00-18:30/木・土9:00-12:30",有,
"よしだレディ-スクリニック内科・小児
科",342076,広島県,福山市,34.460827,133.391495,084-954-0341,www.yoshida-ladies.net,721-0955,広島県福山市新涯町3丁目19-36,有,"月・火・水・金9:00-12:30,15:00-18:00/木・土9:00-12:30",有,
おおもとウィメンズクリニック,342076,広島県,福山市,34.445568,133.387192,084-920-5155,http://ohwc.jp,720-0832,広島県福山市水呑町4447番地,有,"平日9:00-12:30,15:00-18:30(水は午後休診)/土9:00-
12:30,14:00-17:30 /日休診",有,
府中市民病院,342084,広島県,府中市,34.569576,133.248001,0847-45-3300,http://shimin.fuchuhp.jp/,726-8501,広島県府中市鵜飼町555番地3,有,平日 午前8:30-11:30 14:00-15:45,有,
堀川レディ-スクリニック,342092,広島県,三次市,34.801979,132.848129,0824-63-9412,,728-0011,広島県三次市十日市西一丁目6-9,有,"月・火・水・金8:30-12:00,14:00-17:30/木8:30-12:00/土
8:30-12:00,14:00-17:00(第3土曜休診〉","有(ノルレボは取り寄せ,プラ
ノバ-ルを主に使用)",
谷岡産科・婦人科,342092,広島県,三次市,34.812286,132.843765,0824-62-2813,,728-0021,広島県三次市三次町1778-3,有,"月・火・水・金8:45-12:00,14:00-17:00/木・土8:45-12:00
(第5土曜は除く)",有,
総合病院 庄原赤十字病院,342106,広島県,庄原市,34.858879,133.011169,0824-72-3111,http://www.shobara.jrc.or.jp/,727-0013,広島県庄原市西本町二丁目7番10号,有,月・水・金 8:15~12:00,有,
