施設_名称,施設_市区町村コード,住所_都道府県,住所_市区町村（郡）,住所_緯度,住所_経度,連絡先_電話番号,連絡先_FormURL,連絡先_郵便番号,連絡先_住所,緊急避妊に係る診療が可能な産婦人科医療機関等_産科、婦人科又は産婦人科の標榜の有無,緊急避妊に係る診療が可能な産婦人科医療機関等_医療機関における緊急避妊にかかる対面診療への対応可能時間帯,緊急避妊に係る診療が可能な産婦人科医療機関等_常時の緊急避妊薬の在庫の有無,エラー
"医療法人哺仁会
一瀬診療所(通称 一瀬産婦人科)",422029,長崎県,佐世保市,33.171368,129.722519,0956-22-8082,https://iog.jp/,857-0871,長崎県佐世保市本島町1-11,有,"月、火、水、金 9:00~17:30
土 9:00~12:30",有,
"医療法人TOG
つきやま産婦人科",422029,長崎県,佐世保市,33.171619,129.723495,0956-22-5913,http://www.tsukiyama-obgyn.com/,857-0804,長崎県佐世保市光月町1-23,有,"月、火、水、金 9:00~12:30、14:00~17:30
木、土 9:00~12:30",有,
とみた産婦人科クリニック,422029,長崎県,佐世保市,33.159115,129.765961,0956-34-7711,,857-1151,長崎県佐世保市日宇町2759-1,有,月、火、水、金、土 9:00~12:00,有,
"産科・婦人科
東島レディ-スクリニック",422029,長崎県,佐世保市,33.158329,129.739777,0956-31-5758,http://higashijima-l-c.com/,857-0841,長崎県佐世保市大宮町17-13,有,"月、火、水、金 9:30~13:00、14:30~17:30
土 9:30~13:00",有,
"医療法人佐世保晩翠会
村上病院",422029,長崎県,佐世保市,33.136658,129.796783,0956-38-5555,http://mhttp://murakami-obgy.or.jp/urakami-obgy.or.jp/,859-3215,長崎県佐世保市早岐1丁目6-22,有,月、火、水、木、金、土 9:00~17:00,有,URL(リンク切れ)
山下レディ-スクリニック,422029,長崎県,佐世保市,33.173065,129.720917,0956-25-5001,,857-0806,長崎県佐世保市島瀬町4-19 バ-ドハウジングビル3F,有,"月、木 9:00~12:30、14:00~19:00
火、金 9:00~12:30、14:00~18:00
水、土 9:00~13:00",有,
"医療法人社団清巒会
三浦産婦人科",423084,長崎県,西彼杵郡時津町,32.826408,129.84726,095-882-7000,https://miurasanfujinka.com/,851-2104,長崎県西彼杵郡時津町野田郷25-1,有,"月~日 9:00~20:00
※下記診療時間以外は必ず事前に電話連絡を
月、火、水、金 9:00~18:00、
木 9:00~12:30 土 9:00~15:00",有,
"医療法人松角会
マムレディ-スクリニック",422010,長崎県,長崎市,32.853439,130.043533,0957-22-0678,http://sanfujinkamom.com/sinryo/,857-0071,長崎県諫早市永昌東町20-23,有,"月、火、水、金 9:00~17:00
木、土 9:00~12:00",有,URL(リンク切れ)
医療法人 安永産婦人科医院,422045,長崎県,諫早市,32.847519,130.056,0957-22-0032,http://www.yasunaga-obgy.jp/,854-0003,長崎県諫早市泉町17-22,有,"月、火、水、木 9:00~12:00、13:30~17:40
金 9:00~12:00
土 9:00~12:00、13:30~15:00",有,
出口医院レディ-スクリニック,422045,長崎県,諫早市,32.841602,130.053818,0957-22-3410,,854-0014,長崎県諫早市東小路町14-33,有,月、火、水、木、金、土 9:00~12:00,有,
医療法人 大村中央産婦人科,422053,長崎県,大村市,32.909313,129.956848,0957-52-3850,http://omura-central.jp/,856-0827,長崎県大村市水主町2丁目609-1,有,"月、火、水、金 9:00~12:00、14:00~18:00
木 9:00~12:00
土 9:00~14:00",有,
医療法人 おび産婦人科医院,422053,長崎県,大村市,32.904819,129.960831,0957-54-1103,http://www.obi-mc.or.jp/,856-0832,長崎県大村市本町223-2,有,"月、火、水、金 9:00~18:00
木、土 9:00~12:30",有,URL(リンク切れ)
よしだレディ-スクリニック,422053,長崎県,大村市,32.942364,129.939468,0957-56-2227,http://www.yoshida-ladies-clinic.com/,856-0806,長崎県大村市富の原2丁目366-3,有,"月、火、木、金 9:00~18:00
水 9:00~12:00
土 9:00~13:00",有,
"医療法人福重会
レディ-スクリニックしげまつ",422053,長崎県,大村市,32.91925,129.957718,0957-54-9200,https://lc-shigematsu.jp/,856-0822,長崎県大村市古町1丁目514,有,"月、火、水、金 9:00~13:00、15:00~18:00
木 9:00~12:00
土 9:00~14:00",有,
まつお産婦人科,423220,長崎県,東彼杵郡川棚町,33.067467,129.863846,0956-82-2038,http://www.matsuo-obgyn.jp/,859-3605,長崎県東彼杵郡川棚町百津郷452,有,"月、火、水、金 9:00~18:00
木 9:00~13:00
土 9:00~16:00",有,
"医療法人慈眼会
坂本医院内科・婦人科",422037,長崎県,島原市,32.761642,130.367203,0957-63-4641,http://www.himawarinet.ne.jp/-jigenkai/,855-0863,長崎県島原市親和町丁2670-10,有,"月~日 9:00~22:00
電話相談24時間対応",有,URL(リンク切れ)
"医療法人愛心会
島原マタニティ病院",422037,長崎県,島原市,32.784996,130.371368,0957-62-7111,http://www.smh.or.jp/,855-0803,長崎県島原市新町2丁目262-1,有,"月、火、木、金、土 9:00~17:00
水 9:00~12:00",有,URL(リンク切れ)
なおみレディ-スクリニック,422037,長崎県,島原市,32.751392,130.364838,0957-61-1400,http://www.naomi-lc.com/,855-0873,長崎県島原市北安億町3064-1,有,"月、火、木、金 9:00~18:00
水 9:00~12:00
土 9:00~13:00",有,URL(リンク切れ)
山崎産婦人科医院,422037,長崎県,島原市,32.772793,130.373459,0957-64-1103,http://www.yamasaki-iin.com/,855-0823,長崎県島原市湊町350,有,"月、火、水、金 9:00~12:00、14:30~18:00
木 9:00~12:00",有,
医療法人 いその産婦人科,422142,長崎県,南島原市,32.659622,130.290192,0957-82-2430,https://isono-lc.com/wp/,859-2212,長崎県南島原市西有家町須川1792,有,"月、火、水、金 9:00~17:30
木 9:00~12:00
土 9:00~16:00",有,
医療法人 中山レディ-スクリニック,422088,長崎県,松浦市,33.337486,129.71022,0956-72-0050,http://www.nakayama-lc.com/,859-4502,長崎県松浦市志佐町里免297,有,"月、火、水、金 9:00~18:00
木、土 9:00~12:00",有,URL(リンク切れ)
平井産婦人科医院,423912,長崎県,北松浦郡佐々町,33.23415,129.650909,0956-62-3903,,857-0341,長崎県北松浦郡佐々町羽須和免780-5,有,"月、火、水、木、土 9:00~19:00
金 9:00~18:30",有,
医療法人社団 福江産婦人科医院,422118,長崎県,五島市,32.696384,128.838837,0959-72-6140,https://www.fukue-sanfujinka.or.jp/,853-0032,長崎県五島市大荒町73-2,有,"月、火、水、木、金 9:00~12:00、13:30~17:00
土 9:00~12:00
※時間外も対応可能な場合あり",有,
長崎県上五島病院,424110,長崎県,南松浦郡新上五島町,32.982807,129.070267,0959-52-3000,https://www.kamigoto-hospital.jp/,857-4404,長崎県南松浦郡新上五島町青方郷1549-11,有,月、火、水、木、金 8:30~11:00,有,
医療法人協生会 品川病院,422100,長崎県,壱岐市,33.755203,129.701385,0920-47-0121,http://shinagawaiki.byoinnavi.jp/pc/,811-5132,長崎県壱岐市郷ノ浦町東触854-2,有,"月、水、木、金 9:00~17:00
火 17:00~19:00(要確認)
土 9:00~12:00",有,
長崎県対馬病院,422096,長崎県,対馬市,34.271004,129.310349,0920-54-7111,http://www.tsushima-hospital.jp/,817-0322,長崎県対馬市美津島町雞知甲50-7,有,24時間対応可,有,
