施設_名称,施設_市区町村コード,住所_都道府県,住所_市区町村（郡）,住所_緯度,住所_経度,連絡先_電話番号,連絡先_FormURL,連絡先_郵便番号,連絡先_住所,緊急避妊に係る診療が可能な産婦人科医療機関等_産科、婦人科又は産婦人科の標榜の有無,緊急避妊に係る診療が可能な産婦人科医療機関等_医療機関における緊急避妊にかかる対面診療への対応可能時間帯,緊急避妊に係る診療が可能な産婦人科医療機関等_常時の緊急避妊薬の在庫の有無,エラー
村井産婦人科医院,032018,岩手県,盛岡市,39.694633,141.154175,019-654-0155,https://murai-sanfujinka.jp/,020-0874,岩手県盛岡市南大通2町目4-8,有,"平日9:00-17:00
土曜9:00-12:30",有,URL(リンク切れ)
やはば産婦人科,033227,岩手県,紫波郡矢巾町,39.613689,141.164749,019-698-1122,http://yahaba-sanfujinka.com/,028-3609,岩手県矢巾町医大通2-4-6,有,"月・火・水・金8:30-17:30
木・土8:30-12:30",有,
岩手県立宮古病院,032026,岩手県,宮古市,39.66938,141.958237,0193-62-4011,http://www.miyako-hp.jp/,027-0096,岩手県宮古市崎鍬ヶ崎1-11-26,有,"診療時間内
平日8:30-17:15",有,
松井産婦人科医院,032026,岩手県,宮古市,39.643448,141.952896,0193-62-1617,-,027-0086,岩手県宮古市新町3-11,有,"平日8:30-17:30
土曜日8:30-12:00",有,URL(リンク切れ)
佐藤産婦人科小児科医院,032069,岩手県,北上市,39.290661,141.112,0197-63-6262,-,024-0092,岩手県北上市新穀町1丁目5番28号,有,"平日9:00-12:30、14:00-17:45
木、土曜9:00-12:30",有,URL(リンク切れ)
医療法人 齊藤産婦人科医院,032069,岩手県,北上市,39.287556,141.119049,0197-64-2136,-,024-0034,岩手県北上市諏訪町二丁目6-37,有,"平日8:30-17:30
木曜.土曜8:30-12:00",有,URL(リンク切れ)
北上済生会病院,032069,岩手県,北上市,39.2883,141.121567,0197-64-7722,http://www.saiseikai-hp.or.jp/,024-8506,岩手県北上市花園町一丁目6番8号,有,24時間,有,
岩手県立中部病院,032069,岩手県,北上市,39.329899,141.104996,0197-71-1511,http://www.chubu-hp.com/,024-8507,岩手県北上市村崎野17地割10番地,有,24時間救急対応可能,有,
医療法人愛心会KUBOクリニック,032050,岩手県,花巻市,39.38744,141.122086,0198-21-1103,-,025-0082,岩手県花巻市御田屋町1番69号,有,"月・火・木・金9:00-16:30
土9:00-11:30",有,URL(リンク切れ)
産婦人科おいなお医院,032158,岩手県,奥州市,39.191277,141.169617,0197-34-3033,-,023-1101,岩手県奥州市江刺岩谷堂小境11,有,"平日14:30-17:00
木・土9:00-11:30(緊急時電話予約)",有,URL(リンク切れ)
小見レディ-スクリニック,032158,岩手県,奥州市,39.145405,141.140564,0197-24-6657,http://omi-ladies.com/,023-0053,岩手県奥州市水沢大手町四丁目8番地,有,"平日9:00-12:00、14:00-18:00
土曜9:00-12:00",有,
レディ-スクリニック清水医院,032158,岩手県,奥州市,39.137482,141.139435,0197-24-6647,https://oshu.mypl.net/shop/00000348495/,023-0817,岩手県奥州市水沢宮下町40,有,"平日8:30-12:00、14:00-17:45
木曜日8:30-12:00
土曜8:30-13:00",有,
医療法人博愛会 一関病院,032093,岩手県,一関市,38.929901,141.135025,0191-23-2050,http://www.ichi-hp.jp/,021-0884,岩手県一関市大手町3-36,有,"平日9:00-11:00
土9:00-11:00(第2・4土曜日のみ)",有,
岩手県立磐井病院,032093,岩手県,一関市,38.934753,141.126755,0191-23-3452,http://www.iwai-hp.com/,029-0192,岩手県一関市孤禅寺字大平17番地,有,24時間,無,
産婦人科 野田,032093,岩手県,一関市,38.919952,141.140305,0191-23-0608,https://www.sanfnoda.com/,021-0852,岩手県一関市沢21,有,"平日9:00-18:00
木曜休診
土・日9:00-12:30",有,
"医療法人
コスモスレディ-スクリニッ
ク",032093,岩手県,一関市,38.930393,141.132416,0191-31-1103,http://www.cosmos-ladies-clinic.com/,021-0885,岩手県一関市田村町5-56,有,"午前受付時間(月~土)8:30-12:00、午後
受付時間(火・水・金)14:30-18:00
心館受付は午前・午後受付終了30分前ま
で。女性医師は平日午前中のみ。",有,
医療法人弘誠会阿部医院,032093,岩手県,一関市,38.934753,141.126755,0191-47-3898,htts://abe-iin.com/,029-0302,岩手県一関市長坂字町379,有,"月・火・水・金8:30-17:30
木・土8:30-12:00",有,URL(リンク切れ)
竹下医院,032077,岩手県,久慈市,40.192089,141.767715,0194-53-0022,http://www.takesita-iin.com/,028-0066,岩手県久慈市中の橋1-5,有,"平日9:00-18:00(12:00-13:00昼休み)
第1・3土曜日9:00-12:00",有,
岩手県立二戸病院,032131,岩手県,二戸市,40.300251,141.306976,0195-23-2191,http://www.ninohe-hp.net/,028-6193,岩手県二戸市堀野字大川原毛38番地2,有,平日8:30-11:00,有,URL(リンク切れ)
