施設_名称,施設_市区町村コード,住所_都道府県,住所_市区町村（郡）,住所_緯度,住所_経度,連絡先_電話番号,連絡先_FAX番号,連絡先_郵便番号,連絡先_住所,施設_開局時間,時間外_対応の有無,時間外_電話番号,エラー
こころ薬局,342076,広島県,福山市,34.471825,133.373383,084-925-1193,084-925-1194,720-0825,福山市沖野上町3-6-27,月~金9:00-18:00土9:00-13:00日祝休み,有,084-925-1193,
ファ-マシィ薬局沖野上,342076,広島県,福山市,34.471081,133.371384,084-921-9448,084-921-9455,720-0825,福山市沖野上町4-15-23,月~金9:00~18:00土9:00~13:00,有,080-2904-5575,
ファ-マシィ薬局国立前,342076,広島県,福山市,34.470139,133.371307,084-931-0726,084-931-0728,720-0825,福山市沖野上町4-22-30,月~金8:30~17:30土9:00~13:00,無,,
今岡薬局医療センタ-前店,342076,広島県,福山市,34.470394,133.371552,084-922-1985,084-921-3698,720-0825,福山市沖野上町4-21-33,月~金9:00~18:00土9:00~12:00,無,,
なごみ薬局,342076,広島県,福山市,34.465542,133.353577,084-956-4140,084-956-4140,720-0830,福山市水呑町三新田二丁目231番地,月・水・金9:00-18:30  火・木9:00-17:00          土9:00-13:00  日祝休み,有,080-5756-7334,
にこぴん薬局三新田店,342076,広島県,福山市,34.465542,133.353577,084-968-0251,084-956-6300,720-0830,福山市水呑町三新田二丁目26番地,平日9:00-18:30   土9:00-17:30   日祝 休み,有,080-8989-3519,
ファ-マシィ薬局たけがはな,342076,広島県,福山市,34.439732,133.394836,084-968-0117,084-968-0118,720-0832,福山市水呑町3590-1,月-土9:00-18:00日祝休み,有,084-968-0117,
ファ-マシィ薬局みのみ,342076,広島県,福山市,34.446564,133.380386,084-920-5070,084-920-5071,720-0832,福山市水呑町1957-2,月火水金9:00-18:30 木9:00-18:00 土9:00-13:00 日祝休み,有,084-920-5070,
日本調剤 赤坂薬局,342076,広島県,福山市,34.472172,133.304001,084-949-2808,084-949-2810,720-0843,福山市赤坂町赤坂1283-1,平日9:00-18:00 土9:00-13:00 日祝 休み,有,080-1294-0456,
あすか薬局,342076,広島県,福山市,34.544849,133.330551,084-977-1261,084-977-1262,720-1131,福山市駅家町万能倉1111-10,月・水・木~土9:00~12:30月・水・金15:30~18:00,有,084-977-1261,
くるみ薬局 駅家店,342076,広島県,福山市,34.544643,133.340286,084-977-0781,084-977-0782,720-1131,福山市駅家町万能倉98-5,月・水・金 9:00~17:30火・木 9:00~17:00土 9:00~12:30,有,084-977-0781,
とうしん薬局,342076,広島県,福山市,34.545441,133.333969,084-999-1210,084-999-1215,720-1131,福山市駅家町万能倉786-6,月火水金8:30-18:30 木8:30-17:00 土8:30-13:00 日祝休み,有,090-4100-0837,
ももたろう薬局駅家店,342076,広島県,福山市,34.550102,133.332672,084-949-3707,084-949-3708,720-1131,福山市駅家町万能倉728-7,月水9:00-17:00  火木金9:00-13:00 14:00-18:30       土9:00-12:30  日祝 休み,有,080-3871-5147,
オ-ル薬局駅家店,342076,広島県,福山市,34.541523,133.327576,084-976-7666,084-976-7666,720-1132,福山市駅家町倉光156-3,月火水金土9:00-18:30  木日祝 休み,有,080-1941-7666,
オ-ル薬局近田店,342076,広島県,福山市,34.543816,133.318802,084-976-4468,084-976-8200,720-1133,福山市駅家町近田117-6,月火水金9:00-19:00 木9:00-17:00 土9:00-14:00 日祝休み,無,,
そうごう薬局近田店,342076,広島県,福山市,34.544552,133.312286,084-977-0677,084-977-0688,720-1133,福山市駅家町近田586-2,月・火・木・金9:00-18:30  水9:00-13:30          土9:00-13:00 日祝休み,有,084-977-0677,
みつば薬局,342076,広島県,福山市,34.540833,133.316772,084-982-6002,084-982-6003,720-1133,福山市駅家町近田233-1,月火木金9:00-18:00 水8:00-16:00 土9:00-14:00 日祝休み,無,,
しんめい堂薬局,342076,広島県,福山市,34.554893,133.34996,084-960-3061,084-960-3062,720-2104,福山市神辺町道上2981-3,8:30~18:00,有,084-960-3061,
クオ-ル薬局御領店,342076,広島県,福山市,34.565052,133.3992,084-966-1700,084-966-1702,720-2117,福山市神辺町下御領501-1,平日9:00-18:00 水9:00-17:00,有,084-966-1700,
オ-ル薬局神辺店,342076,広島県,福山市,34.540554,133.363342,084-960-3327,084-960-3328,720-2123,福山市神辺町川北1533,月~金9:00~18:30土9:00~17:00,有,084-960-3327,
かんなべ薬局,342076,広島県,福山市,34.534969,133.378983,084-965-6699,084-965-6698,720-2124,福山市神辺町川南1045-4,月水金9:00-19:30  火9:00-18:30  木土9:00-17:30  祝日9:00-17:30  日休み,無,,
ぞうさん薬局,342076,広島県,福山市,34.533459,133.369003,084-960-0517,084-960-0516,720-2124,福山市神辺町川南1120,平日:9時-18:30(木曜日は8:30-16:30) 土 9-17 ,有,080-8090-0783,
ファ-マシィ薬局新徳田,342076,広島県,福山市,34.547375,133.369446,084-960-0708,084-960-0706,720-2125,福山市神辺町新徳田3-542-2,月火木金9:00-18:30  水9:00-17:00  土9:00-13:00      日祝 休み,有,084-960-0708,
ファ-マシィ薬局神辺,342076,広島県,福山市,34.547375,133.369446,084-963-5337,084-963-5227,720-2125,福山市神辺町新徳田3-546-2,月火木金9:00~18:30水9:00~17:00土9:00~13:00,有,084-963-5337,
ウォンツ福山加茂薬局,342076,広島県,福山市,34.570335,133.336288,084-959-4165,084-959-4175,720-2412,福山市加茂町下加茂59-1,月~金9:00~13:00、14:30~17:45土・日・祝休み,無,,
アプコUnity薬局駅家,342076,広島県,福山市,34.554363,133.325867,084-949-3031,084-949-3032,720-2413,福山市駅家町法成寺108-8,平日9:00-18:00 土9:00-12:30 日祝休み,有,084-949-3031,
アイワ薬局,342076,広島県,福山市,34.572544,133.344788,084-972-7535,084-972-7588,720-2418,福山市加茂町中野403-23,月9:00~18:30/火9:00~18:30/水9:00~18:30/木9:00~13:00/金9:00~18:30/土9:00~13:00,有,084-972-7588,
セブン薬局,342076,広島県,福山市,34.510025,133.414261,084-941-2235,084-944-7620,721-0907,福山市春日町7-1-24,平日9:00-18:00  土曜9:00-13:00  日祝休み,有,090-4696-1861,
春日ココフル薬局,342076,広島県,福山市,34.506657,133.400696,084-982-7324,084-982-7325,721-0907,福山市春日町1-7-6,平日9:00-18:00  水曜・土曜:9:00-13:00 日祝休み,有,084-982-7324,
ウォンツ福山幕山薬局,342076,広島県,福山市,34.513477,133.434555,084-971-7457,084-971-7458,721-0913,福山市幕山台8-1-33,月~金9:00~13:0014:00~18:00,無,,
ウォンツ福山伊勢丘薬局,342076,広島県,福山市,34.502792,133.423355,084-948-8021,084-948-8022,721-0915,福山市伊勢丘3-3-1,月~金9:00~19:00土9:00~18:00日・祝休み,無,,
さくらんぼ薬局伊勢丘店,342076,広島県,福山市,34.504635,133.422318,084-959-2157,084-959-2158,721-0915,福山市伊勢丘5-1-23,月、火、木、金曜日9:00-18:30 水曜日9:00-17:00      土曜日9:00-13:00 日祝 休み,有,084-959-2157,
にこぴん薬局伊勢丘店,342076,広島県,福山市,34.506134,133.421555,084-944-8251,084-944-8252,721-0915,福山市伊勢丘5-6-2,月火水金 9:00~18:00  木 9:00~17:00 土 9:00~13:00  日・祝休み,有,080-8989-93518,
イヨウ薬局大門店,342076,広島県,福山市,34.497395,133.442001,084-946-4044,084-946-4044,721-0926,福山市大門町1-39-18,月・火・水・金9:00~17:35木9:00~17:00土9:00~12:35,無,,
アイン薬局福山大門店,342076,広島県,福山市,34.490334,133.434479,084-943-0155,084-943-0156,721-0927,福山市大門町津之下2033,平日8:30-18:00 土9:00-12:00 日祝休み,有,084-943-0155,
コスモス薬局引野店,342076,広島県,福山市,34.491558,133.402466,084-941-5800,084-941-5803,721-0942,福山市引野町5丁目21番36号,月火水金9:00-18:30 木9:00-17:00 土9:00-14:00 日祝休み,有,080-5620-7138,
ザグザグ薬局曙店,342076,広島県,福山市,34.469948,133.397385,084-981-2666,084-981-2666,721-0952,福山市曙町3-19-12,月~水・金・土 9:00~19:00 木 9:00~18:00 日祝休み,有,090-1764-6349,
株式会社エスマイル 明神町薬局,342076,広島県,福山市,34.4921,133.399384,084-973-2115,084-973-2185,721-0961,福山市明神町2-10-3,月9:00~18:00/火9:00~18:00/水9:00~18:00/木9:00~18:00/金9:00~18:00/土9:00~18:00/備考:祝日は閉局,有,084-973-2115,
東手城ココフル薬局,342076,広島県,福山市,34.488522,133.401291,084-945-9700,084-945-9702,721-0962,福山市東手城町1-3-11,平日9:00-1800 土9:00-13:00 日祝:休,有,084-945-9700,
東手城薬局,342076,広島県,福山市,34.488338,133.406113,084-945-0413,084-945-0416,721-0962,福山市東手城町3-12-13,月・火・水・金・土8:30-18:30 木8:30-16:30 日・祝日休み,有,080-6336-8931,
エ-ス天元堂薬局,342076,広島県,福山市,34.484173,133.379944,084-926-8520,084-983-2460,721-0964,福山市港町1丁目14-13,月-土9:00-18:00,無,,
にこぴん薬局,342076,広島県,福山市,34.485195,133.382935,084-973-6251,084-973-6252,721-0964,福山市港町2-5-23,平日8:30-18:00 土8:30-18:00 日祝休み,有,080-8989-3521,
にこぴん薬局手城町店,342076,広島県,福山市,34.487953,133.38826,084-973-8251,084-973-8255,721-0966,福山市手城町2丁目1-16,平日9:00-18:00  土9:00-13:00  日祝 休み,有,080-8989-3517,
アイン薬局福山蔵王店,342076,広島県,福山市,34.509411,133.393265,084-973-5552,084-973-5562,721-0971,福山市蔵王町3-11-11,平日9:00-18:00 土9:00-12:00 日祝休み,有,084-973-5552,
蔵王薬局,342076,広島県,福山市,34.517467,133.404404,084-982-9773,084-982-9776,721-0971,福山市蔵王町162-1,月~金9:00~18:00,無,,
エスマイル薬局蔵王店,342076,広島県,福山市,34.50108,133.397919,0849996580,0849996581,721-0973,福山市南蔵王町3丁目17-10,月9:00~18:30/火9:00~18:30/水9:00~18:30/金9:00~18:30/土9:00~13:00,無,,
かえで薬局,342076,広島県,福山市,34.498798,133.396332,084-959-4002,084-959-4003,721-0973,福山市南蔵王町4-12-27,月・火・水・金・土9:00-18:00 木9:00-13:00 日祝休み,無,,
そうごう薬局 蔵王店,342076,広島県,福山市,34.504257,133.402557,084-941-5912,084-945-7022,721-0973,福山市南蔵王町5-14-10,月~土 9:00-18:00 日・祝 休み,有,084-941-5912,
寺西薬局,,,,34.332672,133.178802,0845-24-3661,0845-24-3661,722?2211,尾道市因島中庄町4895-26,平日9:00-18:00  土9:00-13:00  日祝休み,有,090-1010-2820,郵便番号
あい薬局田辺健康館,342050,広島県,尾道市,34.399033,133.173676,0848-22-3566,0848-22-3593,722-0002,尾道市古浜町9-1,平日8:30~18:30(木曜日のみ~16:30) 土8:30~13:30    日祝休み,有,080-2944-8136,
古浜薬局,342050,広島県,尾道市,34.399303,133.174484,0848-22-7299,0848-22-7293,722-0002,尾道市古浜町6-23,平日8:30-18:30 木 8:30-16:30 土8:30-13:30  日祝休み,有,0848-22-7299,
メディエント尾道西薬局,342050,広島県,尾道市,34.402691,133.169189,0848-20-0093,0848-20-0055,722-0016,尾道市神田町3-11,月9:00~18:00/火9:00~18:00/水9:00~18:00/木9:00~18:00/金9:00~18:00/土9:00~13:00,有,080-1908-5710,
あい薬局平原店,342050,広島県,尾道市,34.406681,133.175323,0848-21-1311,0848-21-1322,722-0018,尾道市平原1-20-50,月~金9:00~18:00土9:00~13:00,無,,
アプコUnity薬局,342050,広島県,尾道市,34.407288,133.175064,0848-24-6093,0848-24-6094,722-0018,尾道市平原1-10-25,平日9:00~18:00 土9:00~13:00 日祝休み,有,0848-24-6093,
なの花薬局平原店,342050,広島県,尾道市,34.406929,133.175034,0848-23-2311,0848-23-2312,722-0018,尾道市平原1-20-46,月~金9:00~18:00土9:00~12:00,有,0848-23-2311,
ひので薬局 本館,342050,広島県,尾道市,34.407101,133.174957,0848-38-7728,0848-38-7729,722-0018,尾道市平原1-20-44,月-金9:00-18:00 土9:00-13:00 日・祝日休み,無,,
すばる薬局,342050,広島県,尾道市,34.433926,133.191299,0848-21-1123,0848-21-1134,722-0022,尾道市栗原町9650-10,月・火・水・金9:00~18:00木・土9:00~12:30,有,070-5676-6159,
ファ-マシィ薬局ふれあい,342050,広島県,尾道市,34.426483,133.190063,0848-22-2428,0848-22-2428,722-0022,尾道市栗原町8517-1,月・水・金9:00~18:00火・木9:00~17:00土9:00~13:00,有,080-3021-8736,
新尾道薬局,342050,広島県,尾道市,34.430157,133.181641,0848-24-2417,0848-24-2416,722-0022,尾道市栗原町5901-1,月・火・木・金9:00~18:30 水8:00~16:00土9:00~13:00,有,080-1937-4210,
三北調剤薬局,342050,広島県,尾道市,34.408241,133.190262,0848-23-9171,0848-23-9172,722-0031,尾道市三軒家町17-14,月・火・水・金9:00-18:00 木8:30:16:30      土8:30-12:30,有,0848-23-9171(時間外転送),
アプコセンタ-薬局,342050,広島県,尾道市,34.410458,133.203156,0848-20-7293,0848-20-7294,722-0034,尾道市十四日元町3-5,平日9:00-18:30 木9:00-17:00 土9:00-13:00 日祝休み,有,0848-20-7293,
アプコ中央薬局,342050,広島県,尾道市,34.407818,133.201584,0848-20-1693,0848-20-1694,722-0035,尾道市土堂2-6-18,月~水・金9:00~18:30 木9:00~17:00        土9:00~17:30 日祝休み,有,0848-20-1693,
ファ-マシィ薬局尾道,342050,広島県,尾道市,34.40263,133.189438,0848-23-8343,0848-23-2015,722-0037,尾道市西御所町6-27,月火水金土9:00-18:30 木9:00-17:00 日祝休み,有,0848-23-8343,
尾道中央薬局西御所店,342050,広島県,尾道市,34.403118,133.188858,0848-36-6350,0848-36-6351,722-0037,尾道市西御所町8-11,月、火、水、金9:00-18:00 木9:00-17:00 土9:00-13:00,有,0848-36-6350,
クル-ズ薬局天満町店,342050,広島県,尾道市,34.406662,133.187302,0848-21-1161,0848-21-1171,722-0038,尾道市天満町16-14-7,平日9:00-18:00 土9:00-13:00 日祝休み,有,080-2935-0057,
おひさま薬局,342050,広島県,尾道市,34.424183,133.212891,0848-55-8112,0848-55-8115,722-0055,尾道市新高山3-1170-214,月~金8:30~18:00土8:30~12:30,有,0848-55-8112,
ファ-マシィ薬局新高山,342050,広島県,尾道市,34.424183,133.212891,0848-56-0630,0848-56-0631,722-0055,尾道市新高山3-1170-247,平日9:00-17:30 土9:00-13:00 日祝休み,有,0848-56-0630,
ファ-マシィ薬局病院前,342050,広島県,尾道市,34.424183,133.212891,0848-56-0560,0848-56-0561,722-0055,尾道市新高山三丁目1170-109,平日8:30-18:00 土9:00-13:00,有,080-4457-9260,
あかり薬局,342050,広島県,尾道市,34.399548,133.205307,0848-36-6013,0848-36-6014,722-0073,尾道市向島町542-18,月火水金8:30-18:00 木8:30-12:00 土8:30-17:00日祝休み,有,070-4448-1441,
津部田薬局,342050,広島県,尾道市,34.383034,133.194656,0848-45-1112,0848-45-1112,722-0073,尾道市向島町14763-3,月・火・木・金9:00-18:00 水9:00-17:00       土9:00-12:30 日祝休み,有,090-6846-9207,
富浜薬局,342050,広島県,尾道市,34.393593,133.189117,0848-36-5617,0848-36-5619,722-0073,尾道市向島町5617-50,平日9:00-18:00  水8:00-16:00 土9:00-12:30  日祝休み,無,,
ファ-マシィ薬局あすなろ,342050,広島県,尾道市,34.50288,133.150589,0848-76-3530,0848-76-3531,722-0311,尾道市御調町市106,平日8:30-17:30  土8:30-12:30  日祝休み,有,0848-76-3530,
市薬局,342050,広島県,尾道市,34.515659,133.14917,0848-76-3490,0848-76-3491,722-0311,尾道市御調町市100,平日8:30-17:30  土9:00-11:00,有,0848-76-3490,
エスマイル薬局こうげん店,344621,広島県,世羅郡世羅町,34.608017,133.019257,0847-22-3363,0847-22-3373,722-1111,世羅郡世羅町寺町1557-2,月9:00~18:00/火9:00~18:00/水9:00~13:00/木9:00~18:00/金9:00~18:00/土9:00~13:00,無,,
あやめ薬局せら店,344621,広島県,世羅郡世羅町,34.586456,133.044754,0847-22-5999,0847-22-5998,722-1112,世羅郡世羅町本郷940-2,平日9:00-18:00  土日祝 休み,無,,
エンゼル薬局世羅店,344621,広島県,世羅郡世羅町,34.586456,133.044754,0847-25-5161,0847-25-5162,722-1112,世羅郡世羅町本郷942-5,9:00~18:00,無,,
ファ-マシィ薬局せら,344621,広島県,世羅郡世羅町,34.591553,133.046158,0847-25-0221,0847-25-0221,722-1112,世羅郡世羅町本郷822-13,月火水金8:00-18:00  木土8:00-17:00,有,0847-25-0221,
のぞみ薬局,342050,広島県,尾道市,34.317425,133.147217,0845-23-7211,0845-23-7212,722-2102,尾道市因島重井町5232-4,平日9:00-18:00 木8:00-16:00 土9:00-12:30,有,080-8230-6168,
因島調剤薬局,342050,広島県,尾道市,34.339642,133.142105,0845-25-1257,0845-25-1730,722-2102,尾道市因島重井町6616-3,月火水金8:30-18:00 木8:00-16:00 土8:30-12:00 日祝休,有,0845-25-1257,
因島市薬剤師センタ-薬局,342050,広島県,尾道市,34.313053,133.152863,0845-24-2856,0845-24-4288,722-2211,尾道市因島中庄町2430-4,平日8:30-18:30 土8:30-13:30 日祝9:00-17:00,有,0845-24-2856,
宇和部薬局,342050,広島県,尾道市,34.291183,133.176178,0845-22-8548,0845-22-8548,722-2323,尾道市因島土生町1684-7,平日9:00-18:00 土9:00-12:30 日祝休み,有,080-1937-4780,
病院前薬局,342050,広島県,尾道市,34.283264,133.17981,0845-26-0333,0845-26-0332,722-2323,尾道市因島土生町2100-11,平日9:00-18:30   土9:00-13:00   日祝 休み,有,携帯に転送,
平木調剤薬局,342050,広島県,尾道市,34.283897,133.180817,0845-22-8576,0845-22-8576,722-2323,尾道市因島土生町2147-1,平日9:00-18:00 土9:00-12:30 日祝 休み,有,070-7081-1592,
田熊本町調剤薬局,342050,広島県,尾道市,34.296101,133.165787,0845-22-8070,0845-22-8747,722-2324,尾道市因島田熊町1141-1,月~水・金9:00-18:00 木8:00-16:00 土9:00-12:30     日祝 休み,有,090-7890-5713,
瀬戸田調剤薬局,342050,広島県,尾道市,34.30497,133.087738,0845-27-3668,0845-27-3718,722-2411,尾道市瀬戸田町瀬戸田313-1,月~水・金 9:00-18:00 木 8:00-16:00  土 9:00-12:00    日祝 休み,有,090-4806-1455,
なかの薬局,342050,広島県,尾道市,34.292183,133.097778,0845-26-4117,0845-26-4115,722-2415,尾道市瀬戸田町中野402-1,平日9:00-18:00  土9:00-13:00  日祝休み,有,0845-26-4117,
アイン薬局福山内海店,342076,広島県,福山市,34.357784,133.314316,084-986-2750,084-986-2751,722-2632,福山市内海町ロ351-1,月~水・金8:30-18:30  木8:30-16:30  土8:30-12:30     日祝休み,有,084-986-2750,
三原薬剤師会センタ-薬局日赤前店,342041,広島県,三原市,34.402699,133.089096,0848-81-0577,0848-81-0578,723-0011,三原市東町2-8-2,月~金8:30~17:30第1・3土8:30~13:30日・祝日8:30~17:00第2・4・5土休み,無,,
ときわ薬局海光,342041,広島県,三原市,34.396854,133.08316,0848-62-7158,0848-62-7156,723-0014,三原市城町3丁目5-6,月火水金土9:00-17:30 木9:00-17:00 日祝休み,有,080-8240-7009,
なの花薬局セトピア店,342041,広島県,三原市,34.398067,133.084412,0848-64-5965,0848-64-5967,723-0014,三原市城町1-13-5,月~金9:00~18:00土9:00~13:00日・祝休み,無,,
なの花薬局城町店,342041,広島県,三原市,34.400093,133.085892,0848-67-6481,0848-36-6626,723-0014,三原市城町2-2-22,月~水・金9:00~18:00木8:30~16:30土9:00~17:00,有,0848-67-6481,
関西薬局三原駅前店,342041,広島県,三原市,34.399567,133.083435,0848-67-5445,0848-67-5446,723-0014,三原市城町1-8-7,月・火・木・金9:00~19:00、水9:00~17:00土9:00~14:00,有,0848-67-5445,
ウォンツアクロスプラザ三原薬局,342041,広島県,三原市,34.395924,133.078979,0848-38-9763,0848-38-9773,723-0015,三原市円一町1-1-2-2,月~金8:30~13:00、14:00~18:30 土8:30~13:00,無,,
モリオ薬局,342041,広島県,三原市,34.3937,133.078232,0848-61-1193,0848-61-1193,723-0015,三原市円一町1-1-7(フジグラン三原内),平日8:45-17:30 土8:45-13:00  日祝 休み,有,0848-61-1193,
ときわ薬局,342041,広島県,三原市,34.400162,133.081497,0848-62-2953,0848-62-2199,723-0017,三原市港町1-2-27,月~土8:30~19:30日・祝日9:00~13:00,有,0848-62-2953,
みのり薬局港町,342041,広島県,三原市,34.399368,133.080505,0848-81-2311,0848-62-1311,723-0017,三原市港町1丁目3-15,平日9:00-19:00  木曜日9:00-13:00 日祝休,有,080-8095-1955,
なの花薬局宮浦店,342041,広島県,三原市,34.394714,133.060852,0848-29-8000,0848-36-5118,723-0051,三原市宮浦5-16-10,月~水・金9:00~18:00木8:30~16:30土9:00~13:00,有,0848-29-8000,
みのり薬局,342041,広島県,三原市,34.394672,133.064468,0848-60-1322,0848-60-1321,723-0051,三原市宮浦6丁目3番2号,平日9:00-18:00  木9:00-13:00  土9:00-17:00          日祝 休み,無,,
三原薬剤師会センタ-薬局,342041,広島県,三原市,34.399815,133.064163,0848-64-8079,0848-64-2220,723-0051,三原市宮浦1-20-36,月~金8:30~17:30 土8:30~13:00 日・祝休み,無,,
ザグザグ薬局三原皆実店,342041,広島県,三原市,34.391525,133.068024,0848-81-2217,0848-81-2217,723-0052,三原市皆実4-19-16,月曜日~土曜日9:30-18:30,有,070-2249-5382,
