施設_名称,施設_市区町村コード,住所_都道府県,住所_市区町村（郡）,住所_緯度,住所_経度,連絡先_電話番号,連絡先_FAX番号,連絡先_郵便番号,連絡先_住所,施設_開局時間,時間外_対応の有無,時間外_電話番号,エラー
日本調剤 池内薬局,452017,宮崎県,宮崎市,31.971743,131.408585,0985-62-5581,0985-62-5601,880-0041,宮崎市池内町数太木1765,月-金8時半-19時 土8時半-12時半,無,,
平和堂薬局,452017,宮崎県,宮崎市,31.958242,131.414032,0985-26-1177,0985-29-6340,880-0046,宮崎市平和が丘北町13-2,月火木金8:30~18:00水8:30~17:30土8:00~12:30,有,0985-26-1177,
トロン薬局花ケ島,452017,宮崎県,宮崎市,31.950312,131.437897,0985-65-6262,0985-65-6261,880-0057,宮崎市桜町4-16,月~金8:30~17:30土8:30~13:00,有,090-4985-7322,
さくら薬局宮崎島之内店,452017,宮崎県,宮崎市,31.987791,131.454819,0985-39-9077,0985-39-9079,880-0121,宮崎県宮崎市大字島之内字馬出7070-1,月~金9:00~18:00 土9:00~15:00,有り,0985-39-9077,
なごみ調剤薬局,452017,宮崎県,宮崎市,31.984472,131.448456,0985-36-3238,0985-36-3510,880-0121,宮崎市大字島之内6725番地5,月~金8:30~18:00、土8:30~13:00,有,0985-36-3238,
塩路調剤薬局,452017,宮崎県,宮崎市,31.966597,131.467773,0985-39-8077,0985-39-8073,880-0122,宮崎市大字塩路2783-84,月~金8:30~18:30  土8:30~13:00,有,0985-39-8077,
ふるさと薬局佐土原店,452017,宮崎県,宮崎市,32.02573,131.465927,0985-64-9248,0985-64-9348,880-0211,宮崎市佐土原町下田島21210-17,月・火・水・金9:00~18:00木・土9:00~13:00,無,,
オハナ薬局,452017,宮崎県,宮崎市,32.010311,131.474319,0985-65-8835,0985-65-8836,880-0212,宮崎市佐土原町下那珂3568-3,月・火・水・金8:30~18:00、木8:30~16:30、土8:30~13:00,有,0985-65-8835,
ファミリ-調剤薬局,452017,宮崎県,宮崎市,31.905056,131.393768,0985-89-2090,0985-89-2091,880-0801,宮崎市北川内町乱橋3618番20,月火木金:8:30~18:00 水:8:30~16:30 土:8:30~12:30,無,,
スイゲン薬局,452017,宮崎県,宮崎市,31.912098,131.426651,0985-25-2202,0985-33-9020,880-0804,宮崎市宮田町8-12,月~金9:00~20:00土9:00~12:00,有,090-6772-1785,
たちばな薬局,452017,宮崎県,宮崎市,31.917393,131.424591,0985-32-3277,0985-26-0797,880-0805,宮崎市橘通東4-6-18,月・火・木~土8:30~17:30水8:30~17:00,有,080-7756-5533,
アイリス薬局,452017,宮崎県,宮崎市,31.924702,131.425964,0985-28-3915,0985-29-7215,880-0815,宮崎市江平町1-3-14,月~金9:00~18:00土9:00~13:00,無,,
トモ薬局大島店,452017,宮崎県,宮崎市,31.938639,131.439453,0985-22-7567,0985-23-0678,880-0824,宮崎市大島町天神前1167-4,月~金8:30~18:00土8:30~13:00,有,090-4777-3119,
二葉薬局大島,452017,宮崎県,宮崎市,31.936052,131.438248,0985-67-5127,0985-67-5128,880-0824,宮崎市大島町原ノ前1445-223,月~金8:30~18:00土9:00~13:00,無,,
なごみ薬局大島店,452017,宮崎県,宮崎市,31.942265,131.436935,0985-65-6675,0985-65-6689,880-0824,宮崎市大島町西田2137?7,"月から金8:30~18:00,土8:30~13:00",有,0985-65-6675,
ひまわり薬局生協病院前店,,,,31.938639,131.439453, 0985-83-2262,0985-83-2372,880-0824 ,宮崎市大島町天神前1172,月~土:8:30~20:00日・祝日:8:30~18:00,無,,郵便番号
ギフト薬局,452017,宮崎県,宮崎市,31.946976,131.416748,0985-41-7802,0985-41-7803,880-0825,宮崎市下北方町陣ノ下91-2,月・火・木・金8:30~18:00水・土8:30~12:30,有,0985-41-7802,
啓愛調剤薬局,452017,宮崎県,宮崎市,31.921417,131.455887,0985-23-6121,0985-23-6122,880-0834,宮崎市新別府町植田837-1,月~金8:30~19:00土8:30~13:00日・祝日休み,無,0985-23-6121,
トロン薬局村角,452017,宮崎県,宮崎市,31.954552,131.447113,0985-72-5170,0985-72-5171,880-0837,宮崎市村角町折口355-5,月8:30~18:00/火8:30~18:00/水8:30~18:00/木8:30~18:00/金8:30~18:00/土8:30~13:00,無,,
あおき薬局,452017,宮崎県,宮崎市,31.919971,131.443954,0985-31-6440,0985-38-7224,880-0841,宮崎市吉村町江田原甲261-3,月~金8:45~18:00土8:45~13:00,有,090-9576-4780,
橘公園薬局,452017,宮崎県,宮崎市,31.905069,131.429077,	0985-	83-	2944,	0985-	83-	2954,880-0865,宮崎市松山2丁目2-32,月-土 8:30-17:30日祝日、年末年始 休業,有,	0985-	83-	2944,
たちばな薬局旭通,452017,宮崎県,宮崎市,31.907751,131.424118,0985-24-6828,0985-23-7248,880-0866,宮崎市川原町4-8,月~金8:30~18:00、水8:30~17:30、土8:30~16:00,有,090-8450-4115,
とも薬局青葉店,452017,宮崎県,宮崎市,31.919353,131.432205,0985-28-8895,0985-71-6636,880-0879,宮崎市宮崎駅東3-9-10,月・火・水・金8:30~18:00木8:30~16:30土8:30~13:00,有,090-5941-8175,
宮崎駅前薬局,452017,宮崎県,宮崎市,31.914175,131.43277,0985-61-5917,0985-61-5918,880-0879,宮崎市宮崎駅東1丁目6-12,月~金9:00~17:45、土9:00:12:45,有,0985-61-5917,
ハロ-薬局 天神山店,452017,宮崎県,宮崎市,31.90214,131.415009,0985-63-3472,0985-63-3473,880-0908,宮崎市谷川1丁目7-10,月~金9時~18時 土9時~12時30,有,090-8299-2129,
みなみ薬局,452017,宮崎県,宮崎市,31.882311,131.42717,0985-63-1631,0985-63-1632,880-0916,宮崎市大字恒久907-8,月~金8:30~18:00 土8:30~12:30,有,0985-63-1631,
二葉薬局本郷,452017,宮崎県,宮崎市,31.851652,131.434052,0985-89-2226,0985-89-2227,880-0921,宮崎市本郷南方2545-4,月~金8:30~18:00土8:30~13:00,無,,
ハロ-薬局 本郷店,452017,宮崎県,宮崎市,31.861893,131.43309,0985-67-5300,0985-67-5310,880-0922,宮崎市大字本郷南方4046番2,月~金8:30~17:30、土8:30~12:30,有,0985-67-5300,
ひまわり薬局まなび野店,452017,宮崎県,宮崎市,31.871157,131.427902,0985-64-2522,0985-64-2523,880-0925,宮崎市大字本郷北方字山崎3584-4,月~水・金8:30~18:30木8:30~18:00土8:30~13:00,有,0985-64-2522,
瞳薬局,452017,宮崎県,宮崎市,31.907949,131.404556,0985-50-2220,0985-53-3350,880-0930,宮崎市花山手東1-2-4,月~金9:00~17:00土9:00~12:00,無,090-3194-9698,
ヘルツ薬局,452017,宮崎県,宮崎市,31.895842,131.406082,0985-52-6222,0985-52-6066,880-0932,宮崎市大坪西1-1-7,月~金8:30~17:30土8:30~13:00,無,,
スカイ薬局,452017,宮崎県,宮崎市,31.921221,131.395096,0985-55-0673,0985-55-0674,880-0951,宮崎市大塚町西ノ原1317番地4,月8:30~18:30/火8:30~18:30/水8:30~18:30/木8:30~16:30/金8:30~18:30/土8:30~12:30,無,,
タカフジ薬局大塚店,452017,宮崎県,宮崎市,31.916906,131.396301,0985-48-1824,0985-48-1856,880-0951,宮崎市大塚町権現昔781-11,月~金8:30~18:00、土8:30~13:00,有,0985-48-1824,
さくら薬局宮崎大塚店,452017,宮崎県,宮崎市,31.905836,131.387497,0985-53-9144,0985-59-0008,880--0951,宮崎県宮崎市大塚町大迫南平4393,月火木金8:30~18:00 水8:30~19:00 土8:30~12:00,有り,0985-53-9144,
綾ほうゆう薬局,453838,宮崎県,東諸県郡綾町,31.994806,131.240356,0985-30-7140,0985-30-7145,880-1303,東諸県郡綾町大字南俣字深田636-3,月火木金8:30~18:00水8:30~17:00土8:30~12:30,有,090-8288-8363,
いきめの杜会営薬局,452017,宮崎県,宮崎市,31.948959,131.37114,0985-48-6188,0985-48-6515,880-2102,宮崎市大字有田1370番地1,月~金8:30~17:30、土8:30~12:30,有,090-6891-9839,
はな薬局,452017,宮崎県,宮崎市,31.929852,131.379974,0985-71-1020,0985-71-1019,880-2104,宮崎市浮田3313-1,月・火・水・金9:00~18:30木8:00~16:00土9:00~13:00,有,080-9107-1941,
いこい調剤薬局,452017,宮崎県,宮崎市,31.923689,131.388306,0985-65-6151,0985-65-6152,880-2105,宮崎市大塚台西1丁目1-42,(月)(木)(金) 8:45~18:00  (水)  8:45~17:00   (土)  8:45~13:00,有,0985-65-6151(時間外転送),
こうの調剤薬局,452017,宮崎県,宮崎市,31.937302,131.402039,0985-48-6262,0985-47-0268,880-2112,宮崎市大字小松字前田2704,月~金10:00~19:00土10:00~17:00,有,080-1723-1477,
アイン薬局宮崎小松店,452017,宮崎県,宮崎市,31.936304,131.40361,0985-47-9709,0985-48-2812,880-2112,宮崎市大字小松1090-1,月~金9:00~17:30 土9:00~11:30,有,0985-47-9709,
はまゆう調剤薬局,452017,宮崎県,宮崎市,31.927729,131.385971,0985-47-3685,0985-47-3868,880-2112,宮崎市大字小松2986-5,月火水金9:00~18:00、木9:00~17:30、土9:00~17:00,有,0985-47-3685,
シルク薬局,452017,宮崎県,宮崎市,31.937302,131.402039,0985-78-3435,0985-78-3437,880-2112,宮崎市大字小松字上川原1093-1,月~金8:30~18:00、土8:30~12:30,有,0985-78-3435,
長嶺薬局,452084,宮崎県,西都市,32.107529,131.405807,0983-43-0107,0983-43-0231,881-0011,西都市有吉町1-3,月~土9:00~19:30,有,0983-43-0107,
わかば薬局,452084,宮崎県,西都市,32.111641,131.403763,0983-43-5010,0983-43-5010,881-0016,西都市御船町2-47,月~金8:30~18:00土8:30~13:00,有,0983-43-0107,
さいと薬局,452084,宮崎県,西都市,32.111691,131.407516,0983-42-3550,0983-42-4226,881-0034,西都市妻町3-133,月・火・木・金8:30~17:30水8:30~17:00土8:30~12:00,有,0983-42-3550,
北小路調剤薬局。,452033,宮崎県,延岡市,32.584805,131.663422,0982-21-2131,0982-32-1818,882-0041,延岡市北小路14番地28,月~金9:00~17:30  土9:00~13:30,有,090-3419-4517,
平和堂調剤薬局,452033,宮崎県,延岡市,32.550335,131.674271,0982-32-0246,0982-22-9818,882-0042,延岡市平原町3丁目1301,月・火・水・金8:30~18:00、木8:30~16:30、土8:30~13:00,有,080-8492-2693,
きりん薬局,452033,宮崎県,延岡市,32.585754,131.669739,0982-21-5768,0982-33-3118,882-0044,延岡市博労町2-23,月~金9:00~18:00土9:00~12:30日・祝祭日休み,無,,
たたら薬局,452033,宮崎県,延岡市,32.588215,131.659927,0982-20-0120,0982-20-0121,882-0056,延岡市岡富町127-2,月~木9:00~18:30、金・土9:00~13:00日祝休み,無,,
なないろ薬局岡富店,452033,宮崎県,延岡市,32.588215,131.659927,0982-20-2035,0982-20-2038,882-0056,延岡市岡富町29,月・火・金9:00~17:30水・木・土9:00~13:00,無,,
きたかた調剤薬局,452033,宮崎県,延岡市,32.559692,131.513107,0982-28-5150,0982-28-5152,882-0125,延岡市北方町川水流卯1388-1,月~金9:00~18:00土9:00~13:00,有,0982-28-5150,
ハラダ調剤薬局野田店,452033,宮崎県,延岡市,32.578754,131.638901,0982-29-3805,0982-29-3806,882-0801,延岡市野田町1839-3,"月~金8:30~18:00,  土8:30~13:00",無,,
ハロ-薬局大貫店,452033,宮崎県,延岡市,32.575634,131.654617,0982-26-5380,0982-26-5381,882-0803,延岡市大貫町2-967-1,月・火・木・金8:30~18:00水8:30~16:30土8:00~13:00,有,0982-26-5380,
延岡すずらん薬局,452033,宮崎県,延岡市,32.577789,131.657837,0982-26-9130,0982-26-9140,882-0803,延岡市大貫町2-3027-3,月~水・金9:00~18:30木8:30~16:30土9:00~13:00,無,,
西高通り調剤薬局,452033,宮崎県,延岡市,32.578484,131.649597,0982-34-3222,0982-34-3226,882-0803,延岡市大貫町4-1338-3,月~金8:30~18:00土8:30~13:00,無,,
たかし薬局,452033,宮崎県,延岡市,32.572029,131.653137,0982-29-2667,0982-29-2668,882-0803,延岡市大貫町3丁目754番地2,月~金:9:00~18:00 土:9:00~13:00,有,0982-29-2667(転送),
アイン薬局おおぬき店,452033,宮崎県,延岡市,32.576328,131.655289,0982-26-8787,0982-26-8823,882-0803,延岡市大貫町2丁目1102-4,月曜~金曜9:00~18:00  土曜9:00~17:00,有,0982-26-8787,
フラワ-薬局しろやま,452033,宮崎県,延岡市,32.582966,131.661758,0982-26-8801,0982-26-8802,882-0812,延岡市本小路93番地1,月~金9:00~18:00、土9:00~13:00,無,,
フロ-ラ薬局,452033,宮崎県,延岡市,32.582405,131.668915,0982-26-1633,0982-26-1639,882-0824,延岡市中央通1-3-1,月~金8:30~18:00.土8:30~13:00,有,090-1340-1633,
さとかん薬局北新小路店,452033,宮崎県,延岡市,32.575214,131.663818,0982-35-5511,0982-35-5512,882-0834,延岡市北新小路3-13,月~水、金8:30~18:00、木8:30~17:00、土8:30~13:00,有,090-5023-1383,
延岡医薬分業支援センタ-,452033,宮崎県,延岡市,32.570972,131.667252,0982-26-8530,0982-26-8531,882-0841,延岡市大瀬町3-5-9,月~金8:30~18:00土8:30~13:00,有,080-2754-3463,
すみれ薬局,452033,宮崎県,延岡市,32.576717,131.677994,0982-21-4447,0982-21-4467,882-0856,延岡市出北1-32-9,月・水・金9:00~17:30火・木9:00~17:00土9:00~12:30,無,090-4350-5889,
ハラダ調剤薬局平原店,452033,宮崎県,延岡市,32.55621,131.675262,0982-20-2221,0982-20-2231,882-0866,延岡市平原町1-994-3,月~金8:30~18:00土8:30~13:00,無,,
さとかん薬局平原店,452033,宮崎県,延岡市,32.554981,131.676041,0982-34-5016,0982-34-5080,882-0866,延岡市平原町1丁目270-1,月~金:8:30~17:30 土:8:30~12:30,有,080-1543-1909,
平和堂調剤薬局南店,452033,宮崎県,延岡市,32.554405,131.674423,0982-32-8277,0982-32-8278,882-0866,延岡市平原町1丁目1390-2,月~金9時から18時、土9時から13時,無,,
調剤薬局同仁堂,452033,宮崎県,延岡市,32.569275,131.669601,0982-32-6883,0982-32-6762,882-0872,延岡市愛宕町2丁目1番地9,月~金8:30~18:00、土8:30~13:00,有,0982-32-6883,
富高薬局Grand Sone,452068,宮崎県,日向市,32.424366,131.649246,0982-50-2211,0982-50-2233,883-0011,日向市曽根町3-23,月~金8:30~19:00土8:30~17:00日・祝9:00~17:00,有,0982-50-2211,
さくら薬局,452068,宮崎県,日向市,32.424538,131.629684,0982-54-6126,0982-54-7380,883-0014,日向市原町1-2-7,月・火・木・金8:30~17:30水・土8:30~12:30,有,0982-54-6126,
つばき薬局,452068,宮崎県,日向市,32.424789,131.629059,0982-57-3314,0982-57-3315,883-0014,日向市原町1-2-1-102,月~金8:30~17:00土8:30~12:30,有,090-7441-9462,
トロン薬局日向,452068,宮崎県,日向市,32.404671,131.626419,0982-66-5170,0982-66-5171,883-0021,日向市財光寺字松立1445-8,月8:30~18:00/火8:30~18:00/水8:30~18:00/木8:30~18:00/金8:30~18:00/土8:30~12:30,有,090-5028-7411,
財光寺薬局,452068,宮崎県,日向市,32.400089,131.624664,0982-54-7100,0982-54-3811,883-0021,日向市財光寺3443-8,月~金9:00~17:45土9:00~0:45,無,,
しおみ薬局,452068,宮崎県,日向市,32.408535,131.605484,0982-54-7300,0982-54-7301,883-0033,日向市塩見14164-10,月~金8:30~17:30土8:30~12:30,無,0982-53-4084,
ほのか薬局,452068,宮崎県,日向市,32.445473,131.59198,0982-57-3300,0982-57-3301,883-0034,日向市大字富高字春原7454-6,月~金8:30~18:00土8:30~13:00日・祝日休み,無,,
なでしこ薬局,452068,宮崎県,日向市,32.430737,131.626083,0982-53-8152,0982-53-8153,883-0041,日向市北町1-87,月-金9:00-18:00、土9:00-12:30,有,070-4209-2323,
スバル薬局,452068,宮崎県,日向市,32.425945,131.624695,0982-52-5755,0982-52-2203,883-0044,日向市上町9-3,月~金9:00~17:30、土9:00~12:00,有,090-7157-9844,
フレンド薬局,452068,宮崎県,日向市,32.42128,131.624496,0982-66-0270,0982-66-0271,883-0046,日向市中町5-2,月・水・木・金8:30~18:00火8:30~19:00土8:30~12:45日、祝日休,有,0982-66-0270,
みかど薬局,454311,宮崎県,東臼杵郡美郷町,32.401546,131.339722,0982-68-4808,0982-68-4807,883-0306,東臼杵郡美郷町南郷神門1082,月~金8:30~17:30土日祝:休,有,070-8484-6543,
富高薬局西郷支店,454311,宮崎県,東臼杵郡美郷町,32.437565,131.440079,0982-68-2510,0982-68-2512,883-1101,東臼杵郡美郷町西郷田代54,月~金8:30~18:00土8:30~13:00,有,0982-68-2510,
さとかん薬局木城店,454044,宮崎県,児湯郡木城町,32.174862,131.458145,0983-32-2770,0983-32-2771,884-0101,児湯郡木城町大字高城3848-3,月~金8:30~18:00土8:30~12:00日・祝休み,有,080-2792-1731,
つかさ薬局,452025,宮崎県,都城市,31.774643,131.092194,0986-46-7333,0986-46-7330,885-0002,都城市太郎坊町1991-7,月~金8:30~18:00土8:30~12:30,無,,
みやこ薬局,452025,宮崎県,都城市,31.765244,131.087082,0986-46-7175,0986-46-7175,885-0004,都城市都北町3623-1,月~金:9:00~13:00、14:30~18:30、土:9:00~14:00,有,070-2361-8029,
都北町薬局,452025,宮崎県,都城市,31.763401,131.087784,0986-38-5114,0986-38-5119,885-0004,都城市都北町6448-2,"月~金8:30~18:00土8:30~12:30日・祝日、1月1~3日8月14,15、12月30、31休み",無,,
かかりつけ薬局支援センタ-,452025,宮崎県,都城市,31.740276,131.084763,0986-21-8200,0986-21-8201,885-0019,都城市祝吉3-11-11,月~金8:30~17:30土8:30~12:30,有,080-2718-7147,
妻ヶ丘薬局,452025,宮崎県,都城市,31.725897,131.074234,0986-51-6900,0986-51-6901,885-0033,都城市妻ケ丘町18-11,月・火・水・金・土9:00~17:30木9:00~17:00,無,,
有限会社リブ薬局,452025,宮崎県,都城市,31.662416,131.125763,0986-39-2230,0986-80-3418,885-0044,都城市安久町56-1,月~金9:00~18:00土9:00~13:00祝日も営業(祝日が土の場合9:00~13:00),有,080-5273-1351,
いざき調剤薬局NT,452025,宮崎県,都城市,31.721285,131.06398,0986-23-4082,0986-26-2373,885-0051,都城市蔵原町1-4,月、火、水、金、土8:30~18:00、木8:30~16:30,有,0986-23-4082,
東町マリンバ薬局,452025,宮崎県,都城市,31.723734,131.070114,0986-58-8310,0986-58-8311,885-0052,都城市東町14街区21号,月~金8:30~18:00土8:30~13:00,有,0986-58-8310,
わかば薬局,452025,宮崎県,都城市,31.722775,131.076141,0986-46-9580,0986-46-9581,885-0053,都城市上東町12-19,月~金8:30~18:00土8:30~12:30日・祝日休み,無,,
早鈴マリンバ薬局,452025,宮崎県,都城市,31.713558,131.073242,0986-58-7001,0986-58-7002,885-0055,都城市早鈴町1507-2,月・水~金9:00~18:00火9:00~17:00土9:00~13:00,有,0986-58-7001,
あい薬局上町店,452025,宮崎県,都城市,31.724321,131.065308,0986-21-1077,0986-21-1078,885-0072,都城市上町10-6,月・火・木・金8:30~17:30水・土8:30~12:30日・祝祭日休み,無,,
上町おおた薬局,452025,宮崎県,都城市,31.722139,131.063705,0986-21-8218,0986-21-8217,885-0072,都城市上町15街区7号,月~金 9:00~18:00  土 9:00~12:30,有,090-7101-0683,
ア-ト薬局,452025,宮崎県,都城市,31.72847,131.05542,0986-21-8116,0986-21-8117,885-0078,都城市宮丸町3017-14,月・火・水・金8:30~17:30木・土8:30~12:30,有,080-3985-2972,
かじや薬局牟田町店,452025,宮崎県,都城市,31.726187,131.062363,0986-26-5332,0986-26-5336,885-0079,都城市牟田町10-9,月~金8:30~18:30 土8:30~13.:00,有,090-8221-7477,
そうごう薬局たかお店,452025,宮崎県,都城市,31.723457,131.040619,0986-21-5561,0986-21-5562,885-0081,都城市鷹尾3-10-10,月~水~金9:00~18:00 木9:00~17:00 土9:00~13:00,有,0986-21-5561,
とまと薬局都城店,452025,宮崎県,都城市,31.720331,131.040939,0986-46-5611,0986-46-5622,885-0082,都城市南鷹尾町24街区3号,月~土7:00~19:00日9:00~18:00,有,,
ハ-トハンズ薬局,452025,宮崎県,都城市,31.723469,131.033722,0986-45-0977,0986-45-0988,885-0086,都城市久保原町9-42,月~金8:30~18:30 土8:30~15:00,有,0986-45-0977,
ひまわり薬局,452025,宮崎県,都城市,31.738487,131.051666,0986-25-0140,0986-25-1937,885-0093,都城市志比田町4907-3,月~金8:30~18:00土8:30~16:00,有,090-4343-9082,
キャロット薬局,452025,宮崎県,都城市,31.734579,131.035095,0986-51-5678,0986-51-5677,885-0094,都城市都原町8145-6,月・火・水・金8:30~18:00木・土8:30~12:30,有,080-1776-4436,
そうごう薬局都原店,452025,宮崎県,都城市,31.739594,131.039902,0986-24-2281,0986-24-2282,885-0094,都城市都原町20-16,月~木9:00~18:00、金9:00~17:00、土8:30~12:30,無,,
ふれあい薬局庄内店,452025,宮崎県,都城市,31.769293,131.017471,0986-37-3750,0986-37-3751,885-0114,都城市庄内町7981-11,月~金8:30~17:30土8:30~13:01,有,090-6896-2546,
すずかけ薬局,452025,宮崎県,都城市,31.809753,131.097504,0986-36-3550,0986-36-3551,885-1103,都城市上水流町2297-1,月・火・木・金9:00~18:00、水8:00~16:00、土9:00~13:00,有,0986-36-3550(携帯へ転送),
アオバト薬局,452050,宮崎県,小林市,31.973383,130.997833,0984-48-0610,0984-48-0611,886-0003,小林市堤2322-3,月~水・金9:00~18:00木・土9:00~13:00,有,0984-48-0610,
保険調剤薬局つつみ,452050,宮崎県,小林市,31.98328,130.991577,0984-25-1770,0984-22-6773,886-0003,小林市堤3026-6,月~金8:30~18:00土8:30~13:00,無,,
二葉薬局細野,452050,宮崎県,小林市,31.988903,130.980591,0984-21-0770,0984-23-7757,886-0004,小林市細野2042-2,月~金8:30~18:00土8:30~13:00日・祝日休み,有,0984-21-0770,
二葉薬局小林中央店,452050,宮崎県,小林市,31.993118,130.974121,0984-27-3620,0984-27-3621,886-0004,小林市細野1606-2,月~金8:30~18:00土8:30~13:00日・祝日休み,無,,
二葉薬局小林南店,452050,宮崎県,小林市,31.981256,130.975464,0984-24-5511,0984-24-5512,886-0004,小林市細野2758-6,月~水・金8:00~18:00木8:00~17:00土8:00~13:00,有,0984-24-5511,
アイン薬局こばやし中央店,452050,宮崎県,小林市,31.994694,130.978943,0984-22-3442,0984-22-3504,886-0004,小林市大字細野160-5,月~金8:30~17:30土8:30~12:30,有,0984-22-3442,
有限会社二葉薬局,452050,宮崎県,小林市,31.99456,130.982803,0984-22-8244,0984-24-1385,886-0007,小林市真方13,月~金8:30~18:00土8:30~13:00,無,,
小林こすもす薬局,452050,宮崎県,小林市,31.997305,130.979904,0984-23-2533,0984-23-9303,886-0007,小林市真方239-1,月~金8:00~18:00土8:00~13:00,無,,
エルブル-ス薬局,452050,宮崎県,小林市,31.961796,131.110092,0984-44-1870,0984-44-1871,886-0212,小林市野尻町東麓字小丸1087-2,月~金9:00~18:00土9:00~13:00,有,090-3115-5432,
二葉薬局野尻,452050,宮崎県,小林市,31.961796,131.110092,0984-44-2828,0984-44-2829,886-0212,小林市野尻町東麓1171-9,月~金8:00~18:00土8:00~13:00,有,0984-44-2828,
坂尾薬局,452050,宮崎県,小林市,31.961796,131.110092,0984-44-1025,0984-44-2971,886-0212,小林市野尻町東麓2196番地,月曜~土曜日  8時~19時,有,0984-44-2025(転送),
日南地区医薬分業支援センタ-会営業局,452041,宮崎県,日南市,31.591934,131.395309,0987-32-1600,0987-32-1603,887-0016,日南市中平野3-7-14,月~金8:30~17:30,有,0987-32-1602,
上平野調剤薬局,452041,宮崎県,日南市,31.594673,131.3853,0987-27-3567,0987-27-3568,887-0022,日南市上平野町2-8-1,月8:30~17:00/火8:30~17:00/水8:30~17:00/木8:30~17:00/金8:30~17:00/土8:30~12:30,有,0987-27-3567,
とだか調剤薬局,452041,宮崎県,日南市,31.598965,131.377472,0987-31-0875,0987-31-0876,887-0031,日南市戸高1-10-5,月~木8:15~18:15金8:15~17:00土8:15~12:45,有,0987-31-0875,
ファミリ-薬局,452076,宮崎県,串間市,31.480658,131.211166,0987-55-1125,0987-55-1135,888-0001,串間市西方6590-4,月~金:8:30~18:00、土:8:30~13:00,有,090-2057-4477,
つぼみ薬局,452076,宮崎県,串間市,31.406124,131.302139,0987-76-1188,0987-76-2620,888-0222,串間市大字都井2181-3,月8:30~17:40/火8:30~17:40/水8:30~17:40/木8:30~17:40/金8:30~17:40/土8:30~12:30,有,090-9589-4082,
きらり薬局,,,,32.052769,130.821335,0984-25-4667,0984-25-4668,889-0222,えびの市小田867-4,月~金9:00~18:00土9:00~13:00日・祝休み,有,080-3989-8102,郵便番号
ひまわり薬局みさき店,452033,宮崎県,延岡市,32.513931,131.674835,0982-23-8282,0982-23-8283,889-0506,延岡市南一ケ岡7-8348-259,月~金8:30~19:00土8:30~12:30,有,090-8628-4971,
日向市東臼杵郡薬剤師会会営薬局,454214,宮崎県,東臼杵郡門川町,32.45932,131.647522,0982-63-7180,0982-63-0487,889-0616,東臼杵郡門川町南町4-148,月~金9:00~18:00,無,,
クロキ薬局門川店,454214,宮崎県,東臼杵郡門川町,32.480907,131.654404,0982-63-0378,0982-63-1244,889-0621,東臼杵郡門川町東栄町4-5-12,月~金8:00~7:00土8:00~5:30それ以外の時間外、休日も事前連絡等にて対応可能,有,090-1976-6529,
