施設_名称,施設_市区町村コード,住所_都道府県,住所_市区町村（郡）,住所_緯度,住所_経度,連絡先_電話番号,連絡先_FAX番号,連絡先_郵便番号,連絡先_住所,施設_開局時間,時間外_対応の有無,時間外_電話番号,エラー
きらり薬局 幸町店,121061,千葉県,千葉市美浜区,35.622269,140.093521,043-305-4850,043-305-4851,261-0001,千葉市美浜区幸町2-23-1 マルエツ千葉幸町店2F,月~金9:00~18:00 土9:00~13:00,有,043-305-4850,
ハ-ト調剤薬局西千葉店,121061,千葉県,千葉市美浜区,35.615246,140.097641,043-204-7714,043-204-7715,261-0001,千葉市美浜区幸町1-12-1,月・火・木・金8:30~17:30 水8:30~16:30 土8:30~12:30,無,,
ヤックスドラッグ千葉みなと薬局,121061,千葉県,千葉市美浜区,35.615246,140.097641,043-307-8863,043-307-8864,261-0001,千葉市美浜区幸町1丁目12番5号,月~土9:00~13:00・14:00~18:00,無,,
幸町薬局,121061,千葉県,千葉市美浜区,35.615654,140.098724,043-242-8488,043-242-8477,261-0001,千葉市美浜区幸町1-15-7,月~土9:00~17:30,有,080-6620-9955,
バ-ミ-薬局稲浜店,121061,千葉県,千葉市美浜区,35.640553,140.063034,043-278-0900,043-278-0900,261-0003,千葉市美浜区4-12-2,月~金9:00~19:00   土9:00~17:00,無,,
イオン薬局マリンピア店,121061,千葉県,千葉市美浜区,35.628323,140.073074,043-303-9745,043-303-0381,261-0004,千葉市美浜区高洲3-13-1,月~土9:00~21:00 日祝9:00~20:00,有,080-4710-3594,
いなげかいがん調剤薬局,121061,千葉県,千葉市美浜区,35.628311,140.074341,043-278-6780,043-278-6730,261-0004,千葉市美浜区高洲3-14-18 花澤高州ビル 1F,月・火・金9:00~18:30 水・木9:00~18:00土9:00~17:00,有,090-6874-5770,
稲毛海岸マル薬局,121061,千葉県,千葉市美浜区,35.630001,140.072678,043-307-5200,043-307-5201,261-0004,千葉市美浜区高洲1-21-1 三基ビル1F-4,月~土9:00~18:00,無,,
アイセイ薬局稲毛海岸店,121061,千葉県,千葉市美浜区,35.629486,140.078568,043-270-5656,043-270-5657,261-0004,千葉市美浜区高州3-22-2 アリ-ム稲毛海岸1F,月・火・木~土8:30~18:00 水8:30~16:30,有,043-270-5656,
いなげかいがん調剤薬局,121061,千葉県,千葉市美浜区,35.628311,140.074341,043-279-1120,043-279-1137,261-0004,千葉市美浜区高洲3-14-1 和紅ビル205,月~水・金9:00~18:30 木・土9:00~18:00 ,有,043-279-1120,
いなげ共同薬局,121061,千葉県,千葉市美浜区,35.634773,140.075836,043-301-0070,043-301-0071,261-0005,千葉市美浜区稲毛海岸4-11-4-A,月~金8:45~17:00 土8:45~12:30,有,080-1371-8845,
薬局アポック稲毛海岸店,121061,千葉県,千葉市美浜区,35.640144,140.073074,043-302-8008,043-302-8009,261-0005,千葉市美浜区稲毛海岸5-3-1,月・火・水・金10:00~19:00 木10:00~18:00 土9:00~18:00,有,080-1385-8550,
クオ-ル薬局検見川浜店,121061,千葉県,千葉市美浜区,35.635323,140.062515,043-307-7690,043-307-7693,261-0011,千葉市美浜区真砂3-13-4 美浜ウィング1F,月・火・木・金9:00~18:00土9:00~15:00,無,,
まごころ薬局,121061,千葉県,千葉市美浜区,35.639526,140.060608,043-304-6160,043-304-6162,261-0011,千葉市美浜区真砂4-1-10-101,月~金9:00~19:00土9:00~17:00,無,,
ファルメックス薬局,121061,千葉県,千葉市美浜区,35.636257,140.058792,043-441-6101,043-441-6102,261-0012,千葉市美浜区磯辺5-9-1,月~水・金9:00~18:30 木9:00~18:00 土9:00~14:00,有,080-6063-0372,
マリン薬局,121061,千葉県,千葉市美浜区,35.630646,140.058731,043-270-7001,043-270-7011,261-0012,千葉市美浜区磯辺4-15-3,月~金9:00~18:30 土9:00~12:30,有,043-270-7001,
ヤックスドラッグ磯辺海浜薬局,121061,千葉県,千葉市美浜区,0.0,0.0,043-270-7410,043-270-7411,261-0012,22,月~金9:00~18:00 土9:00~13:00,有,043-270-7410,
ダリヤ幕張薬局,121061,千葉県,千葉市美浜区,35.64254,140.042496,043-310-8010,043-310-8050,261-0013,千葉市美浜区打瀬2-1-2 グランパティオス公園西の街5番街101号,月~水・金9:30~19:00 木9:00~17:00 土9:30~13:30,有,080-6083-9220,
ヤックスドラッグパティオス薬局,121061,千葉県,千葉市美浜区,35.641701,140.046005,043-310-0166,043-310-0167,261-0013,千葉市美浜区打瀬2-5パティオス3番街,月~日10:00~19:00,有,043-310-0166,
日本調剤ベイタウン薬局,121061,千葉県,千葉市美浜区,35.639694,140.042038,043-274-0826,043-274-0839,261-0013,千葉市美浜区打瀬3-4 パティオス20番街,月~水・金9:00~18:30 木9:00~18:00 土9:00~14:00,有,090-6942-3093,
薬局タカサ幕張マリンフォ-ト店,121061,千葉県,千葉市美浜区,35.639587,140.040329,043-213-3191,043-213-3192,261-0013,千葉市美浜区打瀬3-5 マリンフォ-ト2-103,月~金9:00~18:00 土9:00~13:00,有,043-213-3191,
日本調剤幕張ベイパ-ク薬局,121061,千葉県,千葉市美浜区,35.649914,140.049454,043-441-4151,043-441-4152,261-0014,千葉市美浜区若葉3-1-38,月~金9:00~18:30 土9:00~18:00,有,070-4015-3085,
フロ-ラ薬局海浜幕張店,121061,千葉県,千葉市美浜区,35.65086,140.043686,043-351-8101,043-351-8102,261-0021,千葉市美浜区ひび野1-7-1,月~金9:00~18:00 土9:00~12:00,有,080-4342-8307,
ありす薬局,121061,千葉県,千葉市美浜区,35.651276,140.041779,043-296-2733,043-296-2734,261-0023,千葉市美浜区中瀬1-3幕張テクノガ-デンF-1,月~金8:30~19:00土9:00~17:30日・祝休み,有,070-6514-6615,
ありす薬局幕張店,121061,千葉県,千葉市美浜区,35.651276,140.041779,043-293-2733,043-296-2734,261-0023,千葉市美浜区中瀬1-3 テクノガ-デンF棟1階,月~金8:30~19:00 土9:00~17:30,有,070-6514-6615,
イオンタワ-薬局,121061,千葉県,千葉市美浜区,35.651524,140.038177,043-212-6712,043-212-6150,261-0023,千葉市美浜区中瀬1-5-1,月~金8:00~18:00 土8:00~14:00,無,,
フルヤマ薬局マリブ店,121061,千葉県,千葉市美浜区,35.648041,140.038834,043-297-1173,043-297-1174,261-0023,千葉市美浜区中瀬2-6-1 WBG2F,月~土9:00~18:00(祝祭日休み),無,,
南山堂薬局幕張西店,121061,千葉県,千葉市美浜区,35.665215,140.037231,043-273-9900,043-273-9901,261-0026,千葉市美浜区幕張西2-7-20,月-金:9時~18時30分、土:9時~13時,無,,
ちぐさ薬局,121029,千葉県,千葉市花見川区,35.682365,140.119507,043-215-1435,043-215-1436,262-0012,千葉市花見川区千種町358-6,月~金9:00~18:00 土9:00~13:00,有,090-4363-3944,
ヤックスドラッグ千種薬局,121029,千葉県,千葉市花見川区,35.679081,140.111526,043-301-6702,043-301-6703,262-0012,千葉市花見川区千種町249,月~土9:00~13:00・14:00~18:00 祝日は閉局,無,,
第一薬局幕張店,121029,千葉県,千葉市花見川区,35.671207,140.039825,043-239-6131,043-239-6132,262-0013,千葉市花見川区幕張本郷1-15-1,月~金9:00~17:00 土9:00~14:00,無,,
すみれ薬局,121029,千葉県,千葉市花見川区,35.664761,140.097794,043-215-5750,043-215-5760,262-0014,千葉市花見川区さつきが丘1-17-4,月・火・木・金9:00~18:00 水9:00~17:00 土9:00~14:00,有,080-6560-9037,
さざなみ薬局,121029,千葉県,千葉市花見川区,35.660889,140.09314,043-252-8212,043-252-8213,262-0015,千葉市花見川区宮野木台3-29-2,月・水・木・金9:00~18:00 火9:00~17:00土日9:00~13:00祝日休み,有,043-252-8212,
株式会社宮野木薬局 宮の木薬局,121029,千葉県,千葉市花見川区,35.655518,140.091644,043-308-5506,043-308-5507,262-0015,千葉市花見川区宮野木台1-5-23,月8:20~13:00、14:15~18:00/火8:20~13:00、14:15~18:00/水8:20~13:00、14:15~18:00/木9:00~17:00/金8:20~13:00、14:15~18:00/土8:20~12:00,無,,
有限会社健章つくし薬局,121029,千葉県,千葉市花見川区,35.658058,140.093018,043-290-5265,043-290-5266,262-0015,千葉市花見川区宮野木台2-5-17,月~水・金9:00~18:00 木9:00~17:00 土9:00~12:30,無,,
さくら薬局宮野木店,121029,千葉県,千葉市花見川区,35.658058,140.093018,043-205-4639,043-205-4640,262-0015,千葉市花見川区宮野木台2-5-33 ミキ医療モ-ル1階,月~水・金9:00~18:30 木・土9:00~18:00,無,,
さいが薬局,121029,千葉県,千葉市花見川区,35.664188,140.078857,043-441-8314,043-441-8315,262-0018,千葉市花見川区畑町1421-7,月~金9:00~12:30・14:00~17:00,有,043-441-8314,
阿部薬局,121029,千葉県,千葉市花見川区,35.651329,140.074677,043-350-4970,043-350-4975,262-0022,千葉市花見川区南花園1-44-9 高山ビル102,月・火・木・金9:00~19:00 水9:00~17:30 土9:00~15:00,有,090-1795-7818,
薬局タカサ新検見川店,121029,千葉県,千葉市花見川区,35.654259,140.074585,043-350-0611,043-275-0266,262-0025,千葉市花見川区花園5-3-10 プチモンド101,月~水・金9:00~18:00 土9:00~12:00,無,,
さくら薬局花園店,121029,千葉県,千葉市花見川区,35.652588,140.073364,043-351-0369,043-351-0370,262-0025,千葉市花見川区花園1-9-19,月・金9:00~19:00 火・水9:00~20:00 木・土9:00~18:00 日祝は休み,有,043-351-0369,
はなぞの薬局,121029,千葉県,千葉市花見川区,35.653992,140.07048,043-274-8411,043-273-7366,262-0025,千葉市花見川区花園2-8-20,月・木9:00~20:00 火・水・金9:00~17:00 土9:00~12:30,有,090-5417-2277,
新検見川すばる薬局,121029,千葉県,千葉市花見川区,35.652317,140.072067,043-276-1040,043-276-1040,262-0025,千葉市花見川区花園1-8-10,月~水・金9:00~19:00 土9:00~13:00,無,,
あけぼの薬局幕張店,121029,千葉県,千葉市花見川区,35.66087,140.059784,043-310-3892,043-310-3496,262-0032,千葉市花見川区幕張町6-90-1 エムノ-ブル102,月~金8:30~18:00 土8:30~12:30,有,070-3163-5094,
薬局メディクス幕張店,121029,千葉県,千葉市花見川区,35.655151,140.050842,043-276-7760,043-276-7770,262-0032,千葉市花見川区幕張町5-417-222 幕張グリ-ンハイツ地下1FB-1号,月~水・金9:00~19:00 木・土9:00~17:30 ,有,070-6975-8674,
コスモ薬局幕張駅前店,121029,千葉県,千葉市花見川区,35.658016,140.056564,043-273-8367,043-273-8367,262-0032,千葉市花見川区幕張町5-145,月~金8:00~20:00 土8:00~18:00,無,,
共同薬局,121029,千葉県,千葉市花見川区,35.653381,140.059631,043-274-2800,043-275-1900,262-0032,千葉市花見川区幕張町5-399-2,月~木8:55~16:55 金8:55~20:30 土8:55~16:00,有,043-274-2800,
オリ-ブ薬局幕張本郷店,121029,千葉県,千葉市花見川区,35.67218,140.041306,043-441-3142,043-441-3143,262-0033,千葉市花見川区幕張本郷1-2-24 幕張本郷相葉ビル102,月~水・金9:00~19:00 木9:00~17:00 土9:00~12:30,無,,
ファ-コス薬局もみの木,121029,千葉県,千葉市花見川区,35.675774,140.049713,043-274-3295,043-388-8025,262-0033,千葉市花見川区幕張本郷7-22-10,月・火・木・金 9:00~18:00 水 9:00~17:00 土 9:00~14:00,有,09052011825,
サンリツ薬局幕張本郷店,121029,千葉県,千葉市花見川区,35.667038,140.045868,043-299-2227,043-299-2228,262-0033,千葉市花見川区幕張本郷3-22-14,月・火・木・金8:30~18:00 水9:00~17:00 土8:30~12:00,有,043-299-2227,
柏井薬局,121029,千葉県,千葉市花見川区,35.688339,140.102432,043-286-1281,043-286-1283,262-0041,千葉市花見川区柏井町815-5,月~金9:00~17:30,無,,
オハナ薬局,121029,千葉県,千葉市花見川区,35.684464,140.087387,043-301-5802,043-301-5803,262-0043,千葉市花見川区天戸町1467-7-101,月~金9:00~18:00 土9:00~13:00,無,,
あゆみ薬局,121029,千葉県,千葉市花見川区,35.69054,140.08577,043-298-6730,043-298-6731,262-0045,千葉市花見川区作新台5-1-5,月~金9:00~18:45 土9:00~13:45,無,,
つくし薬局作新台店,121029,千葉県,千葉市花見川区,35.690411,140.091568,043-305-5031,043-305-5031,262-0045,千葉市花見川区作新台1-6-2,月~水・金8:00~18:15 木9:00~17:00 土8:00~12:15,無,,
作新台マル薬局,121029,千葉県,千葉市花見川区,35.688934,140.090256,043-298-5511,043-298-5512,262-0045,千葉市花見川区作新台1-5-7,月・木・金9:00~18:00 火9:00~17:00 土9:00~13:00,無,,
ウエルシア薬局花見川作新台店,121029,千葉県,千葉市花見川区,35.689209,140.088364,043-298-9881,043-298-9882,262-0045,千葉市花見川区作新台2-1-3,月~金9:00~19:00 土9:00~18:00,有,043-298-9881,
花見川中央薬局,121029,千葉県,千葉市花見川区,35.688766,140.091049,043-216-0051,043-216-0052,262-0046,千葉市花見川区花見川2-42-103,月・水~金9:00~18:00 火9:00~17:00 土9:00~13:00,有,043-216-0051,
薬局タカサ長沼原店,121037,千葉県,千葉市稲毛区,35.676731,140.126678,043-298-0281,043-298-0282,263-0001,千葉市稲毛区長沼原町414-5,月・金9:00~17:30 火~木9:00~17:00 土9:00~13:00,有,043-298-0281,
サンテ薬局千葉北店,121037,千葉県,千葉市稲毛区,35.659264,140.126297,043-304-5557,043-374-5558,263-0001,千葉市稲毛区長沼原町782-1,月~金9:00~17:30 土9:00~12:30,無,,
ヤックスドラッグ千葉山王薬局,121037,千葉県,千葉市稲毛区,35.66341,140.148972,043-312-8813,043-312-8843,263-0002,千葉市稲毛区山王町48-2,月~土9:00~13:00・14:00~18:00 日祝休み,無,,
ウエルシア薬局千葉山王店,121037,千葉県,千葉市稲毛区,35.666824,140.141296,043-304-2223,043-304-2224,263-0002,千葉市稲毛区山王町134-1,月~金9:00~20:00 土9:00~19:00 日9:00~14:00・15:00~19:00,無,,
和光薬局長沼店,121037,千葉県,千葉市稲毛区,35.663071,140.118713,043-216-1355,043-216-1355,263-0005,千葉市稲毛区長沼町134-13,月~金9:00~18:00 土9:00~13:00,有,080-1049-7085,
千草台ファ-マシ-,121037,千葉県,千葉市稲毛区,35.634621,140.117508,043-251-7903,043-253-5934,263-0013,千葉市稲毛区千草台1-1-25-103,月~金8:30~18:00 土8:30~13:00,無,,
ヤックスドラッグ作草部薬局,121037,千葉県,千葉市稲毛区,35.628925,140.115433,043-207-6003,043-207-6005,263-0015,千葉市稲毛区作草部1-10-2,月~土9:00~18:00,有,043-207-6003,
てんだい薬局,121037,千葉県,千葉市稲毛区,35.632179,140.116302,043-251-1102,043-251-1516,263-0016,千葉市稲毛区天台1-20-8,月・水・金9:00~20:30 火・木9:00~17:00 土9:00~13:00,有,090-8301-6752,
