施設_名称,施設_市区町村コード,住所_都道府県,住所_市区町村（郡）,住所_緯度,住所_経度,連絡先_電話番号,連絡先_FAX番号,連絡先_郵便番号,連絡先_住所,施設_開局時間,時間外_対応の有無,時間外_電話番号,エラー
小西辰薬局,271276,大阪府,大阪市北区,34.708984,135.511307,06-6351-1125,06-6352-2738,530-0041,大阪市北区天神橋6-5-6,月・水・木・金9:30~20:00,無,,
天神橋ゆ-あい薬局,271276,大阪府,大阪市北区,34.70298,135.511261,06-6232-8450,06-6232-8451,530-0041,大阪府大阪市北区天神橋4丁目7-2,月、火、水、金9:00-19:00木9:00-17:00土9:00-18:00,無,,
薬局MANY 天六店,271276,大阪府,大阪市北区,34.709538,135.511215,06-6809-6553,06-6809-6554,530-0041,大阪市北区天神橋6-6-17,月~金9:30-19:30土9:30-13:30,有,070-8402-7980,
クロ-バ-薬局南森町店,271276,大阪府,大阪市北区,34.696926,135.512482,06-4801-9911,06- 4801-9912,530-0041,大阪府大阪市北区天神橋2丁目5-15グランピア南森町1階,月・木・金9:00-19:00火9:00-14:00水・9:00-13:00,無,,
アカカベ薬局天神橋三丁目店,271276,大阪府,大阪市北区,34.700096,135.511642,06-4800-9330,06-4800-9331,530-0041,大阪市北区天神橋3-4-11,月~金 9:00~19:00土 10:00~15:00,無,,
サンライトなかよし薬局東天満店,271276,大阪府,大阪市北区,34.695805,135.516632,06-4792-7328,06-4792-7329,530-0043,大阪府大阪市北区天満2-15-15,月、火、水、金9:00-18:00木9:00-17:00土9:00-12:00,無,,
薬局MANY,271276,大阪府,大阪市北区,34.697075,135.514908,06-6949-8548,06-6949-8548,530-0044,大阪市北区東天満1-10-14MF南森町2ビル1F,月~金9:00-20:00土9:00-17:00,有,070-8402-7980,
アピス薬局西天満店,271276,大阪府,大阪市北区,34.697598,135.507263,06-6131-0701,06-6131-0702,530-0047,大阪府大阪市北区西天満3-13-18島根ビル1F,月、火、木、金9:00-18:00土9:00-13:00,無,,
薬局いろは 南森町店,271276,大阪府,大阪市北区,34.698563,135.506897,06-6131-3789,06-6131-3790,530-0047,大阪市北区西天満5-15-18実業ビル1F,月~金9:00-18:00,無,,
東梅田薬局,271276,大阪府,大阪市北区,34.702,135.502289,06-6315-6111,06-6315-6112,530-0051,大阪市北区太融寺町8-17プラザ梅田ビル1階,火10:30-19:30水9:30-15:30木9:30-19:30金10:30-19:30土9:00-11:30,無,,
扇薬局,271276,大阪府,大阪市北区,34.701733,135.507462,06-6335-9984,06-6335-9985,530-0052,大阪市北区南扇町7-2 センチュリ-パ-クユニ東梅田101号,月~金 9:30~17:30土 9:30~14:30,有,06-6335-9984,
OAPカイセイ薬局,271276,大阪府,大阪市北区,34.699574,135.51889,06-6357-3939,06-6357-3953,530-6002,大阪市北区天満橋1-8-30 OAPタワ-2階,月、火、水、金10:00-19:00土9:00-17:00,無,,
コクミン薬局天神橋筋6丁目駅店,271276,大阪府,大阪市北区,34.711838,135.510895,06-0882-5932,06-0882-5933,531-0041,大阪市北区天神橋7-6-3,月~金9:00~20:00土9:00~18:30日9:30~12:30,無,,
なの花薬局天六駅前店,271276,大阪府,大阪市北区,34.711193,135.511749,06-6379-5387,06-6379-5388,531-0041,大阪市北区天神橋7-1-24 ジオタワ-天六2階,月~金9:00~18:00,無,,
マルゼン薬局天七店,271276,大阪府,大阪市北区,34.712807,135.511658,06-4800-5110,06-4800-5120,531-0061,大阪市北区長柄西1-2-4,月~金9:00~20:00土9:00~13:00,無,,
天六調剤薬局,271276,大阪府,大阪市北区,34.711296,135.513519,06-6354-5670,06-6354-5671,531-0064,大阪市北区国分寺2-2-39 ETC天神橋1F,月、火、水、金9:00-19:00木9:00-18:00土9:00-13:00,無,,
元気薬局中津店,271276,大阪府,大阪市北区,34.709484,135.494171,06-6292-3385,06-6292-3386,531-0071,大阪市北区中津1-1-18,月、水、木、金9:00-19:00土9:00-13:00,有,080-3763-6343,
オレンジ薬局中津店,271276,大阪府,大阪市北区,34.709702,135.496384,06-6373-7510,06-6373-7511,531-0072,大阪市北区豊崎3- 20-12パ-クグレイビル1階,月、木、金、土9:00-18:00火、水9:00-20:00,有,090-8207-9378,
なかつ薬局,271276,大阪府,大阪市北区,34.711449,135.499802,06-6375-2281,06-6375-2282,531-0072,大阪市北区豊崎5-1-2松村ビル102号,月・水・金:8:30~18:30、火・木:8:30~16:30、土:8:30~12:30,有,06-6375-2281,
フタツカ薬局中津駅前,271276,大阪府,大阪市北区,34.711838,135.498062,06-6373-2201,06-6373-2202,531-0072,大阪府大阪市北区豊崎5-7-22清水ビル1階,月、火、水、金9:00-19:00土9:00-13:30,無,,
さくら薬局 大阪本庄西店,271276,大阪府,大阪市北区,34.713509,135.506409,06-6373-3399,06-6373-3299,531-0073,大阪府大阪市北区本庄西2-5-20,月、火、木、金9:00-19:00水10:00-18:30土9:00-17:30,無,,
ファルコ薬局大阪本庄店,271276,大阪府,大阪市北区,34.713383,135.507111,06-6476-8120,06-6476-8121,531-0074,大阪市北区本庄東2-11-7ヴィラ-ジュ本庄1階,月~金9:00-20:00土9:00-12:00,有,06-6476-8120,
ほんじょう薬局,271276,大阪府,大阪市北区,34.712631,135.50885,06-6376-1539,06-6376-1553,531-0074,大阪府大阪市北区本庄東2-4-9,月、火、木、金9:00-19:00土9:00-13:00,有,06-6376-1539,
薬師堂薬局,271276,大阪府,大阪市北区,34.713799,135.507584,06-6485-3391,06-6485-3393,531-0074,大阪市北区本庄東2-8-6,月~金9:00~19:00土9:00~12:00,有,080-7648-7169,
あゆみ薬局,271233,大阪府,大阪市淀川区,34.740273,135.497559,06-6391-8191,06-6391-8150,532-0002,大阪市淀川区東三国4-1-11,月、水、金10:00-19:00木10:00-17:00,無,,
あゆみ薬局東三国店,271233,大阪府,大阪市淀川区,34.741997,135.497467,06-6394-6630,06-6394-6631,532-0002,大阪市淀川区東三国5-1-8,月、水、金10:00-20:00木10:00-18:00土9:00-16:00,無,,
オリ-ブ調剤薬局,271233,大阪府,大阪市淀川区,34.743,135.495239,06-6399-3112,06-6399-3113,532-0002,大阪市淀川区東三国5-11-17,月・火・水・金8:30-18:00木8:30-16:30土8:30-12:00,有,06-6399-3112,
スマイル薬局東三国店,271233,大阪府,大阪市淀川区,34.74445,135.499008,06-6391-1157,06-6391-1158,532-0002,大阪市淀川区東三国2-32-21-106,月~金9:00~20:00土9:00~13:30,有,090-8570-1443,
たなべ薬局,271233,大阪府,大阪市淀川区,34.744671,135.497696,06-6391-7501,06-6399-2525,532-0002,大阪市淀川区東三国6-1-35-103,月~金9:00-20:00土9:00-17:00,有,06-6391-7501,
まちなか薬局,271233,大阪府,大阪市淀川区,34.741867,135.49321,06-6152-6416,06-6152-6476,532-0002,大阪市淀川区東三国5-13-15 マンションコンドル103号,月~金9:30~18:30土9:30~13:30,無,,
ブリック薬局新大阪店,271233,大阪府,大阪市淀川区,34.735222,135.499893,06-6391-4500,06-6391-4499,532-0003,大阪市淀川区宮原1-6-1 新大阪ブリックビル1F,月・火・水・金9:00~20:00木9:00~18:00土9:00~15:00,無,,
みどり薬局,271233,大阪府,大阪市淀川区,34.73563,135.497925,06-6393-3139,06-6393-3139,532-0003,大阪市淀川区宮原4-4-2-106,月~金9:00~18:00土9:00~15:00,無,,
阪神調剤薬局 新大阪店,271233,大阪府,大阪市淀川区,34.735966,135.498901,06-6392-7558,06-6392-7559,532-0003,大阪市淀川区宮原1-7-7,月~金9:00-17:30土9:00-12:00,無,,
日本調剤新大阪薬局,271233,大阪府,大阪市淀川区,34.734638,135.5,06-6396-8132,06-6396-8133,532-0003,大阪市淀川区宮原1-2-70 コ-トヤ-ド・バイ・マリオット新大阪ステ-ション3階,月~金9:00~18:00土9:00~14:00,無,,
こすもす薬局,271233,大阪府,大阪市淀川区,34.733921,135.489761,06-6397-6310,06-6397-6359,532-0004,大阪府大阪市淀川区西宮原2-7-24新大阪ウエストハイツ1F,月~金9:00-21:00土9:00-14:00,無,,
そうごう薬局西宮原店,271233,大阪府,大阪市淀川区,34.739231,135.492874,06-6151-9171,06-6151-9172,532-0004,大阪府大阪市淀川区西宮原 3-3-98 1階,月-金09:00~19:00土09:00~13:00,有,06-6151-9171,
セガミ薬局阪急三国店,271233,大阪府,大阪市淀川区,34.737503,135.483582,06-4807-2331,06-4807-2332,532-0005,大阪府大阪市淀川区三国本町3-37-35-2階,月~金9:00-20:00土9:00-17:00,有,070-3138-8586,
あおぞら薬局三国店,271233,大阪府,大阪市淀川区,34.739937,135.490707,06-6394-3630,06-6394-3640,532-0006,大阪府大阪市淀川区西三国1-3-29,月、金9:00-19:00火~木9:00-17:00土9:00-13:00,有,090-8169-5441,
そうごう薬局,271233,大阪府,大阪市淀川区,34.739033,135.489655,06-6398-6601,06-6398-6602,532-0006,大阪市淀川区西三国2-7-5,月~金9:00-19:00土9:00-13:00,有,06-6398-6601,
タカス薬局,271233,大阪府,大阪市淀川区,34.739605,135.48909,06-6395-7112,06-6395-7113,532-0006,大阪市淀川区西三国2-8-17,月~金9:00~19:00土9:00~13:00,有,090-5247-2938,
はつらつ館薬局,271233,大阪府,大阪市淀川区,34.741371,135.492157,06-6399-4544,06-6399-2992,532-0006,大阪市淀川区西三国1-7-38 メゾン恒悦1F,月~金9:00~20:00,無,,
マルゼン薬局,271233,大阪府,大阪市淀川区,34.738659,135.485214,06-4807-3907,06-4807-3904,532-0006,大阪市淀川区西三国3-3-23,月・水・木・金9:00~20:00土9:00~15:00,無,,
マルゼン薬局西三国店,271233,大阪府,大阪市淀川区,34.738892,135.488205,06-6392-8747,06-6151-2099,532-0006,大阪市淀川区西三国2-2-24 レジデンス大和2 1F,火~金9:00~20:00土9:00~14:00日・祝10:00~17:00(※対応日のみ),有,090-1070-1540,
サンライトあかり薬局新大阪店,271233,大阪府,大阪市淀川区,34.728756,135.497086,06-6770-9673,06-6770-9873,532-0011,大阪府大阪市淀川区西中島6-5-21,月~金10:00~19:00土10:00~18:00,無,,
ホワイト薬局 新大阪店,271233,大阪府,大阪市淀川区,34.724895,135.499908,06-6309-3885,06-6309-3886,532-0011,大阪市淀川区西中島1-9-13,木、金10:00-19:00土9:00-17:30,無,,
レモン薬局,271233,大阪府,大阪市淀川区,34.726181,135.50119,06-6305-8893,06-6305-8892,532-0011,大阪市淀川区西中島3-3-9-1F,月、火、水、金9:00-18:00木9:00-17:00土9:00-13:00,無,,
アイ薬局,271233,大阪府,大阪市淀川区,34.724453,135.493973,06-6308-8553,06-6308-8540,532-0012,大阪市淀川区木川東2-1-5-101,月11:00~19:00火・木・金9:00~19:00土9:00~17:00,有,070-4791-1439,
アカカベ薬局木川東店,271233,大阪府,大阪市淀川区,34.72744,135.492584,06-6306-6930,06-6306-6931,532-0012,大阪市淀川区木川東4-11-1 グランカ-サ新大阪SOUTH 1階,月~金10:00~19:30土10:00~15:00,無,,
サンプラザ薬局新大阪,271233,大阪府,大阪市淀川区,34.726608,135.494232,06-6308-8714,06-6308-8882,532-0012,大阪市淀川区木川東3-3-32-1F,月、火、金9:00-19:00木9:00-18:00,無,,
きららみらい薬局十三店,271233,大阪府,大阪市淀川区,34.72551,135.486191,06-6305-9383,06-6305-9388,532-0013,大阪市淀川区木川西3-3-19,月~木9:00~18:00土9:00~17:00,有,070-5269-7326,
アイン薬局 十三駅前店,271233,大阪府,大阪市淀川区,34.720306,135.482956,06-4862-6931,06-4862-6932,532-0023,大阪市淀川区十三東2-9-10 十三駅前医療ビル一階,月、火、木9:00-17:00水9:00-14:00金9:00-16:00,無,,
かえで薬局淀川店,271233,大阪府,大阪市淀川区,34.722569,135.487442,06-6885-7016,06-6885-7017,532-0023,大阪市淀川区十三東3-5-12-101,月17:00-19:30火、水、金9:00-19:30,有,080-5772-7016,
やすらぎ薬局 十三店,271233,大阪府,大阪市淀川区,34.719757,135.484009,06-6886-6060,06-6886-6090,532-0023,大阪府大阪市淀川区十三東2-7-17,月~水8:45-19:00金10:00-19:00土8:45-13:00,無,,
タキヤ十三薬局,271233,大阪府,大阪市淀川区,34.719639,135.481018,06-6301-2274,06-6308-1722,532-0024,大阪市淀川区十三本町1-8-11,月~金9:30-20:00土9:30-19:00,有,090-3722-2274,
アスカアイ薬局,271233,大阪府,大阪市淀川区,34.713364,135.47261,06-4806-8188,06-4806-8177,532-0025,大阪市淀川区新北野3-12-10,月11:00-19:00火12:00-20:00木14:00-20:00金9:00-19:00,有,070-1203-4937,
オレンジ薬局塚本店,271233,大阪府,大阪市淀川区,34.712971,135.470352,06-6100-4114,06-6305-0016,532-0026,大阪市淀川区塚本2-18-8ツインヴィラ塚本A棟1階,月~金9:00-18:00,無,,
春日野薬局 塚本店 ,271233,大阪府,大阪市淀川区,34.713139,135.470184,06-6307-3036,06-6307-3037,532-0026,大阪市淀川区塚本2-24-20ティ-オ-コ-ト塚本,月、火、水、金9:00-19:00土9:00-13:00,無,,
大手前薬局,271233,大阪府,大阪市淀川区,34.712906,135.469482,06-6307-7769,06-6307-7768,532-0026,大阪市淀川区塚本2-24-8タバタビル1階,月~金9:30-16:30土9:30-13:30,無,,
淀川薬局,271233,大阪府,大阪市淀川区,34.713013,135.471039,06-4806-0938,06-4806-0938,532-0026,大阪市淀川区塚本2-18-1イチビル1F,月~金9:00~20:00土9:00~13:00,無,,
さくら薬局,271233,大阪府,大阪市淀川区,34.71838,135.475342,06-6100-5552,06-6100-5553,532-0028,大阪市淀川区十三元今里1丁目7-21-102,月、火、木9:00-19:30土9:00-13:00,有,070-1532-1949,
さくら薬局大阪加島2丁目店,271233,大阪府,大阪市淀川区,34.729294,135.460312,06-4805-6211,06-4805-6210,532-0031,大阪市淀川区加島2丁目4番7号 1階,月、火、水、金9:00-19:00木9:00-17:00土9:00-13:00,無,,
ほのか薬局,271233,大阪府,大阪市淀川区,34.73048,135.452789,06-6306-6286,06-6306-6287,532-0031,大阪市淀川区加島3丁目中8-16,月、火、木、金9:00-17:30水9:00-17:00土9:00-12:30,有,06-6306-6286,
もえぎ薬局,271233,大阪府,大阪市淀川区,34.732101,135.457672,668864770,668864772,532-0031,大阪市淀川区加島4-5-3,月~金9:00~17:00土9:00~13:00,無,,
プラザ薬局,271233,大阪府,大阪市淀川区,34.731705,135.472504,06-6838-3000,06-6838-3006,532-0032,大阪府大阪市淀川区三津屋北1-36-6,月、火、木、金9:00-19:00水9:00-18:30土9:00-14:00,有,080-6216-9951,
マルゼン薬局,271233,大阪府,大阪市淀川区,34.731522,135.47345,06-6838-7374,06-6838-7372,532-0032,大阪市淀川区三津屋北1-5-22 グランディ-ル三津屋1F,月~金9:00~20:00土9:00~14:00,有,06-6838-7374,
アカカベ薬局新高店,271233,大阪府,大阪市淀川区,34.731064,135.482483,06-6150-0931,06-6150-0932,532-0033,大阪市淀川区新高1-10-5,月・火・木・金9:00~15:00土9:00~14:00,無,,
オ-ティ薬局神崎川店,271233,大阪府,大阪市淀川区,34.732109,135.474884,06-6398-1771,06-6398-1772,532-0033,大阪市淀川区新高6-7-12,月、火、水、金9:00-19:00木、土9:00-12:00,無,,
ツバサ薬局十三店,271233,大阪府,大阪市淀川区,34.730541,135.480942,06-6395-7300,06-6395-7301,532-0033,大阪府大阪市淀川区新高1-11-6,月・火・水9:00~19:309:00~17:00,有,080-8932-1031,
といろ薬局三国店,271233,大阪府,大阪市淀川区,34.736336,135.48262,06-6399-8210,06-6399-8211,532-0033,大阪府大阪市淀川区新高3-6-17-2F,月~土9:00-19:00日9:30-15:30,無,,
にいたか薬局,271233,大阪府,大阪市淀川区,34.732891,135.477249,06-6152-9950,06-6152-7899,532-0033,大阪市淀川区新高五丁目4番31号,月、木9:00~17:00火、水、金9:00~19:00土9:00~12:00日9:00~17:00,有,,
ホ-ム薬局十三店,271233,大阪府,大阪市淀川区,34.729034,135.477448,0663985400,0663986400,532-0034,大阪市淀川区野中北2-6-14,月~金9:00-18:00土9:00-12:00,無,,
すこやか薬局,271233,大阪府,大阪市淀川区,34.728222,135.472641,06-6305-6567,06-6305-6567,532-0036,大阪市淀川区三津屋仲1-4-31,月~金9:00-19:00,有,090-9117--3898,
あかり薬局井高野店,271144,大阪府,大阪市東淀川区,34.764816,135.545166,06-4862-8818,06-4862-8828,533-0001,大阪市東淀川区井高野3-3-67,月、火、木9:00-19:30水9:00-16:45土9:00-13:00,有,090-3870-4773,
関西薬局,271144,大阪府,大阪市東淀川区,34.762917,135.547287,06-6827-1327,06-6827-1363,533-0001,大阪市東淀川区井高野2-5-8井高野中央ビル1階,月、火、木9:00-18:00水9:00-13:00土9:00-18:00,無,,
クロ-バ-薬局 井高野店,271144,大阪府,大阪市東淀川区,34.761623,135.542999,06-4862-9608,06-4862-9609,533-0002,大阪府東淀川区北江口3-7-9,月、火、水、金8:30-18:00木9:00-17:00,有,06-4862-9608,
阪神調剤薬局阪急上新庄店,271144,大阪府,大阪市東淀川区,34.748363,135.533188,06-6325-8681,06-6325-8681,533-0003,大阪市東淀川区上新庄2-24-23上新庄阪急ビル3階,月・火・木・金9:00~20:00土9:00~14:00,有,070-2321-8936,
アカカベ薬局上新庄店,271144,大阪府,大阪市東淀川区,34.750694,135.535797,06-6325-4193 ,06-6325-4195,533-0004,大阪市東淀川区小松1-7-15アラ・ロマ-ナTamatani1階,月~水・金9:00~19:30 木9:00~18:00 土9:00~13:00,無,,
ココカラファイン薬局東淀川小松店,271144,大阪府,大阪市東淀川区,34.75106,135.536469,06-6459-9257,06-6459-9278,533-0004,大阪市東淀川区小松2丁目2番4号 KOMATSUビル1階,月、水、木、金9:30-18:30火9:30-18:00土9:30-13:00,無,,
コスモスミルフィ-薬局小松店,271144,大阪府,大阪市東淀川区,34.751732,135.53537,06-6815-1154,06-6815-1248,533-0004,大阪市東淀川区小松1-10-30 1F,月~金9:00~19:00土9:00~13:00,有,090-1592-8731,
さくら薬局大阪上新庄駅前店,271144,大阪府,大阪市東淀川区,34.751427,135.533951,06-6320-7785,06-6320-7786,533-0004,大阪市東淀川区小松1-12-24,月、火、金8:30-19:00水、木8:30-16:00土8:30-13:00,有,,
上新庄うえひら薬局,271144,大阪府,大阪市東淀川区,34.752102,135.538986,06-6990-6634,06-6990-6638,533-0004,大阪市東淀川区小松3-6-20,月、火、水、金9:00-20:00木9:00-13:00土9:00-13:00,有,090-2044-4392,
あかり薬局,271144,大阪府,大阪市東淀川区,34.750954,135.544983,06-6325-9901,06-6325-9922,533-0005,大阪市東淀川区瑞光4-1-18,月、火、金9:00-19:30木9:00-17:15土9:00-13:00,有,090-7119-2625,
きらら薬局,271144,大阪府,大阪市東淀川区,34.752518,135.547104,06-6815-8768,06-6815-8769,533-0005,大阪市東淀川区瑞光4-7-14,月、火、水、金9:00-17:00,有,090-7881-8266,
