施設_名称,施設_市区町村コード,住所_都道府県,住所_市区町村（郡）,住所_緯度,住所_経度,連絡先_電話番号,連絡先_FAX番号,連絡先_郵便番号,連絡先_住所,施設_開局時間,時間外_対応の有無,時間外_電話番号,エラー
アイランド薬局田口町店,102016,群馬県,前橋市,36.447002,139.04689,027-237-4189,027-237-4188,371-0048,前橋市田口町1053-7,月~金9:00~19:00 土9:00~14:00,無,,
アイリス薬局,102075,群馬県,館林市,36.257141,139.511322,0276-60-5218,0276-72-2156,374-0057,館林市北成島町651-6,月・火・木・金 9:00~18:00水 9:00~17:00土 9:00~13:00,有,070-3625-3570,
アイン薬局 榛名町店,102024,群馬県,高崎市,36.413063,138.863174,027-395-4711,027-395-4712,370-3347,高崎市中室田町上ノ原5998,月~金9:00~18:00 土9:00~13:00,有,027-395-4711,
アイン薬局くらがの店,102016,群馬県,前橋市,36.302639,139.029648,0273-20-2015,027-346-0187,379-2143,高崎市倉賀野町49-1,月8:00-18:00.火-金9:00-18:00.土9:00-17:30,有,027-320-2015,
アイン薬局たかさき店,102024,群馬県,高崎市,36.348072,138.999756,027-363-5013,027-363-5014,370-0074,高崎市下小鳥町1310-6,月~土 9:00~18:00,有,027-363-5013,
アイン薬局伊勢崎はしえ店,102040,群馬県,伊勢崎市,36.340054,139.183243,0270-40-6302,0270-40-6303,372-0001,伊勢崎市波志江町1152,月-金:9:00-18:00、土:9:00-13:00、日:9:00-12:00,有,0270-40-6302,
アイン薬局伊勢崎曲輪店,102040,群馬県,伊勢崎市,36.323509,139.190353,0270-75-2407,0270-75-2408,372-0055,伊勢崎市曲輪町24-31,月-水・金・土 9:00-17:30,有,0270-75-2407,
アイン薬局伊勢崎店,102040,群馬県,伊勢崎市,36.321854,139.177673,0270-24-2424,0270-24-2464,372-0817,伊勢崎市連取本町14-3,月~金9:00~18:00 土9:00~12:00,有,0270-24-2424,
アイン薬局関越中央店,102024,群馬県,高崎市,36.405819,139.025223,027-384-2146,027-384-2147,370-3513,高崎市北原町71,月-金 9:00-18:00 土 9:00-13:00,有,027-384-2146,
アイン薬局群大店,102016,群馬県,前橋市,36.409668,139.063766,027-212-8425,027-212-8426,371-0031,前橋市下小出町2-8-1,月~金8:30~18:00 土9:00~13:00,有,027-212-8425,
アイン薬局渋川中村店,102083,群馬県,渋川市,36.482998,139.012299,0279-26-2318,0279-26-2319,377-0002,渋川市中村147-1,月~金9:00~18:30,無,,
アイン薬局渋川店,102083,群馬県,渋川市,36.463837,139.04335,0279-60-1501,0279-52-4703,377-0061,渋川市北橘町下箱田726-1,月9:00~18:00/火9:00~18:00/水9:00~18:00/木9:00~18:00/金9:00~18:00/土9:00~12:00,有,0279-60-1501,
アイン薬局前橋店,102016,群馬県,前橋市,36.366776,139.06044,027-280-5181,027-280-5182,371-0821,前橋市上新田町584-10,月~金9:00~18:00 土9:00~12:00,有,027-280-5181,
アイン薬局太田西本町店,102059,群馬県,太田市,36.29578,139.369461,0276-56-4373,0276-56-4374,373-0033,太田市西本町4丁目3番15,月9:00~18:00/火9:00~18:00/水9:00~18:00/木9:00~17:00/金9:00~18:00/土9:00~18:00,有,0276-56-4373,
アイン薬局長野原店,104248,群馬県,吾妻郡長野原町,36.565517,138.604385,0279-80-1151,0279-82-3080,377-1308,吾妻郡長野原町大字大津字西原240-7,月火水金土9:00~18:00 木8:30~16:30,有,0279-80-1151,
アイン薬局富岡店,102105,群馬県,富岡市,36.264175,138.903152,0274-64-9066,0274-64-2770,370-2316,富岡市富岡2073-1,年中無休8:30~18:30,有,0274-64-9066,
あい調剤薬局,102016,群馬県,前橋市,36.388062,139.088531,027-220-1112,027-220-1113,371-0013,前橋市西片貝町5-21-6,平日9:00-18:15 水9:00-17:00 土9:00-13:00,有,027-220-1112,
あい調剤薬局みやぎ店,102016,群馬県,前橋市,36.438385,139.180542,027-280-2115,027-280-2116,371-0244,前橋市鼻毛石町637-4,月火木金8:30~18:15 水土8:30~12:30,有,027-280-2115,
あい調剤薬局上細井店,102016,群馬県,前橋市,36.424072,139.082611,027-260-6003,027-260-6005,371-0051,前橋市上細井町2068-6,月~金9:00~18:15 土9:00~12:30,有,027-260-6003,
あい調剤薬局日吉店,102016,群馬県,前橋市,36.402958,139.07579,027-260-6066,027-260-6067,371-0017,前橋市日吉町4-4-7,月火水金8:30~18:15木8:30~16:30土8:30~12:30,有,027-260-6066,
アエル薬局,102016,群馬県,前橋市,36.374729,139.050644,027-212-8880,027-212-8881,371-0844,前橋市古市町1-56-5,月~水9:30~18:30金9:30~18:30土9:30~13:00   ,無,,
アエル薬局桐生店,102032,群馬県,桐生市,36.418591,139.265747,0277-46-7980,0277-46-7960,376-0121,桐生市新里町新川4003-3,月~金9:00~18:00 木・土9:00~13:00,有,070-2639-9550,
あおば調剤薬局,105210,群馬県,邑楽郡板倉町,36.22472,139.655548,0276-80-4101,0276-80-4102,374-0111,邑楽郡板倉町海老瀬下新田4065-1,月、火、水、金、土9:00~18:30,有,0276-80-4101,
あおば薬局高崎店,102024,群馬県,高崎市,36.31897,139.030075,027-329-6500,027-329-6515,370-0851,高崎市上中居町1455-5,月~金9:00-18:30 土9:00-13:30 第3日曜9:00-17:30,有,090-2222-1994,
あおば薬局渋川店,102083,群馬県,渋川市,36.471645,139.007446,0279-22-5522,0279-22-5523,377-0005,渋川市有馬261-1,月~金9:00~19:00  土9:00~17:30,有,090-5309-8655,
あおば薬局前橋店,102016,群馬県,前橋市,36.369335,139.086441,027-265-6868,027-265-6061,371-0811,前橋市朝倉町839-6,月~金9:00~19:00土・日・祝9:00~17:00,有,090-5303-3006,
あおば薬局太田店,102059,群馬県,太田市,36.298111,139.405228,0276-48-5338,0276-48-5339,373-0808,太田市石原町923-1,月9:00~18:00/火9:00~18:00/水9:00~18:00/木9:00~18:00/金9:00~18:00/土9:00~13:00/備考:年末年始(12月30日・31日、1月1日・2日・3日)は休み,有,090-5302-4861,
あくつ薬局 上諏訪店,102040,群馬県,伊勢崎市,36.327343,139.214081,0270-25-9789,0270-61-5799,372-0021,伊勢崎市上諏訪町2112-37,月-水•金9:00-18:30 木9:00-17:00 土9:00-13:00,有,0270-25-9789,
あくつ薬局 富塚店,102040,群馬県,伊勢崎市,36.278397,139.193588,0270-75-5767,0270-75-5768,372-0833,伊勢崎市富塚町213-20,月火木金9:00-19:00水9:00-17:00土9:00-12:30,有,0270-75-5767,
アクト調剤薬局,102059,群馬県,太田市,36.354919,139.303879,0277-79-0790,0277-79-0791,379-2301,太田市藪塚町1507-1,月・火・木・金9:00~18:00水・土9:00~13:00,無,,
あさひ調剤薬局,102091,群馬県,藤岡市,36.250713,139.083023,0274-50-8885,0274-50-8886,375-0024,藤岡市藤岡623-18,月-金9時-6時土9時-1時,無,,
あすか薬局,102091,群馬県,藤岡市,36.227528,139.073349,0274-23-7001,0274-23-7011,375-0023,藤岡市本郷1108-8,月~土9:00~18:30,有,070-2620-3923,
あすか薬局 中栗須店,102091,群馬県,藤岡市,36.262741,139.079056,0274-40-7315,0274-40-7325,375-0015,藤岡市中栗須486-1,月-金8:30-18:15 土8:30-12:30,有,080-9539-0970,
あすなろ薬局,102040,群馬県,伊勢崎市,36.312923,139.179596,0270-21-4970,0270-21-4978,372-0812,伊勢崎市連取町1793-1,月、火、木、金9:00-18:00 水9:00-17:00 土9:00-12:30,有,0270-21-4970,
あすなろ薬局前橋店,102016,群馬県,前橋市,36.385132,139.036652,027-212-5522,027-212-5523,371-0846,前橋市元総社町2468-3,月、火、木、金9:00~18:30、水9:00~17:30、土9:00~12:30,有,027-212-5522,
あずまみまもり薬局,102040,群馬県,伊勢崎市,36.316727,139.245041,0270-75-3225,0270-61-7133,379-2235,伊勢崎市三室町4011-6,月~金9:00~19:00 土9:00~13:00,有,0270-75-3225,
あずま調剤薬局,102016,群馬県,前橋市,36.366562,139.054306,027-212-5050,027-212-5051,371-0837,前橋市箱田町992-9,月火木金9:00~18:30、水9:00~17:00、 土9:00~13:00,有,027-212-5050,
アップル薬局,102059,群馬県,太田市,36.298004,139.380051,0276-40-2381,0276-40-2382,373-0026,太田市東本町34-14,月~水・金9:00~18:00木9:00~12:30土8:30~12:30,無,,
アップル薬局館林店,102075,群馬県,館林市,36.248676,139.519958,0276-70-7270,0276-70-7271,374-0055,館林市成島町213-1,月~金9:00~18:00土10:00~12:00,有,090-1253-4846,
アリス調剤薬局,102016,群馬県,前橋市,36.409531,139.164856,027-280-2030,027-280-2031,371-0222,前橋市上大屋町39-3,月~水、土日:9:00~18:00,有,080-4145-5175,
ありす薬局,102091,群馬県,藤岡市,36.259327,139.069244,0274-20-1190,0274-20-1191,375-0016,藤岡市上栗須64-8,月、火、木、金9:00-18:00水、土9:00-13:00,無,080-2285-6937,
イオン薬局 高崎店,102024,群馬県,高崎市,36.390381,139.006577,027-310-9526,027-310-9527,370-3521,高崎市棟高町1400,月-日 9:00-21:00,有,080-4710-3594,
イオン薬局太田店,102059,群馬県,太田市,36.294003,139.400223,0276-48-3241,0276-48-3242,373-0808,太田市石原町81,月~日10:00~20:00,無,,
いずみ薬局金古店,102024,群馬県,高崎市,36.405964,139.006439,027-395-0023,027-395-0024,370-3511,高崎市金古町52-5,月火木金9:00-18:30水8:30-16時30 土9:00-13:00,有,027-395-0023,
いずみ薬局高崎店,102024,群馬県,高崎市,36.337391,139.063797,027-350-1567,027-350-1568,370-0015,高崎市島野町1423,月~金8:30~18:30 土8:30~16:30,有,080-8119-9413,
いずみ薬局仙石店,105244,群馬県,邑楽郡大泉町,36.24379,139.402328,0276-20-0226,0276-20-0227,370-0533,邑楽郡大泉町仙石2-16-6,月~金9:00-18:00 水8:30-16:30 土9:00-12:00,有,0276-20-0226,
いずみ薬局本店,105244,群馬県,邑楽郡大泉町,36.258522,139.418427,0276-62-9337,0276-62-9338,370-0516,邑楽郡大泉町中央3-6-8,月-金9:00-18:00水8:30-4:30土9:00-12:00,有,0276-62-9337,
いせさき調剤薬局,102040,群馬県,伊勢崎市,36.319031,139.19722,0270-40-5156,0270-40-5157,372-0043,伊勢崎市緑町5-1,月火水金 9時から18時 木 9時から12時半 土 9時から17時,無,,
ウイン調剤薬局伊勢崎店,102040,群馬県,伊勢崎市,36.3396,139.191391,0270-61-5650,0270-61-5651,372-0005,伊勢崎市乾町233-2,月-金9:00-18:00 土9:00-13:00,有,080-5460-2621,
ウイン調剤薬局高崎店,102024,群馬県,高崎市,36.327671,139.026169,027-386-6291,027-386-6292,370-0043,高崎市高関町293-10,月、火、木、金9時-18時30分、水、土9時-13時,有,027-386-6291,
うえはす調剤薬局,102040,群馬県,伊勢崎市,36.337433,139.21051,0273-30-3355,0270-30-3351,372-0013,伊勢崎市上植木本町2664-6,月火木金 9:00~18:00 水土 9:00~12:30,無,,
ウエルシア薬局アクロスプラザ笠懸店,102121,群馬県,みどり市,36.391003,139.301956,0277-30-5716,0277-30-5717,379-2311,みどり市笠懸町阿左美1308-1,月~土9:00~19:00日・祝休み,無,,
ウエルシア薬局桐生境野店,102032,群馬県,桐生市,36.390808,139.347656,0277-30-3532,0277-30-3531,376-0002,桐生市境野町2-727-1,月~土9:00~20:00日・祝9:00~13:00、14:00~18:00,無,,
ウエルシア薬局高崎貝沢店,102024,群馬県,高崎市,36.344345,139.020126,027-370-6836,027-370-6837,370-0042,高崎市貝沢町960-1,月~金9:00~23:30土9:00~20:00祝10:00~13:00、14:00~20:00,有,080-3705-4364,
ウエルシア薬局玉村下新田,104647,群馬県,佐波郡玉村町,36.302307,139.117706,0270-50-1262,0270-50-1263,370-1132,佐波郡玉村町下新田743-2,月~土 9:30~19:00,無,,
ウエルシア薬局玉村店,104647,群馬県,佐波郡玉村町,36.301563,139.12616,0270-50-1830,0270-50-1831,370-1121,佐波郡玉村町上飯島275,"月-金:9:00-20:00,土:9:00-19:00",無,,
ウエルシア薬局高崎中居店,102024,群馬県,高崎市,36.313053,139.043991,027-350-7023,027-350-7024,370-0852,高崎市中居町3-38-9,月~土9:00~13:00、14:00~19:00,無,,
ウエルシア薬局沼田店,102067,群馬県,沼田市,36.647861,139.056564,0278-30-2290,0278-30-2291,378-0053,沼田市東原新町1831-1,月~金9:00~20:00土・日・祝9:00~19:00,有,070-1464-3904,
ウエルシア薬局前橋荒牧店,102016,群馬県,前橋市,36.427288,139.057053,027-219-2564,027-219-2565,371-0044,前橋市荒牧町1-24-1,月~金9:00~20:00 土・祝9:00~19:00,有,080-7686-3262,
ウエルシア薬局前橋三俣店,102016,群馬県,前橋市,36.401394,139.085236,027-219-0612,027-219-0607,371-0018,前橋市三俣町3-18-1,月~金9:00~21:00土9:00~20:00日・祝9:00~13:00、14:00~19:00,有,090-6181-4827,
ウエルシア薬局前橋上新田店,102016,群馬県,前橋市,36.366703,139.062256,027-210-7102,027-210-7103,371-0821,前橋市上新田町591-1,月~金9:00~20:00 土9:00~19:00,有,080-4206-8149,
ウエルシア薬局前橋西片貝店,102016,群馬県,前橋市,36.390427,139.089081,027-220-1301,027-220-1302,371-0013,前橋市西片貝町5-14-1,月~土9:00~19:00,無,,
ウエルシア薬局前橋北代田店,102016,群馬県,前橋市,36.411701,139.076813,027-219-1357,027-219-1358,371-0055,前橋市北代田町649-4,月~土9:00~13:00、14:00~19:00,無,,
ウエルシア薬局太田岩瀬川店,102059,群馬県,太田市,36.27504,139.358398,0276-30-2623,0276-30-2629,373-0841,太田市岩瀬川町450-1,月~金9:00~19:00 土9:00~14:00.15:00~18:00,無,,
ウエルシア薬局太田尾島店,102059,群馬県,太田市,36.258862,139.303955,0276-40-7500,0276-40-7501,370-0422,太田市安養寺町22-2,月~土09:30~13:30・14:30~18:30,無,,
ウエルシア薬局太田富沢店,102059,群馬県,太田市,36.264023,139.357254,0276-40-6322,0276-40-6323,373-0832,太田市富沢町274,月~金10:00~14:00、15:00~19:00土・日・祝休業日,無,,
ウエルシア薬局太田宝泉店,102059,群馬県,太田市,36.285458,139.334213,0276-60-6004,0276-60-6005,373-0042,太田市宝町868,月~金9:00~22:00土9:00~19:30日・祝9:00~13:00、14:30~18:00,無,,
エ-ス調剤薬局,104647,群馬県,佐波郡玉村町,36.286991,139.117828,0270-75-2888,0270-75-2889,370-1124,佐波郡玉村町角渕5066-3,月~金9:00~12:30 15:00~19:30 土9:00~12:30 14:00~17:30,有,0270-75-2888,
エムシ-薬局太田店,102059,群馬県,太田市,41.057987,140.392014,0276-22-6290,0276-22-6291,373-0025,太田店熊野町37-4,月-金:9:00-17:00日9:00-14:00,有,070-3321-5929,緯度経度(不一致)
エムハ-ト薬局はこだ店,102016,群馬県,前橋市,36.371056,139.048492,027-280-5727,027-252-1561,371-0837,前橋市箱田町393-9,月~水、土9:00~17:30 木日9:00~12:00,有,027-280-5727,
エムハ-ト薬局館林中央店,102059,群馬県,太田市,36.250198,139.529907,0276-80-2122,0276-75-6022,373-0808,館林市西本町5-1,月~水・金9:00~18:00土9:00~12:00,有,0276-80-2122,
エムハ-ト薬局高崎インタ-店,102024,群馬県,高崎市,36.3479,139.040588,027-360-5030,027-352-7030,370-0018,高崎市新保町1376-4,月~水・金9:00~18:30木9:00~12:30土9:00~17:00,有,027-360-5030,
エンド-薬局,102032,群馬県,桐生市,36.373512,139.350281,0277-52-1515,0277-52-1522,376-0013,桐生市広沢町6-898-6,月-金 9:00-18:00 土 9:00-13:00,有,090-3245-7552,
エンド-薬局さくら店,102032,群馬県,桐生市,36.391693,139.322174,0277-55-0080,0277-55-0081,376-0013,桐生市広沢町2-3187-1,月-水、金9時-18時 木9時-17時 土9時-12時,有,0277-55-0080,
おおご調剤薬局,102016,群馬県,前橋市,36.409382,139.151215,027-280-2002,027-280-2013,371-0232,前橋市茂木町245-8,月・水・金9:00~19:30 火9:00~18:30 木9:00~17:00 土9:00~14:00,有,027-280-2002,
おおしま調剤薬局,102059,群馬県,太田市,36.267303,139.306473,0276-52-4209,0276-52-4250,370-0421,太田市粕川町333-3,月-水、金9:00-18:00木土9:00-13:00,無,,
おおしま薬局 ふじあく店,102059,群馬県,太田市,36.28471,139.3591,0276-57-8978,0276-57-8341,373-0034,太田市藤阿久町97-1,月火木金:9:00~18:00  水土:8:00~13:00,有,080-2395-2395,
太田みなみ薬局,102059,群馬県,太田市,36.261871,139.374817,0276-38-4050,0276-38-4057,373-0824,太田市高林寿町1766-11,月~金9:00~18:00土9:00~17:00,有,070-1048-6734,
オハナ薬局松井田店,102024,群馬県,高崎市,36.314018,138.806046,027-388-1451,027-388-1452,370-0046,安中市松井田町松井田字仲町北606-2,月~水、金8:45~18:15 土8:45~12:45 木8:45~16:45,有,080-7265-2626,
オハナ薬局大泉店,105244,群馬県,邑楽郡大泉町,36.243572,139.392624,0276-55-6340,0276-55-6341,370-0533,邑楽郡大泉町仙石4-20-22,月火木金 9:00-18:30   水 9:00-17:00   土 9:00-13:00,有,080-7265-3484,
オリ-ブ薬局伊勢崎堀口町,102040,群馬県,伊勢崎市,36.290642,139.183807,0270-31-3177,0270-75-3141,372-0834,伊勢崎市堀口町107-4,月火水金9:00-18:30木9:00-17:00土9:00-13:00,有,090-8729-2043,
おりがみ薬局 高崎群馬町店,102024,群馬県,高崎市,36.384159,139.001328,027-386-4955,027-386-4956,370-3521,高崎市棟高町94-4,月火木金9:00-19:00 土9:00-13:00,無,,
おりづる調剤薬局,102016,群馬県,前橋市,36.380749,139.055176,027-280-3535,027-280-3534,371-0842,前橋市下石倉町20-8,月-金9:00-18:30 土9:00-18:00,有,027-280-3535,
オレンジ薬局,102024,群馬県,高崎市,36.319401,139.007645,027-321-9400,027-321-8400,370-0833,高崎市新田町6-8,月・火・木・金9:00~19:00土9:00~18:00,無,,
かえで薬局伊勢崎太田町,102040,群馬県,伊勢崎市,36.335949,139.176987,0270-75-4800,0270-75-4801,372-0007,伊勢崎市安堀町1904-6,月・火・木・金9:00~13:30、15:00~19:00水7:00~15:00土9:00~13:00,有,090-3315-7277,
かがやき薬局,102059,群馬県,太田市,36.263561,139.379929,0276-55-2158,0276-55-2159,373-0861,太田市南矢島町908-7,月・火・水・金9:00~18:30 木・土9:00~18:00,有,090-6090-1513,
かじ町薬局,102024,群馬県,高崎市,36.321426,139.006668,027-326-8410,027-326-8417,370-0837,高崎市下横町14-13,月火水金9-1845.木9-1700.土9-1300,無,027-326-8410,
かなで薬局,102016,群馬県,前橋市,36.41209,139.197189,027-289-2622,027-289-2623,371-0206,前橋市粕川町新屋246-1,月火水金土9:00-19:00 木10:00-17:00,有,027-289-2622,
かなで薬局二之宮店,102016,群馬県,前橋市,36.361038,139.166779,0272-289-6582,027-289-6583,379-2117,前橋市二之宮町1988-2,月・火・木~土9:00~19:00水9:00~17:00,有,080-8024-9865,
かのはら薬局,102105,群馬県,富岡市,36.244041,138.840668,0274-70-2880,0274-70-2881,370-2455,富岡市神農原567-4,月-金09:00-18:00 土09:00-13:00,有,0274-70-2880,
かりん薬局,102016,群馬県,前橋市,36.410706,139.098297,027-264-3080,027-264-3081,371-0133,前橋市端気町383-2,月、火、木、金、土 : 9:00-18:00   水 : 9:00-17:00,有,070-4844-5070,
かりん薬局,102040,群馬県,伊勢崎市,36.282635,139.19841,0270-75-6356,0270-75-6357,372-0841,伊勢崎市大正寺町111-10,月-金 9:00-19:00  土 9:00-16:00,有,0270-75-6356,
かんな薬局,103675,群馬県,多野郡神流町,36.131565,138.912064,0274-20-5033,0274-20-5034,370-1504,多野郡神流町万場83,月-金8:45-17:45 第1第3土8:4512:30他土10-12,有,090-8648-8479,
キャンディ薬局,102040,群馬県,伊勢崎市,36.313232,139.159409,0270-75-5633,0270-75-5634,372-0814,伊勢崎市田中町89-3,月~水、金9:00~17:00、土8:30~12:00,有,0270-75-5633,
クオ-ル薬局伊勢崎店,102040,群馬県,伊勢崎市,36.319504,139.213089,0270-20-1730,0270-20-1731,372-0024,伊勢崎市下植木町457-1,年中無休9:00~23:00,無,,
くりけ薬局,102040,群馬県,伊勢崎市,36.300224,139.183533,0270-75-5926,0270-75-5927,372-0831,伊勢崎市山王町317-7,月・火・木・金9:00-13:00、15:00-18:30 土9:00-13:00,有,0270-75-5926,
くるみ薬局,102016,群馬県,前橋市,36.406719,139.13559,027-269-2068,027-269-2168,371-0002,前橋市江木町1241-8,月~金:8:30-17:30 土8:30-13:30,有,080-1379-2576,
くるみ薬局,102040,群馬県,伊勢崎市,36.311131,139.216171,0270-21-1300,0270-21-1301,372-0023,伊勢崎市粕川町1051-4,火-金9:00-18:30 月、土9:00-17:00,有,080-4906-5251,
クロ-バ-薬局,102016,群馬県,前橋市,36.385235,139.052902,027-289-2161,027-289-2162,371-0841,前橋市石倉町2-3-1,月、火、水、金9時-19時、木、土9時-17時,有,080-3397-9945,
クロ-バ-薬局上中居店,102024,群馬県,高崎市,36.314587,139.026138,027-381-8070,027-381-8071,370-0851,高崎市上中居町408-8,月-金9:00-18:30   土9:00-13:00,有,070-3233-0968,
コアラ薬局桐生店,102032,群馬県,桐生市,36.419125,139.297058,0277-53-5211,0277-53-5212,376-0011,桐生市相生町2-552-17,月9:00~17:30/火9:00~17:30/水9:00~17:30/木9:00~17:30/金9:00~17:30/土9:00~13:00,有,090-5797-8823,
コアラ薬局高崎店,102024,群馬県,高崎市,36.326332,139.008881,027-387-0333,027-387-0334,370-0055,高崎市羅漢町32,月~金9:00~18:00 、土9:00~13:00,有,080-8710-5906,
こいで調剤薬局,102016,群馬県,前橋市,36.417316,139.060104,027-289-6292,027-289-6293,371-0037,前橋市上小出町2-42-8,月、水、金9:00-19:00火9:00-18:00土9:00-12:00,有,027-289-6292,
コスモ21薬局,102016,群馬県,前橋市,36.38987,139.134674,027-261-0324,027-261-1130,371-0002,前橋市江木町31-1,月-土9:00-18:00 ,有,090-2230-3633,
こすもす薬局田中島店,102040,群馬県,伊勢崎市,36.321274,139.16246,0270-61-5185,0270-61-5186,372-0802,伊勢崎市田中島町1429-2,月・火・木・金8:30~18:30水8:30~17:00土8:30~13:00,有,0270-61-5185,
コスモファ-マ薬局 渋川店,102083,群馬県,渋川市,36.492367,139.0,0279-20-1080,0279-20-1081,377-0008,渋川市渋川2543-6,月-水金9:00-18:30木土9:00-17:30,有,0279-20-1080,
コスモファ-マ薬局 並榎店,102024,群馬県,高崎市,36.341934,138.993118,027-370-2811,027-370-2812,370-0801,高崎市上並榎町412-3,月、火、木、金9:00-18:00水9:00-17:00土9:00-1300,有,027-370-2811,
コスモファ-マ薬局井野店,102024,群馬県,高崎市,36.355373,139.02652,027-370-6181,027-370-6182,370-0004,高崎市井野町980,月-水:9:00-18:30木:9:00-13:00土日:9:00-18:30,有,027-370-6181,
コスモファ-マ薬局小保方店,102040,群馬県,伊勢崎市,36.321056,139.247864,0270-20-2286,0270-20-2287,379-2234,伊勢崎市東小保方町3858-10,月~金9:00~19:00水9:00~13:00土9:00~14:20,有,0270-20-2286,
コスモファ-マ薬局大間々店,102121,群馬県,みどり市,36.420094,139.283005,0277-70-1277,0277-70-1278,376-0101,みどり市大間々町大間々473-12,月-水、金、土8:40-18:30 木8:40-16:40,有,0277-70-1277,
コスモファ-マ薬局馬庭店,102024,群馬県,高崎市,36.26572,139.005707,027-320-4122,027-320-4123,370-2104,高崎市吉井町馬庭594-9,月~水、金8:30-18:30 木8:30-16:30 土8:30-17:30,有,027-320-4122,
ことり薬局,102024,群馬県,高崎市,36.305096,139.060028,027-350-5532,027-350-5721,370-1204,高崎市東中里町191-4,月-水、金9:00-18:30 木9:30-18:30 土9:00-18:00,有,080-6688-4322,
このは薬局高崎店,102024,群馬県,高崎市,36.385422,139.006836,027-386-6633,027-386-6634,370-3521,高崎市棟高町1336-3,月~水・金:9:00~18:00木9:00~12:00・土9:00~17:00,無,027-386-6633,
こばな薬局,102024,群馬県,高崎市,36.350662,138.972992,027-329-5416,027-329-7506,370-0076,高崎市下小塙町1576-6,月火水金9:00~18:00、木8:30~16:00、土9:00~13:00,有,080-7662-0587,
さくら薬局 藤岡店,102091,群馬県,藤岡市,36.240608,139.076752,0274-40-7121,0274-40-7122,375-0024,藤岡市藤岡1678-6,月火木金9:00-18:00 水9:00-17:00 土9:00-12:00,有,090-2027-7167,
さくら薬局伊勢崎連取店,102040,群馬県,伊勢崎市,36.322769,139.177139,0270-50-8280,0270-50-8281,372-0817,伊勢崎市連取本町11-5,月~金9:00~18:00土9:00~13:00,有,0270-50-8280,
さくら薬局月夜野店,104493,群馬県,利根郡みなかみ町,36.674988,139.005737,0278-62-1222,0278-62-1223,379-1308,利根郡みなかみ町真庭304-1,月~金9:00~18:00土9:00~13:00,有,0278-62-1222,
さくら薬局前橋駒形店,102016,群馬県,前橋市,36.349705,139.129059,027-289-5510,027-266-7727,379-2122,前橋市駒形町1542-19,月・火・木・金9:00~18:00 水9:00~17:00 土9:00~13:00,有,027-289-5510,
サンライズファ-マシ-,102016,群馬県,前橋市,36.388355,139.082657,027-220-5615,027-220-5616,371-0014,前橋市朝日町1-34-2,月-水・金9:00-18:30 木9:00-17:00土9:00-13:30,有,070-4147-6975,
しきしま調剤薬局,102016,群馬県,前橋市,36.417393,139.058304,027-260-1987,027-260-1988,371-0037,前橋市上小出町3-8-6,月~金8:30~19:00 土8:30~17:00,有,027-260-1987,
シルクロ-ド薬局,102105,群馬県,富岡市,36.263474,138.906067,0274-64-9666,0274-63-0609,370-2316,富岡市富岡2654-4,月-土9:00-18:00,無,,
