施設_名称,施設_市区町村コード,住所_都道府県,住所_市区町村（郡）,住所_緯度,住所_経度,連絡先_電話番号,連絡先_FAX番号,連絡先_郵便番号,連絡先_住所,施設_開局時間,時間外_対応の有無,時間外_電話番号,エラー
日本調剤御茶ノ水橋口薬局,131016,東京都,千代田区,35.699821,139.76416,03-5283-7470,03-5283-7471,101-0062,千代田区神田駿河台2-6-1,月:9:00~18:00/火:9:00~18:00/水:9:00~18:00/木:9:00~18:00/金:9:00~18:00/土:9:00~13:00/,有,080-1014-7798,
日本調剤駿河台薬局,131016,東京都,千代田区,35.700001,139.760956,03-5577-3918,03-5577-3919,101-0062,千代田区神田駿河台2-5,月:9:00~18:00/火:9:00~18:00/水:9:00~18:00/木:9:00~18:00/金:9:00~18:00/土:9:00~13:00/,有,080-1338-0388,
和同会薬局,131016,東京都,千代田区,35.700954,139.761108,03-3296-1023,03-3296-0166,101-0062,千代田区神田駿河台2-3-10,月~金8:30~18:00土8:30~13:00日・祝休み,無,,
ロイヤル薬局神田淡路町店健康サポ-ト薬局,131016,東京都,千代田区,35.696877,139.768066,03-5295-3531,03-5295-3533,101-0063,千代田区神田淡路町2-6,月~金9:00~19:00土9:00~13:00,有,080-8118-9157,
日本調剤 飯田橋駅前薬局,131016,東京都,千代田区,35.697666,139.741531,03-5357-1997,03-5357-1998,102-0071,千代田区富士見2-9-10,月:9:00~18:00/火:9:00~18:00/水:9:00~18:00/木:9:00~18:00/金:9:00~18:00/土:9:00~13:00/,有,070-2814-5848,
日本調剤東京逓信病院前薬局,131016,東京都,千代田区,35.696861,139.742081,03-3221-7217,03-3221-7219,102-0071,千代田区富士見2-16-1,月:8:45~19:00/火:8:45~19:00/水:8:45~19:00/木:8:45~19:00/金:8:45~19:00/土:9:00~13:00/,有,080-1270-8145,
タンシ薬局,,,,35.700706,139.746445,03-5215-1502,03-5215-1909,102-0072,千代田区飯田橋4-4-6,月~金9:00~19:00土9:00~17:30,有,090-6168-2206,郵便番号
雄飛堂薬局飯田橋店,131016,東京都,千代田区,35.699413,139.74733,03-5216-3099,03-5216-3199,102-0072,千代田区飯田橋4-3-2,月:9:00-18:00/火:9:00-18:00/水:9:00-18:00/木:9:00-18:00/金:9:00-18:00/土:9;00-13:00/,有,090-4377-6997,
日本調剤 九段下薬局,131016,東京都,千代田区,35.695698,139.751511,03-5211-7971,03-5211-7973,102-0073,千代田区九段北1-3-2,月:9:00~20:30/火:9:00~20:30/水:9:00~20:30/木:9:00~20:30/金:9:00~20:30/土:9:00~18:00/,無,,
池田薬局,131016,東京都,千代田区,35.691887,139.740097,03-3265-0051,03-3265-0052,102-0074,千代田区九段南4-6-1-103,月~金9:00~19:00土9:00~17:00,無,,
東優企業組合オギムラ薬局営業所,131016,東京都,千代田区,35.693398,139.744202,03-3261-0278,03-3261-0278,102-0074,千代田区九段南2-4-11,月:9:00~19:00/火:9:00~19:00/水:9:00~19:00/木:9:00~19:00/金:9:00~19:00/土:9:00~15:00/,有,070-1583-0083,
いけだ薬局,131016,東京都,千代田区,35.687504,139.742767,03-5275-8989,03-5275-8995,102-0082,千代田区一番町7-1 1F,月~金8:30~18:30土9:00~13:30,無,,
アピス薬局 麴町店,131016,東京都,千代田区,35.683769,139.738632,03-3230-4881,03-3230-4882,102-0083,千代田区麹町3-3 麴町スクエアビル2F,月~金 9:30~19:00土 9:00~13:00,無,,
イオックス薬局 麹町店,131016,東京都,千代田区,35.68425,139.736771,03-5357-1630,03-6272-3986,102-0083,千代田区麹町4-8-19,月:9:00-19:00/火:9:00-19:00/水:9:00-17:00/木:9:00-19:00/金:9:00-19:00/土:9:00-13:00/,有,050-5375-2557,
アップル薬局六番町店,131016,東京都,千代田区,35.687035,139.733841,03-5211-2460,03-5211-5125,102-0085,千代田区六番町7番地 金澤ビル1階,月~土9:00~18:00日・祝休み,有,080-5862-3249,
テトラ薬局小伝馬町店,131024,東京都,中央区,35.691517,139.780075,03-3664-8211,03-3664-8212,103-0001,中央区日本橋小伝馬町14-5 メロ-ナ日本橋101,月~金 9:00~18:00土 9:00~13:00,有,03-3664-8211,
日本調剤馬喰町駅前薬局,131024,東京都,中央区,35.692711,139.782288,03-5962-3522,03-5962-3523,103-0002,中央区日本橋馬喰町1-6-1,月:9:00~19:00/火:9:00~19:00/水:9:00~19:00/木:9:00~19:00/金:9:00~19:00/土:9:00~18:00/,有,070-4362-4372,
日本調剤馬喰町薬局,131024,東京都,中央区,35.695293,139.782959,03-5643-0128,03-5643-0129,103-0002,中央区日本橋馬喰町2-2-5,月:8:30~18:00/火:8:30~18:00/水:8:30~18:00/木:8:30~18:00/金:8:30~18:00/土:9:00~13:00/,有,090-1420-5405,
日本調剤 東日本橋薬局,131024,東京都,中央区,35.692322,139.784729,03-5962-3920,03-5962-3921,103-0004,中央区東日本橋3-11-8,月:9:00~19:00/火:9:00~19:00/水:9:00~19:00/木:9:00~19:00/金:9:00~19:00/土:9:00~13:00/,有,080-8317-7158,
アイファ薬局日本橋久松町店,131024,東京都,中央区,35.689404,139.78476,03-6661-0635,03-6661-0427,103-0005,中央区日本橋久松町10-4 ソフィア日本橋1階,月~金9:30~18:30土9:30~13:30,有,080-1251-5906,
薬局トモズ トルナ-レ浜町店,131024,東京都,中央区,35.684128,139.787857,03-5614-6021,03-5614-6022,103-0007,中央区日本橋浜町3-3-1,月:9:00-18:00/火:9:00-18:00/水:9:00-18:00/木:9:00-18:00/金:9:00-18:00/土:9:00-18:00/,有,080-1025-9397,
メトロファ-マシ-日本橋小伝馬町,131024,東京都,中央区,35.691093,139.781021,03-6810-9725,03-6810-9726,103-0011,中央区日本橋大伝馬町13-8メディカルプライム日本橋小伝馬町1階,月・水・金9:00~20:00火・木9:00~19:00土9:00~17:00日9:00~13:30,有,03-6810-9725,
みらくる薬局日本橋店,131024,東京都,中央区,35.689457,139.780914,03-6383-0089,03-6383-0221,103-0012,中央区日本橋堀留町2-6-6ライフサイエンスビル1階,月・金9:00~20:00、火-木9:00~19:30、土日9:00~18:00,有,03-6383-0089,
テトラ薬局人形町2丁目店,131024,東京都,中央区,35.686146,139.784058,03-5651-7277,03-5651-7278,103-0013,中央区日本橋人形町2丁目9-7 未来堂ビル1階,月・火・木・金 9:30~19:00水 9:30~18:30土 9:30~13:00,無,,
テトラ薬局中央店,131024,東京都,中央区,35.68676,139.783524,03-5651-7743,03-5651-7744,103-0013,中央区日本橋人形町2-7-10 エル人形町ビル1階,月~金9:00~18:00土9:00~16:30,無,,
健ナビ薬樹薬局人形町,131024,東京都,中央区,35.684616,139.782425,03-5643-5287,03-5643-5284,103-0013,中央区日本橋人形町1-6-9 人形町大内ビル1階,月~金9:00~19:00土9:00~17:30,有,03-5643-5287,
薬局トモズ水天宮前店,131024,東京都,中央区,35.683655,139.783737,03-6231-0025,03-5643-3123,103-0013,中央区日本橋人形町1-13-9,月:9:00-19:00/火:9:00-19:00/水:9:00-19:00/木:9:00-19:00/金:9:00-19:00/土:9:00-14:00/,有,080-6854-3688,
セイムス調剤薬局人形町店,131024,東京都,中央区,35.684711,139.783905,	03-	5623-	4325,nan,103-0013,中央区日本橋人形町2-2-3アライヴ人形町1階,月火木金 9:00-19:00水 9:00-18:00土 9:00-15:00日祝休み,有,,
テトラ薬局,131024,東京都,中央区,35.68544,139.781586,	03-	3663-	1311,	03-	3663-	1312,103-0013,中央区日本橋人形町1-4-14,月・火・木・金 9:00-19:00水 9:00-18:00土 9:00-13:00日・祝 休み,無,,
チトセ薬局,131024,東京都,中央区,35.681801,139.783386,03-5623-7186,03-5623-7192,103-0014,中央区日本橋蛎殻町1-19-9 ル-ト蛎殻町ビル1F,月~金9:30~18:30土10:00~13:00,無,,
日本調剤日本橋室町薬局,131024,東京都,中央区,35.686001,139.772644,03-3517-2255,03-3517-2256,103-0022,中央区日本橋室町2-1-1,月:9:30-18:30/火:9:30-18:30/水:9:30-18:30/木:9:30-18:30/金:9:30-18:30/土:9:00-18:00/,有,080-1016-2636,
ウイング薬局茅場町店,131024,東京都,中央区,35.67979,139.780792,03-3527-3850,03-3668-1560,103-0025,中央区日本橋茅場町1-13-15,月:9:00-20:00/火:9:00-20:00/水:9:00-20:00/木:9:00-20:00/金:9:00-20:00/土:9:00-17:00/,無,,
ウイング薬局日本橋店,131024,東京都,中央区,35.68018,139.772858,03-6265-1711,03-6265-1712,103-0027,中央区日本橋3-8-16,月:10:00~18:00/火:10:00~19:30/水:10:00~19:30/木:10:00~19:30/金:10:00~19:30/土:10:30~16:30/,有,080-2845-7013,
ウエルシア薬局日本橋1号店,131024,東京都,中央区,35.68224,139.773346,03-3516-3232,03-3516-3233,103-0027,中央区日本橋2-1-10 柳屋ビル1階,月~土8:30~22:30日・祝日10:00~19:00,無,,
ウエルシア薬局日本橋駅前店,131024,東京都,中央区,35.68224,139.773346,03-3271-2286,03-3271-2287,103-0027,中央区日本橋2-1-10 柳屋ビル地下2階,月~金9:00~18:30土9:30~14:00日・祝休み,無,,
さくら薬局八重洲店,131024,東京都,中央区,35.682121,139.771912,03-3271-2221,03-6262-1557,103-0027,中央区日本橋2-2-20 日本橋リムビル1F,月~金9:00~18:30土10:00~14:00日・祝休み,有,03-3271-2221,
日本調剤八重洲薬局,131024,東京都,中央区,35.681023,139.771866,03-6281-9948,03-6281-9958,103-0027,中央区日本橋3-1-4 1階,月:9:00-20:00/火:9:00-20:00/水:9:00-20:00/木:9:00-20:00/金:9:00-20:00/土:9:00-18:00/,有,070-4454-7409,
ウエルシア薬局東京スクエアガ-デン店,131024,東京都,中央区,35.676559,139.768524,03-3242-0291,03-3242-0292,104-0031,中央区京橋3-1-1,月~土9:00~19:00日・祝休み,有,03-3242-0291,
クオ-ル薬局京橋店,131024,東京都,中央区,35.676441,139.770065,03-6271-0989,03-6271-0990,104-0031,中央区京橋2-5-21 京橋NSビル1階,月~金9:30~18:30,無,,
テトラ薬局八丁堀店,131024,東京都,中央区,35.675488,139.776932,03-5543-0141,03-5543-0142,104-0032,中央区八丁堀3-20-1 共伸ビル1F,月~金9:00~18:30,無,,
越前堀薬局,131024,東京都,中央区,35.674953,139.781769,03-3551-9933,03-3551-6862,104-0033,中央区新川2-17-12 Eビル1F,月~金8:00~19:30土8:30~14:00,有,090-5810-3728,
越前堀薬局プッシュ,131024,東京都,中央区,35.673939,139.782455,03-3555-1835,03-3555-1835,104-0033,中央区新川2-22-6,月~金10:00~18:00土9:30~14:30,有,090-5810-3728,
テトラ薬局 新富町店,131024,東京都,中央区,35.672646,139.773239,03-5541-7733,03-5541-7727,104-0041,中央区新富1-6-15サニ-ビル101,月~金 9:00~18:00土 9:00~13:00,有,080-6063-0065,
桜川薬局,131024,東京都,中央区,35.672768,139.776962,03-3551-5872,03-3553-6155,104-0042,中央区入船1-5-11,月:9:00~18:00/火:9:00~18:00/水:9:00~17:00/木:9:00~18:00/金:9:00~18:00/土:9:00~13:00/,無,,
日本調剤 明石町薬局,131024,東京都,中央区,35.667068,139.775467,03-5565-1493,03-5565-1494,104-0044,中央区明石町11-5,月:9:00-22:00/火:9:00-18:00/水:9:00-18:00/木:9:00-18:00/金:9:00-18:00/土:10:00-14:00/,有,070-6475-1338,
望星築地薬局,131024,東京都,中央区,35.667046,139.774551,03-3541-1193,03-3541-1997,104-0044,中央区明石町11-15,月:8:30~18:00/火:8:30~18:00/水:8:30~18:00/木:8:30~19:00/金:8:30~18:00/土:9:00~17:00/日:9:00~17:00/祝:9:00~17:00/,無,,
薬局エスエルファ-マシ-,131024,東京都,中央区,35.667507,139.778473,03-3542-6001,03-3542-6002,104-0044,中央区明石町8-1,月:9:00-18:00/火:9:00-18:00/水:9:00-18:00/木:9:00-18:00/金:9:00-21:00/土:10:00-14:00/,有,080-9580-5141,
トラヤ薬局,131024,東京都,中央区,35.669006,139.772598,03-3541-6648,03-3541-6083,104-0045,中央区築地2-9-6,月:9:00-17:00/火:9:00-18:00/水:9:00-18:00/木:9:00-18:00/金:9:00-18:00/土:9:00-13:00/,有,080-1036-6943,
田辺薬局築地市場店,131024,東京都,中央区,35.666458,139.768692,03-5148-3717,03-5148-3718,104-0045,中央区築地4-4-12,月:9:00-19:00/火:9:00-19:00/水:9:00-19:00/木:9:00-19:00/金:9:00-19:00/土:9:30-13:30/,有,080-9363-9818,
日本調剤築地薬局,131024,東京都,中央区,35.665997,139.769669,03-6226-4025,03-6226-4026,104-0045,中央区築地4-6-6,月:9:00~18:30/火:9:00~18:30/水:9:00~18:30/木:9:00~18:30/金:9:00~18:30/土:14:00~18:00/,無,,
薬局マツモトキヨシmatsukiyoLAB 佃二丁目店,131024,東京都,中央区,35.670841,139.786301,03-5547-7556,03-5547-7556,104-0051,中央区佃2-1-6,月:10:00-22:00/火:10:00-22:00/水:10:00-22:00/木:10:00-22:00/金:10:00-22:00/土:10:00-22:00/日:10:00-22:00/祝:10:00-22:00/,有,080-7749-2532,
アイン薬局月島店,131024,東京都,中央区,35.665268,139.782761,03-6204-9693,03-6204-9694,104-0052,中央区月島1-13-6 ウェルネス月島1階,月~土9:00~18:00,無,,
アポロ薬局,131024,東京都,中央区,35.661983,139.783768,03-3531-7724,03-3531-7724,104-0052,中央区月島二丁目17-9 1階,月:9:00~19:30/火:9:00~19:30/水:9:00~19:30/木:9:00~19:30/金:9:00~19:30/土:9:00~15:00/,有,03-3531-7724,
きらり月島薬局,131024,東京都,中央区,35.664883,139.783493,03-3533-0908,03-3533-0908,104-0052,中央区月島1-8-1,月:9:00~19:00/火:9:00~19:00/水:9:00~20:00/木:10:00~18:00/金:9:00~19:00/土:9:00~18:00/,無,,
クオ-ル薬局月島店,131024,東京都,中央区,35.660717,139.782959,03-3534-5972,03-3534-5973,104-0052,中央区月島4-5-12,月・水・木・金9:00~18:00火9:00~17:00,有,080-8754-5637,
フレンド薬局,131024,東京都,中央区,35.664993,139.781784,03-5548-5548,03-5548-5547,104-0052,中央区月島1-11-9,月9:00~18:30土9:00~13:30日・祝休み,無,,
みのり薬局,131024,東京都,中央区,35.66201,139.781189,03-3532-6771,03-6532-6772,104-0052,中央区月島3-13-4 善利ビル1階,月9:00~19:00土9:00~13:00日・祝休み,有,050-5893-0459,
恵愛堂薬局,131024,東京都,中央区,35.661427,139.783676,03-3533-3903,03-3536-5920,104-0052,中央区月島4-3-3ウィンド月島II 1階,月、木:9:00~18:00、火、水、金:9:00~19:00、土:9:00~13:00,有,03-3533-3903,
日本調剤晴海薬局,131024,東京都,中央区,35.650803,139.774704,03-5534-8197,03-5534-8198,104-0053,中央区晴海五丁目2-31,月:9:00~19:00/火:9:00~19:00/水:9:00~19:00/木:9:00~19:00/金:9:00~19:00/土:9:00~19:00/日:9:00~19:00/祝:9:00~19:00/,有,080-8013-9463,
薬局トモズ晴海トリトン店,131024,東京都,中央区,35.655556,139.78183,03-5144-8215,03-5144-8192,104-0053,中央区晴海1丁目8-16,月:8:30-19:00/火:8:30-19:00/水:8:30-19:00/木:8:30-19:00/金:8:30-19:00/土:8:30-19:00/日:8:30-19:00/祝:8:30-19:00/,有,080-1023-9163,
アイセイ薬局勝どき店,131024,東京都,中央区,35.658539,139.776215,03-3533-0225,03-3536-0226,104-0054,中央区勝どき3-5-5,月:9:00-20:45/火:9:00-20:45/水:9:00-20:45/木:9:00-20:45/金:9:00-20:45/土:9:00-17:00/日:9:00|-13:00/,有,03-3533-0225,
アピス勝どき店,131024,東京都,中央区,35.658607,139.776932,03-3531-8441,03-6225-0079,104-0054,中央区勝どき2-11-10,月~金 9:00~18:30土 9:00~14:00,有,03-3531-8441,
日本調剤パ-クタワ-勝どき薬局,131024,東京都,中央区,35.657032,139.778091,03-6910-1930,03-6910-1931,104-0054,中央区勝どき4-6-2,月:9:00~19:00/火:9:00~19:00/水:9:00~19:00/木:9:00~19:00/金:9:00~19:00/土:9:00~15:00/,有,080-1383-4359,
日本調剤勝どき薬局,131024,東京都,中央区,35.658077,139.776169,03-6219-0201,03-6219-0202,104-0054,中央区勝どき4-2-14,月:9:00-19:00/火:9:00-19:00/水:9:00-19:00/木:9:00-19:00/金:9:00-19:00/土:9:00-18:00/,有,080-2004-0015,
クオ-ル薬局銀座店,131024,東京都,中央区,35.673195,139.769318,03-3562-8636,03-3562-8638,104-0061,中央区銀座1-13-9 テラス銀座1階,月~金9:00~19:00土9:30~14:30,有,080-8754-5667,
阪神調剤薬局銀座店,131024,東京都,中央区,35.671013,139.760742,03-6255-5011,03-6255-5012,104-0061,中央区銀座7-2-4 ムサシ7ビル1階,月~金9:00~20:00土9:00~16:00,有,090-3868-5820,
日本調剤 歌舞伎座タワ-薬局,131024,東京都,中央区,35.669304,139.767654,03-3524-3081,03-3524-3082,104-0061,中央区銀座4-12-15,月:9:00~19:30/火:9:00~18:30/水:9:00~18:30/木:9:00~18:30/金:9:00~18:30/土:10:00~14:00/,有,090-3407-2054,
日本調剤 銀座泰明薬局,131024,東京都,中央区,35.672089,139.760788,03-5537-7025,03-5537-7026,104-0061,中央区銀座5-1-15,月:10:00-21:00/火:10:00-21:00/水:10:00-21:00/木:10:00-21:00/金:10:00-21:00/土:9:00-18:00/,無,,
薬局アポック銀座レンガ通り店,131024,東京都,中央区,35.674885,139.767502,03-5250-1080,03-5250-5002,104-0061,中央区銀座1-5-5 明興ビル1F,月~金10:00~19:00土10:00~18:00日・祝休み,有,090-9013-7446,
薬局くすりの福太郎銀座店,131024,東京都,中央区,35.668781,139.76416,03-5537-3329,03-5537-3329,104-0061,中央区銀座6-12-10,月~金10:00~20:00 土10:00~18:00日・祝休み,無,,
あおい調剤薬局,131032,東京都,港区,35.669678,139.748383,03-3591-0356,03-3591-0357,105-0001,港区虎ノ門1-2-16 浜崎ビル1階,月~金9:00~18:00土9:00~11:00日・祝休み,有,090-7849-4548,
ココカラファイン薬局虎ノ門店,131032,東京都,港区,35.668297,139.74733,03-5510-3727,03-6273-3461,105-0001,港区虎ノ門2-4-4,月:9:00~18:00/火:9:00~18:00/水:9:00~18:00/木:9:00~18:00/金:9:00~18:00/土:10:00~17:00/,有,070-3140-7094,
日生薬局虎ノ門店,131032,東京都,港区,35.669678,139.748383,03-3539-1721,03-3539-1722,105-0001,港区虎ノ門1-2-18 虎ノ門興業ビルディング地下1階,10:00~19:00,有,03-3539-1721,
日本調剤 虎ノ門薬局,131032,東京都,港区,35.669678,139.748383,03-3539-4712,03-3539-4717,105-0001,港区虎ノ門1-2-18,月:9:00-18:00/火:9:00-18:00/水:9:00-18:00/木:9:00-18:00/金:9:00-18:00/土:9:00-13:00/,有,080-1248-0011,
幸城薬局虎ノ門新橋店,131032,東京都,港区,35.667049,139.753433,03-6205-7011,03-6205-7012,105-0003,港区西新橋2-6-3染谷ビル1F,月~金8:00~18:00,有,03-6205-7011,
日本調剤 西新橋薬局,131032,東京都,港区,35.663643,139.752396,03-6430-4131,03-6430-4132,105-0003,港区西新橋3-20-1,月:9:00~17:00/火:9:00~17:00/水:9:00~17:00/木:9:00~17:00/金:9:00~17:00/土:9:00~14:00/,有,080-1305-8695,
