施設_名称,施設_市区町村コード,住所_都道府県,住所_市区町村（郡）,住所_緯度,住所_経度,連絡先_電話番号,連絡先_FAX番号,連絡先_郵便番号,連絡先_住所,施設_開局時間,時間外_対応の有無,時間外_電話番号,エラー
白い森調剤薬局,064017,山形県,西置賜郡小国町,38.055676,139.750809,0238-61-0193,0238-61-0100,999-1352,西置賜郡小国町大字岩井沢548-15,月~金8:50~18:00,有,0238-61-0193,
馬見ヶ崎みらい薬局,062014,山形県,山形市,38.283684,140.333389,023-666-5451,023-666-5452,990-0810,山形市馬見ヶ崎4-2-5,月~金9:00~18:00土9:00~13:00,有,023-666-5451,
日本調剤遊佐町薬局,064610,山形県,飽海郡遊佐町,39.018963,139.906235,0234-71-1081,0234-71-1083,999-8301,飽海郡遊佐町遊佐字前田83-1,月-金9:00-18:00 土9:00-13:00,有,090-2743-9065,
日本調剤鶴岡南薬局,062030,山形県,鶴岡市,38.718285,139.829391,0235-29-7600,0235-29-7601,997-0816,鶴岡市文園町1-11,月~金9:00~18:00 土9:00~13:00,有,090-2527-2977,
日本調剤荘内薬局,062030,山形県,鶴岡市,38.731388,139.830475,0235-25-4193,0235-28-4221,997-0033,鶴岡市泉町8-64,月~金9:00~19:00 土9:00~13:00,有,090-2526-1709,
日本調剤新庄薬局,062057,山形県,新庄市,38.76556,140.30986,0233-29-6805,0233-29-6806,996-0002,新庄市金沢字中関屋730-11,月-金9:00-18:00,有,080-1383-4358,
日本調剤山形薬局,062014,山形県,山形市,38.252316,140.338577,023-626-1230,023-626-1231,990-0042,山形市七日町1-2-34,月~金9:00~18:00 土9:00~13:00,有,090-6793-0735,
日本調剤山形北薬局,062014,山形県,山形市,38.284023,140.334213,023-682-7325,023-682-7327,990-0810,山形市馬見ヶ崎4-1-12,月-金9:00-18:00 土9:00-13:00,有,090-1420-1546,
日本調剤山形大前薬局,062014,山形県,山形市,38.215752,140.322006,023-615-0307,023-615-0310,990-2331,山形市飯田西4-1-20 イノビル1F,月~金9:00~18:30 土9:00~13:00,有,080-1215-2817,
日本調剤寒河江薬局,062065,山形県,寒河江市,38.376598,140.263351,0237-83-0681,0237-83-0683,991-0041,寒河江市大字寒河江字内の袋12-1,月~金9:00~18:00 土9:00~13:00,有,080-2073-1771,
南中前調剤薬局,062090,山形県,長井市,38.08419,140.03978,0238-88-5589,0238-87-5589,993-0031,長井市泉1926-13,月-水9:00-18:00 土8:30-13:30,有,080-8209-0034,
東大町薬局,062049,山形県,酒田市,38.908909,139.855347,0234-25-0280,0234-25-0281,998-0851,酒田市東大町1-10-35,月火水金 9:00-18:00  木 9:00-13:00 17:00-21:00土 9:00-13:00,有,0234-25-0280,
天神森調剤薬局,063827,山形県,東置賜郡川西町,38.007774,140.051682,0238-54-2121,0238-54-2122,999-0121,東置賜郡川西町大字上小松1417-2,月・火・水8:30~18:30木8:30~19:00金8:30~14:00、16:00~18:30土8:30~16:00※第2土曜日8:30~12:30,有,0238-54-2121,
鶴岡ひまわり薬局,062030,山形県,鶴岡市,38.713207,139.824249,0235-28-3500,0235-28-3501,997-0824,鶴岡市日枝字海老島161-2,月-金9:00-19:00  土9:00-13:00,有,090-9533-5761,
調剤薬局ツルハドラッグ米沢相生町店,062022,山形県,米沢市,37.904068,140.117477,0238-27-0082,0238-27-0082,992-0032,米沢市相生町7-52,月~金9:00~18:00,有,090-2885-6990,
調剤薬局ツルハドラッグ東根店,062111,山形県,東根市,38.459808,140.386826,0237-36-0083,0237-36-0083,999-3702,東根市温泉町3-3-4,9:00~14:30、15:30~18:00月~金,無,,
調剤薬局ツルハドラッグ東根中央店,062111,山形県,東根市,38.427925,140.388535,0237-41-2820,0237-41-2820,999-3720,東根市さくらんぼ駅前2-14-17,月~金9:00~18:00土9:00~13:00,無,,
調剤薬局ツルハドラッグ東根神町店,062111,山形県,東根市,38.414379,140.38443,0237-49-2025,0237-49-2025,999-3762,東根市神町北5丁目3-1,月~金9:00~13:00、14:00~18:00 土・日・祝:休,無,070-4799-3435,
調剤薬局ツルハドラッグ天童店,062103,山形県,天童市,38.356976,140.384628,023-654-1068,023-654-1068,994-0028,天童市鍬ノ町1-1-17,月~金9:30~18:30,無,,
調剤薬局ツルハドラッグ鶴岡南店,062030,山形県,鶴岡市,38.715027,139.830612,0235-29-1140,0235-29-1140,997-0816,鶴岡市文園町5-10,月~金9:30~18:30,有,080-6067-8553,
調剤薬局ツルハドラッグ中桜田店,062014,山形県,山形市,38.216331,140.334595,023-632-0706,023-629-8825,990-2422,山形市中桜田3-2-16,月・火・木・金9:00~18:30土9:00~13:00,無,,
調剤薬局ツルハドラッグ成沢店,062014,山形県,山形市,38.210144,140.316589,023-687-0518,023-687-0518,990-2339,山形市成沢西1-6-9,月~金9:30~18:30  土9:30~13:30,有,080-5830-1974,
調剤薬局ツルハドラッグ酒田南店,062049,山形県,酒田市,38.895199,139.854691,0234-21-9535,0234-21-9535,998-0852,酒田市こがね町2-27-3,月-金9:30-18:30 土9:00-14:00,無,,
調剤薬局ツルハドラッグ酒田店,062049,山形県,酒田市,38.935894,139.845673,0234-35-2468,0234-35-2468,998-0006,酒田市ゆたか2-1-1,月火木金9:00-19:00 水土9:00-18:30,無,,
調剤薬局ツルハドラッグ酒田曙町店,062049,山形県,酒田市,38.919621,139.863266,0234-21-2075,0234-21-2075,998-0862,酒田市曙町2-17-1,月~金 9:30~13:30、14:30~18:00,無,,
調剤薬局ツルハドラッグ山形緑町店,062014,山形県,山形市,38.256226,140.343338,023-616-5267,023-616-5267,990-0041,山形市緑町1-7-3,月~金9:00~13:00、14:00~18:00土・日・祝休み,無,,
調剤薬局ツルハドラッグ山形南原店,062014,山形県,山形市,38.233875,140.34021,023-615-9536,023-615-9536,990-2413,山形市南原町3-1-26,月~金9:00~18:00土・日・祝休み,無,,
調剤薬局ツルハドラッグ山形嶋店,062014,山形県,山形市,38.286694,140.317444,023-682-7221,023-682-7221,990-0885,山形市嶋北4-2-18,月~金9:00~14:00、15:00~18:00,無,,
調剤薬局ツルハドラッグ山形清住店,062014,山形県,山形市,38.252747,140.311111,023-664-2453,023-664-2453,990-0834,山形市清住町3-8-3,月-金9:00-18:00,無,,
調剤薬局ツルハドラッグ山形小白川店,062014,山形県,山形市,38.243275,140.35228,023-615-1740,023-615-1740,990-0025,山形市あこや町2-14-11,月-金 9:00-14:00 15:00-18:00,無,,
調剤薬局ツルハドラッグ山形桜田店,062014,山形県,山形市,38.218258,140.324387,023-615-6311,023-615-6311,990-2323,山形市桜田東4-9-11,月-金 9:00-14:00 15:00-18:00,有,023-615-6311,
調剤薬局ツルハドラッグ山形吉原店,062014,山形県,山形市,38.22805,140.313217,023-647-7860,023-647-7860,990-2451,山形県山形市吉原2-10-10,月~土9:00~18:00 ,有,023-647-7860,
調剤薬局ツルハドラッグ高畠店,063819,山形県,東置賜郡高畠町,37.999081,140.187927,0238-51-0268,0238-51-0268,992-0315,東置賜郡高畠町大字泉岡字中道399,月~金9:30~18:00 土9:00~13:00,無,,
調剤薬局ツルハドラッグ吉原店,062014,山形県,山形市,38.229481,140.307022,023-644-2706,023-647-3735,990-2451,山形市吉原3-9-14,月・火・木・金9:00~18:00水・土9:00~13:00,無,,
調剤薬局ツルハドラッグ寒河江西店,062065,山形県,寒河江市,38.377434,140.260956,0237-83-0688,0237-83-0688,991-0041,寒河江市大字寒河江字塩水71外,月~金9:00~18:00,無,,
朝日調剤薬局,063231,山形県,西村山郡朝日町,38.29834,140.142868,0237-83-7331,0237-83-7332,990-1442,西村山郡朝日町宮宿832番地の4,月9:00~18:00/火9:00~18:00/水9:00~18:00/木9:00~18:00/金9:00~18:00/土8:30~11:00,有,090-3397-3887,
大町調剤薬局,062090,山形県,長井市,38.109959,140.037811,0238-88-5266,0238-88-5296,993-0083,長井市大町8-8,月~金8:30~18:00 土8:30~13:00,有,080-3334-5266,
大町調剤薬局,062057,山形県,新庄市,38.762043,140.303802,0233-28-7235,0233-28-7868,996-0023,新庄市沖の町3-3,月火水金土8:30~17:30,有,0233-28-7235,
村山駅西調剤薬局,062081,山形県,村山市,38.476749,140.383255,0237-52-0388,0237-52-0389,995-0038,村山市駅西23-7,月・火・木・金8:30~12:00、14:00~17:35水・土8:30~12:05,有,0237-52-0388,
蔵王サン薬局,062014,山形県,山形市,38.206081,140.319855,023-666-6498,023-666-6499,990-2339,山形市成沢西4丁目4-11,月火水金9:00-18:00 木9:00-16:00 土9:00-12:30,無,,
城北薬局,062014,山形県,山形市,38.25996,140.326447,023-665-0366,023-665-0365,990-0825,山形市城北町2-10-1,月火水金土 9:00-18:00,無,,
上花沢薬局,062022,山形県,米沢市,37.908131,140.125671,0238-27-0265,0238-27-0266,992-0026,米沢市東3-4-38,月火木金8:30-18:00 土8:30-14:00,有,0238-27-0265,
松本薬局,062073,山形県,上山市,38.156113,140.274017,023-674-0345,023-674-0347,999-3141,上山市新湯1-7,月~土9:00~18:00,無,,
松波調剤薬局,472018,沖縄県,那覇市,38.238308,140.357788,023-615-6722,023-615-6723,900-0023,山形市松波1-11-3,月火水金9:00~18:00木土9:00~12:30,無,,緯度経度(不一致)
庄内すこやか薬局,064289,山形県,東田川郡庄内町,38.845047,139.905106,0234-45-1311,0234-45-1312,999-7781,東田川郡庄内町余目字猿田91-1,月~水・金8:30~18:30   木8:30~16:30   土8:30~13:00,有,0234-45-1311,
十王調剤薬局,064025,山形県,西置賜郡白鷹町,38.183067,140.098572,0238-87-2289,0238-87-2293,992-0821,西置賜郡白鷹町大字5059-16,月~金8:30~18:00土8:30~13:00,無,,
舟形調剤薬局,063630,山形県,最上郡舟形町,38.695293,140.321243,0233-32-8920,0233-32-8921,999-4601,最上郡舟形町舟形352-10,月~金8:30~18:00 土8:30~12:30,有,0233-32-8920,
桜田調剤薬局,062014,山形県,山形市,38.220657,140.32222,023-674-9735,023-674-9736,990-2323,山形市桜田東2-9-19,月火水金9:00-18:00 木9:00-17:00 土9:00-16:00,有,080-7833-0585,
最上センタ-薬局,062057,山形県,新庄市,38.768585,140.308762,0233-25-8680,0233-25-8681,996-0002,新庄市金沢702-3,年中無休 9:00-21:30,有,0233-25-8680,
高野薬局,062022,山形県,米沢市,37.911816,140.094955,0238-23-0484,0238-23-0598,992-0054,米沢市城西1-6-20,月~金9:00~18:00 ,無,,
高野調剤薬局,062022,山形県,米沢市,37.902981,140.097961,0238-23-1282,0238-23-1441,992-0062,米沢市林泉寺2-2-90,月・火・水・金9:00-18:00  木・第2・4・5土9:00-13:00,有,090-6598-2866,
高宮薬局,063649,山形県,最上郡真室川町,38.858299,140.252762,0233-62-2010,0233-62-2638,999-5312,最上郡真室川町大字新町128-20,月~金8:00~19:00土9:00~18:00,有,0233-62-2010,
源泉堂薬局,062014,山形県,山形市,38.272022,140.351151,023-642-2055,023-635-0385,990-0061,山形市五十鈴1-1-3,月・火・木・金9:00~18:00            水9:00~17:00土9:00~12:00,有,023-642-2055,
元木調剤薬局,062014,山形県,山形市,38.223843,140.325729,023-631-7741,023-631-7741,990-2447,山形市元木2-13-10,月~金9:00~18:00土9:00~12:30,無,,
健康堂薬局,062065,山形県,寒河江市,38.353363,140.279617,0237-86-5818,0237-86-9383,991-0042,寒河江市大字高屋字西浦429,月~金9:00~17:30土9:00~13:00 ,有,0237-86-5818,
金山調剤薬局,063614,山形県,最上郡金山町,38.886372,140.39064,0233-52-9886,0233-52-9887,999-5402,金山町大字金山509-2,月火木金9:00-18:00 水9:00-19:00 土9:00~13:00,無,,
共創未来さんのう町薬局,062030,山形県,鶴岡市,38.732269,139.833679,0235-64-8891,0235-64-8892,997-0028,鶴岡市山王町4-2,月・火・木・金9:00~18:10水9:00~17:00土9:00~13:00,無,,
共創未来いずみ町薬局,062030,山形県,鶴岡市,38.731556,139.831131,0235-29-7263,0235-29-7269,997-0033,鶴岡市泉町8-70,月-金:8:30-18:00土:8:30-12:30,有,080-6016-8077,
共創未来あきほ薬局,062049,山形県,酒田市,38.889793,139.856873,0234-21-6806,0234-21-6807,998-0824,酒田市大宮町1-4-14,月~金8:30~18:00 土9:00~11:00,有,0234-21-6806,
共創未来アカデミア薬局,062014,山形県,山形市,38.216377,140.322433,023-615-7441,023-633-7442,990-2331,山形市飯田西1-2-26,月~金9:00~18:00,無,,
宮内さくら調剤薬局,062138,山形県,南陽市,38.065884,140.132111,0238-49-7412,0238-49-7413,992-0472,南陽市宮内4549-1,"月・火・木・金:8:30~18:00 水(第1,3,5)・土:8:30~12:30 ",有,080-5723-2733,
宮町調剤薬局,062014,山形県,山形市,38.26601,140.333542,023-615-8132,023-615-8133,990-0057,山形市宮町2-1-2,月火木金9:00-18:00水土9:00-12:30,無,,
宮宿調剤薬局,063231,山形県,西村山郡朝日町,38.299362,140.149353,0237-67-8032,0237-67-8033,990-1442,西村山郡朝日町宮宿2363,月-金8:00-18:00 土8:00-12:00,有,080-3328-3679,
亀城薬局,062049,山形県,酒田市,38.909275,139.845047,0234-25-8820,0234-25-8830,998-0842,酒田市亀ヶ崎2-4-35,月火木金9:00~18:00水土9:00~13:00,有,0234-25-8820,
株式会社土屋薬局,062111,山形県,東根市,38.408508,140.379684,0237-47-0033,0237-48-1477,999-3763,東根市神町中央1-10-7,月~金9:00~19:00土9:00~18:00,有,0237-48-2550,
株式会社柴崎薬局,062120,山形県,尾花沢市,38.60442,140.404022,0237-22-0130,0237-22-0816,999-4227,尾花沢市中町2-60,月~土8:00~19:00日・祝8:00~18:00,有,0237-22-0130,
樫の木薬局上町店,062014,山形県,山形市,38.243664,140.312836,023-647-7251,023-647-7252,990-2483,山形市上町4-8-13,月~金9:00-17:45  土8:45-12:45,有,090-2274-6738,
樫の木薬局元木店,062014,山形県,山形市,38.224354,140.324432,023-635-1122,023-635-1155,990-2447,山形市元木2-7-25,月火水金9:00~13:00、14:00~18:00木9:00~13:00土8:30~12:30,有,090-2274-2439,
樫の木薬局あかねヶ丘店,062014,山形県,山形市,38.244389,140.311569,023-645-2222,023-645-1752,990-2481,山形市あかねヶ丘2-10-45,月~金9:00~18:30 土9:00~16:00,有,090-5842-0409,
沖の町薬局,062057,山形県,新庄市,38.762539,140.30304,0233-29-8801,0233-29-8802,996-0023,新庄市沖の町4-17,月火木金9:00-18:00  土9:00-15:30,有,0233-29-8801,
岡崎医療医学部前調剤薬局,062014,山形県,山形市,38.214119,140.321289,023-624-1123,023-624-9659,990-2331,山形市飯田西4-5-35,月-金9:00-18:00,有,023-624-1123,
わかば調剤薬局,062014,山形県,山形市,38.252998,140.332733,023-664-0211,023-625-1227,990-0045,山形市桜町4-10,月~金9:00~18:00 土9:00~13:00,有,023-664-0211,
ラパス調剤薬局酒田南店,062049,山形県,酒田市,38.889793,139.856873,0234-21-7655,0234-21-7656,998-0824,酒田市大宮町1-4-14,月-金8:30-18:00,有,080-3325-6776,
ら・ふらんす調剤薬局,062014,山形県,山形市,38.258057,140.281708,023-644-7512,023-644-7513,990-0845,山形市飯塚町中道北448-3,月~金8:00~17:00 土8:00~13:00,有,023-644-7512,
よつば調剤薬局宮内町店,062057,山形県,新庄市,38.782871,140.329376,0233-32-0202,0233-32-0203,996-0001,新庄市五日町376-1,月-水・金9:00-18:00 木・土9:00-13:00,有,090-5070-5113,
よつば調剤薬局,062057,山形県,新庄市,38.765984,140.297424,0233-22-6560,0233-28-7175,996-0084,新庄市大手町2-8,月火水金8:30-18:00 木土8:30-13:30,有,090-5070-5113,
ゆり調剤薬局,064033,山形県,西置賜郡飯豊町,38.044285,139.985687,0238-72-2799,0238-72-2979,999-0604,飯豊町大字椿3594-7,月~金8:00~18:00,有,0238-72-2799,
ゆのはま薬局,062030,山形県,鶴岡市,38.791534,139.768936,0235-68-5818,0235-68-5825,997-1117,鶴岡市下川字七窪2-1202,月火水金9:00-18:00 木土9:00-13:00,有,0235-68-5818,
ゆう薬局美咲店,062030,山形県,鶴岡市,38.736298,139.799484,0235-29-1081,0235-29-1082,997-0857,鶴岡市美咲町25-20,月~金8:30~18:00土8:30~16:00,無,,
ゆう薬局西高前店,062049,山形県,酒田市,38.933323,139.853271,0234-21-1260,0234-21-1261,998-0013,酒田市東泉町5-8-4,月~金8:30~18:00土8:30~16:00,有,0234-21-1260,
有限会社和光堂薬局,062030,山形県,鶴岡市,38.73629,139.826126,0235-24-8397,0235-24-8398,997-0042,鶴岡市新形町4-31,月~金 9:00-19:00土 9:00-18:00,有,0235-24-8397,
やまのべ駅前調剤薬局,063010,山形県,東村山郡山辺町,38.295231,140.270966,023-674-0570,023-674-0571,990-0301,東村山郡山辺町山辺1258-12,月・火・水・金9:00~18:00木9:00~17:00土9:00~13:00,有,070-8305-3085,
やまなみ薬局門東町店,062022,山形県,米沢市,37.905937,140.108719,0238-40-8623,0238-40-8624,992-0039,米沢市門東町1-4-17,月火木金9:00-17:30 土9:00-15:00,無,,
ヤマザワ調剤薬局山形済生病院前店,062014,山形県,山形市,38.284119,140.334793,023-674-6812,023-674-6813,990-0810,山形市馬見ヶ崎4-1-18,月~金9:00~18:00土9:00~12:00,無,,
やまがたアイ薬局,063819,山形県,東置賜郡高畠町,37.997826,140.148529,0238-49-7822,0238-49-7826,999-2174,東置賜郡高畠町大字福沢596-4,月~金8:30~18:00土8:30~16:30,有,0238-49-7822,
もみの木薬局,062014,山形県,山形市,38.243271,140.362717,023-641-2177,023-642-2175,990-0024,山形市あさひ町15-16,月-金9:00-18:00 土9:00-12:30,有,023-642-2177,
みなみ三番町調剤薬局,062014,山形県,山形市,38.230461,140.324112,023-664-1781,023-664-1782,990-2443,山形市南三番町7-22,月-水・金9:00-18:00  木・土9:00-12:30(12:30-14:30閉局),無,,
みどり薬局,062103,山形県,天童市,38.331192,140.361908,023-666-5188,023-666-5185,994-0063,天童市東長岡2-1-39,月・火・水・金9:00~18:00 木・土9:00~13:00,有,023-666-5188,
みつば調剤薬局,062030,山形県,鶴岡市,38.725151,139.831802,0235-26-9339,0235-26-9340,997-0034,鶴岡市本町1-8-22-1階,月、水、木、金9:00-12:30 14:30-19:00    火8:00-12:30  土9:00-12:30 14:00-16:30,有,0235-26-9339,
みつばち薬局,062014,山形県,山形市,38.183262,140.2892,023-616-5945,023-616-5946,990-2317,山形市みはらしの丘4-10-5,月~水・金9:00~18:00木8:30~16:30土9:00~12:00,有,023-616-5945(転送),
マルマン調剤薬局2003,062103,山形県,天童市,38.358223,140.364746,023-654-2177,023-654-2199,994-0047,天童市駅西3-9-12,月~水・金 9:00~18:30土 9:00~17:30,有,023-654-2177,
マルマン調剤薬局,062103,山形県,天童市,38.381927,140.384323,023-656-8766,023-656-8799,994-0012,天童市久野本362-4,月~金 9:00~18:00土 9:00~13:30,有,023-656-8766,
丸善薬局,062022,山形県,米沢市,37.911617,140.099976,0238-23-1313,0238-23-1334,992-0053,米沢市松が岬3-6-16,月~金9:00~18:00土9:00~13:00,有,090-7326-1313,
まるき薬局,062022,山形県,米沢市,37.902802,140.098587,0238-22-1901,0238-22-1991,992-0062,米沢市林泉寺2-2-96,月~金9:00~18:00土9:00~13:00,有,090-8929-4533,
まつもと薬局,062057,山形県,新庄市,38.748234,140.296143,0233-28-0555,0233-28-0556,996-0051,新庄市松本字東浦485-6,月火木金土8:30~18:00水8:30~12:30,有,0233-28-0555,
ほんちょうアイ薬局,062014,山形県,山形市,38.251247,140.335403,023-615-7714,023-615-7724,990-0043,山形市本町1-6-1,月~金9:00~18:00,無,,
ポプラ薬局,062030,山形県,鶴岡市,38.718758,139.844589,0235-29-0511,0235-29-0512,997-0801,鶴岡市東原町25-20,月・火・木・金9:00~18:00 水9:00~12:00土9:00~16:00第2土・日・祝祭日休み,無,,
ほなみ調剤薬局,062030,山形県,鶴岡市,38.716789,139.842865,0235-29-0205,0235-29-0206,997-0862,鶴岡市ほなみ町7-1,月~金9:00~18:00 土9:00~12:30,有,0235-64-0414,
ほし薬局本店,,,,38.772072,140.294357,0233-25-8934,0233-25-8935,996-0008,新庄市桧町10-8,月曜:08:30-18:00  火曜:08:30-18:00  水曜:08:30-18:00  木曜:08:30-18:00  金曜:08:30-18:00  土曜:08:30-17:00  日曜:08:30-12:00,有,0233-25-8934,郵便番号
ほし薬局大蔵店,063657,山形県,最上郡大蔵村,38.694321,140.224396,0233-75-2526,0233-75-2527,996-0212,大蔵村大字清水2346-2,月~木8:30~17:00金8:30~18:30,無,,
ほし薬局戸沢店,063673,山形県,最上郡戸沢村,38.755466,140.089828,0233-32-1789,0233-32-1786,999-6401,最上郡戸沢村古口4356-1,月~金8:30~17:00土8:30~12:00,有,0233-32-1789,
ホ-プ薬局嶋南店,062014,山形県,山形市,38.279968,140.31604,023-665-5871,023-665-5872,990-0886,山形市嶋南3-5-20,月~金8:30~18:00土8:30~13:00,無,,
ホ-プ薬局嶋店,062014,山形県,山形市,38.289207,140.323807,023-665-0877,023-665-0878,990-0885,山形県山形市嶋北3-1-4,月-金 8:30-18:00  祝祭日休み,無,,
ホ-プ薬局嶋中央店,062014,山形県,山形市,38.285984,140.320999,023-676-6352,023-676-6353,990-0885,山形市嶋北2-12-49,月-金9:00-18:00 水9:00-13:00 土9:00-16:00,有,023-676-6352,
ホ-プ薬局天童店,062103,山形県,天童市,38.384777,140.378479,023-652-0157,023-651-9920,994-0002,天童市乱川3-2-3,月火木金9:00から18:00水9:00-17:00土9:00-13:00,無,,
ホ-プ薬局村山駅西店,062081,山形県,村山市,38.476547,140.38475,0237-48-6670,0237-48-6671,995-0038,村山市駅西18-5,月火木金9:00~18:00水土9:00-13:00,有,0237-48-6670,
ホ-プ薬局花楯店,062014,山形県,山形市,38.272457,140.348068,023-687-1477,023-687-1478,990-0067,山形市花楯2-6-13,月-金8:30-18:00 土8:30-12:30,無,,
フレンド薬局東根中央店,062111,山形県,東根市,38.43494,140.389877,0237-43-6600,0237-43-6616,999-3711,東根市中央3-2-14,月~金9:00~18:00 土9:00~17:00 13:00~14:00は昼休憩 ,無,,
フレンド薬局,062022,山形県,米沢市,37.904068,140.14537,0238-26-9300,0238-26-9301,992-1124,米沢市万世町金谷664-1,月-金9:00-18:00 土9:00-13:00,無,,
ふれあい調剤薬局中郷店,062065,山形県,寒河江市,38.363087,140.23085,0237-84-0125,0237-84-0126,991-0065,寒河江市中郷1047-1,月~水・金9:00~18:00土9:00~17:00,無,,
プライム調剤薬局,062014,山形県,山形市,38.206272,140.306946,023-679-4453,023-679-4454,990-2313,山形市大字松原312-8,月・火・木・金9:00~18:30           水・土9:00~17:00,有,080-6001-6289,
ふたば調剤薬局,062014,山形県,山形市,38.248108,140.32254,023-647-4363,023-647-4361,990-0828,山形市双葉町1-4-18,月火木金9:00~18:00 水土9:00~12:30,無,,
ふくろう薬局,062022,山形県,米沢市,37.953884,140.120209,0238-33-9550,0238-33-9551,992-0003,米沢市窪田町窪田117-19,月-金8:30-18:30 土8:30-12:30,有,0238-33-9550,
ファミリ-調剤薬局,062014,山形県,山形市,38.278515,140.308273,023-612-0145,023-612-0146,990-0881,山形市瀬波1-6-3,月火水金9:00-18:00木9:00-13:00 土9:00-16:30,無,,
ファ-コス薬局まいづる,062103,山形県,天童市,38.357155,140.380035,023-653-0081,023-653-0082,994-0025,天童市鎌田本町3-6-23,月-金9:00-18:30      土9:00-13:00,有,023-653-0081,
ファ-コス薬局うわまち,062014,山形県,山形市,38.241085,140.319748,023-646-2294,023-646-2294,990-2483,山形市上町3-11-6,月~水・金9:00~18:30土9:00~18:00,無,,
ファ-コス薬局あすなろ,062065,山形県,寒河江市,38.392517,140.27861,0237-77-6580,0237-77-6581,991-0003,寒河江市大字西根字下堰507,月-金9:00-18:00 土9:00-12:30,有,023-77-76580,
ファ-コス薬局あいのもり,063819,山形県,東置賜郡高畠町,37.979076,140.251022,0238-51-0017,0238-51-0018,992-0351,東置賜郡高畠町高畠渋作299-10,月~金9:00~18:00 土9:00~13:00,有,0238-51-0017,
ひろの薬局,062049,山形県,酒田市,38.846539,139.84787,0234-25-0546,0234-25-0547,998-0125,酒田市広野字上通183,月-金8:30-17:30 土8:30-12:30,有,0234-25-0546,
ひまわり薬局,062049,山形県,酒田市,38.917374,139.833725,0234-22-2662,0234-22-2683,998-0044,酒田市中町3-7-1,月-金9:00-19:00   土9:00-13:00,有,090-2603-8189,
ひまわり調剤薬局漆山本店,062014,山形県,山形市,38.310131,140.352081,023-665-5394,023-665-5395,990-2161,山形市大字漆山771-1,月-金8:30-18:30 土9:00-11:00,有,023-665-5394,
ひまわり調剤薬局,062090,山形県,長井市,38.10088,140.038071,0238-84-3305,0238-84-3329,993-0006,長井市あら町6-49,月火木金9:00~18:00 水土9:00~12:45,無,,
はるかぜ薬局,062030,山形県,鶴岡市,38.713947,139.835114,0235-64-0517,050-3488-7378,997-0819,鶴岡市のぞみ町5-21,月~水・金8:30~18:15木土8:30~12:15,無,,
はな薬局,062030,山形県,鶴岡市,38.738586,139.832916,0235-33-8145,0235-33-8147,997-0031,鶴岡市錦町1-32,月・火・金9:00-18:00 木9:00-19:00 水・土9:00-12:30,有,0235-33-8145,
はなざわ薬局,062022,山形県,米沢市,37.919254,140.121277,0238-49-7747,0238-49-7748,992-0022,米沢市花沢町2686-5,月、火、水、金9:00-18:00 木、土9:00-17:00,有,0238-49-7747,
